,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.05,108,9.94,1.24,108/4
1,1102,亞泥,6.98,108,8.28,0.99,108/4
2,1103,嘉泥,6.01,108,8.28,0.47,108/4
3,1104,環泥,5.75,108,10.00,0.63,108/4
5,1109,信大,6.38,108,6.12,0.87,108/4
7,1201,味全,6.23,108,8.00,1.56,108/4
9,1210,大成,5.31,108,14.20,1.78,108/4
16,1220,台榮,5.66,108,14.93,0.82,108/4
20,1231,聯華食,5.10,108,13.72,1.98,108/4
27,1301,台塑,5.25,108,14.30,1.53,108/4
29,1304,台聚,4.13,108,10.17,0.70,108/4
30,1305,華夏,5.83,108,14.06,1.10,108/4
32,1308,亞聚,6.63,108,11.22,0.90,108/4
33,1309,台達化,6.23,108,8.09,0.75,108/4
34,1310,台苯,5.99,108,10.00,1.26,108/4
38,1315,達新,7.47,108,13.38,1.11,108/4
39,1316,上曜,18.09,107,-1,1.03,108/4
40,1319,東陽,5.18,108,10.34,0.94,108/4
42,1323,永裕,4.94,108,10.09,1.44,108/4
45,1326,台化,5.29,108,14.13,1.18,108/4
47,1338,廣華-1KY,6.73,108,10.88,0.68,108/4
48,1339,昭輝,4.91,108,8.01,0.87,108/4
49,1340,勝悅-1KY,11.65,107,-1,0.27,108/4
51,1402,遠東新,5.98,108,12.49,0.66,108/4
52,1409,新纖,5.12,108,9.68,0.58,108/4
56,1416,廣豐,11.48,107,-1,0.50,108/4
57,1417,嘉裕,6.33,108,4.73,0.48,108/4
62,1434,福懋,7.52,108,10.80,0.87,108/4
65,1437,勤益控,5.37,108,4.73,0.64,108/4
67,1439,中和,13.39,108,3.57,1.22,108/4
69,1441,大東,45.64,107,-1,0.66,108/4
83,1457,宜進,8.58,108,11.31,0.63,108/4
87,1464,得力,7.33,108,14.01,1.43,108/4
88,1465,偉全,9.38,108,5.00,0.87,108/4
106,1514,亞力,6.25,108,13.33,1.30,108/4
112,1522,堤維西,5.80,108,10.83,1.13,108/4
113,1524,耿鼎,4.60,108,10.35,0.67,108/4
114,1525,江申,4.67,108,10.85,0.77,108/4
115,1526,日馳,4.20,108,14.22,1.14,108/4
116,1527,鑽全,9.65,107,10.01,1.48,108/4
127,1539,巨庭,5.26,108,14.21,0.75,108/4
128,1540,喬福,6.33,108,11.70,0.94,108/4
130,1558,伸興,6.82,108,11.56,1.64,108/4
133,1582,信錦,5.76,108,10.26,1.76,108/4
141,1604,聲寶,7.98,108,9.40,1.07,108/4
143,1608,華榮,6.86,108,5.14,0.60,108/4
145,1611,中電,9.41,108,5.99,0.94,108/4
148,1615,大山,9.59,108,9.56,1.29,108/4
154,1702,南僑,4.52,108,11.33,1.79,108/4
160,1712,興農,6.93,108,11.65,1.12,108/4
163,1717,長興,5.16,108,13.64,1.57,108/4
164,1718,中纖,11.68,107,-1,0.38,108/4
170,1725,元禎,5.77,108,13.13,0.72,108/4
195,1817,凱撒衛,5.84,108,11.73,1.25,108/4
198,1904,正隆,5.70,108,10.12,0.98,108/4
199,1905,華紙,4.72,107,-1,0.54,108/4
201,1907,永豐餘,5.56,108,9.13,0.53,108/4
204,2006,東和鋼鐵,5.92,108,14.62,0.95,108/4
209,2012,春雨,7.04,108,10.66,1.22,108/4
213,2017,官田鋼,6.30,107,-1,0.57,108/4
214,2020,美亞,8.51,107,8.39,1.17,108/4
222,2030,彰源,4.88,108,10.90,0.74,108/4
238,2107,厚生,4.48,108,11.59,0.58,108/4
239,2108,南帝,6.08,108,10.21,1.74,108/4
242,2115,六暉-1KY,7.11,108,13.52,1.42,108/4
244,2204,中華,5.40,107,-1,0.45,108/4
245,2206,三陽工業,5.08,108,7.27,1.15,108/4
249,2228,劍麟,5.61,108,10.30,1.71,108/4
251,2233,宇隆,7.02,107,11.24,1.31,108/4
253,2239,英利-1KY,4.07,108,11.25,0.67,108/4
255,2301,光寶科,7.05,108,11.27,1.46,108/4
264,2317,鴻海,5.29,107,9.09,0.85,108/4
267,2324,仁寶,6.28,108,11.94,0.79,108/4
269,2328,廣宇,5.32,108,9.45,0.89,108/4
276,2340,台亞,4.69,108,13.15,1.16,109/1
280,2347,聯強,6.54,108,9.72,1.33,108/4
284,2352,佳世達,5.11,107,9.15,0.96,108/4
286,2354,鴻準,5.83,107,10.89,0.71,108/4
289,2357,華碩,6.91,108,12.39,0.85,108/4
291,2359,所羅門,4.29,108,10.03,0.70,108/4
294,2363,矽統,15.72,108,-1,0.79,108/4
296,2365,昆盈,4.98,108,12.35,0.58,108/4
302,2374,佳能,4.10,107,-1,0.53,108/4
314,2392,正崴,6.74,108,9.05,0.80,108/4
325,2409,友達,6.39,107,-1,0.42,108/4
328,2414,精技,6.47,108,12.75,1.41,108/4
332,2420,新巨,6.12,108,10.25,1.62,108/4
334,2423,固緯,6.40,108,10.91,1.45,108/4
339,2428,興勤,5.06,108,9.53,1.67,108/4
341,2430,燦坤,6.58,108,11.97,0.54,108/4
343,2433,互盛電,7.31,108,12.26,1.80,108/4
345,2436,偉詮電,5.68,108,14.19,1.56,108/4
349,2441,超豐,5.16,108,12.07,1.48,109/1
350,2442,新美齊,18.64,107,11.41,0.62,108/4
354,2449,京元電子,5.03,108,14.36,1.67,108/4
357,2453,凌群,6.04,108,12.83,0.92,108/4
363,2459,敦吉,7.44,108,9.60,0.97,108/4
367,2464,盟立,7.58,108,9.46,1.59,108/4
370,2467,志聖,8.80,108,13.59,1.69,108/4
372,2471,資通,5.80,108,14.50,1.56,108/4
375,2476,鉅祥,6.48,108,11.20,0.80,108/4
376,2477,美隆電,7.62,108,9.91,1.28,108/4
381,2483,百容,5.48,108,12.76,0.84,108/4
385,2488,漢平,8.16,108,8.06,1.09,108/4
389,2493,揚博,8.62,108,14.50,1.41,108/4
403,2520,冠德,5.83,108,9.90,1.01,108/4
405,2527,宏璟,9.00,108,7.04,0.65,108/4
409,2535,達欣工,6.67,108,10.05,0.90,108/4
410,2536,宏普,5.54,108,11.83,0.60,108/4
412,2538,基泰,6.37,107,-1,0.62,108/4
418,2546,根基,7.94,108,9.97,1.46,108/4
420,2548,華固,8.36,108,7.90,1.49,108/4
422,2601,益航,12.62,108,4.62,0.71,108/4
430,2611,志信,6.63,107,-1,0.45,108/4
433,2614,東森,7.63,107,-1,1.20,108/3
434,2615,萬海,4.79,108,10.37,1.03,108/4
435,2616,山隆,6.12,108,13.74,0.99,108/4
436,2617,台航,8.25,107,10.94,0.64,108/4
440,2634,漢翔,4.24,108,14.10,1.79,108/4
441,2636,台驊投控,5.99,108,10.09,1.04,108/4
442,2637,慧洋-1KY,6.15,108,10.12,0.57,109/1
445,2702,華園,7.91,107,-1,1.08,108/4
453,2727,王品,6.90,108,13.78,1.45,108/4
458,2809,京城銀,4.82,108,14.14,0.96,109/1
459,2812,台中銀,7.08,108,9.74,0.82,108/4
460,2816,旺旺保,6.99,108,5.98,0.78,108/4
462,2823,中壽,5.96,108,6.61,0.63,108/4
463,2832,台產,5.10,108,10.10,0.78,108/4
464,2834,臺企銀,6.57,108,11.33,0.80,108/4
465,2836,高雄銀,5.37,108,13.19,0.67,108/4
466,2838,聯邦銀,7.51,108,9.77,0.58,108/4
468,2845,遠東銀,7.05,108,9.72,0.75,108/4
469,2849,安泰銀,6.94,107,13.58,0.84,108/4
470,2850,新產,4.96,108,7.35,0.98,108/4
471,2851,中再保,5.00,108,9.63,0.88,108/4
473,2855,統一證,9.09,108,7.63,0.68,108/4
475,2880,華南金,5.83,108,14.66,1.24,108/4
476,2881,富邦金,4.87,107,8.06,0.78,108/4
478,2883,開發金,6.68,108,10.20,0.70,108/4
480,2885,元大金,6.27,108,9.57,0.84,108/4
481,2886,兆豐金,5.68,108,14.06,1.26,108/4
