,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.99,108,10.44,1.26,109/1
1,1102,亞泥,6.83,108,8.47,1.01,108/4
2,1103,嘉泥,6.01,108,8.28,0.47,108/4
3,1104,環泥,5.68,108,11.21,0.66,109/1
5,1109,信大,6.21,108,6.28,0.89,108/4
7,1201,味全,5.88,108,8.46,1.65,108/4
9,1210,大成,5.19,108,14.50,1.82,108/4
20,1231,聯華食,5.07,108,13.80,1.99,108/4
29,1304,台聚,4.15,108,10.13,0.69,108/4
30,1305,華夏,5.56,108,14.75,1.15,108/4
32,1308,亞聚,6.51,108,11.42,0.92,108/4
33,1309,台達化,5.77,108,8.74,0.81,108/4
38,1315,達新,7.52,108,13.30,1.11,108/4
39,1316,上曜,16.02,107,-1,1.19,109/1
40,1319,東陽,5.00,108,11.46,0.96,109/1
42,1323,永裕,4.78,108,10.09,1.56,109/1
48,1339,昭輝,4.99,108,7.88,0.85,108/4
49,1340,勝悅-1KY,11.94,107,-1,0.27,109/1
51,1402,遠東新,5.64,108,13.23,0.70,108/4
52,1409,新纖,4.95,108,10.00,0.60,108/4
56,1416,廣豐,10.53,107,-1,0.54,108/4
57,1417,嘉裕,6.27,108,5.02,0.53,109/1
62,1434,福懋,7.37,108,11.15,1.00,109/1
65,1437,勤益控,5.41,108,5.27,0.66,109/1
67,1439,中和,14.25,108,3.36,1.15,108/4
69,1441,大東,45.71,107,-1,0.66,108/4
83,1457,宜進,8.13,108,11.94,0.66,108/4
88,1465,偉全,9.68,108,4.84,0.84,108/4
106,1514,亞力,5.88,108,13.25,1.34,109/1
112,1522,堤維西,5.91,108,13.47,1.11,109/1
113,1524,耿鼎,4.65,108,10.89,0.67,109/1
114,1525,江申,4.55,108,11.13,0.79,108/4
115,1526,日馳,4.08,108,12.48,1.15,109/1
119,1530,亞崴,4.69,108,7.87,0.97,109/1
130,1558,伸興,6.62,108,11.30,1.66,109/1
133,1582,信錦,5.39,108,11.55,1.86,109/1
134,1583,程泰,4.89,108,13.71,1.43,109/1
141,1604,聲寶,7.56,108,9.73,1.14,109/1
143,1608,華榮,7.12,108,-1,0.68,109/1
145,1611,中電,8.96,108,6.29,0.99,108/4
148,1615,大山,8.70,108,10.55,1.42,108/4
154,1702,南僑,4.46,108,11.49,1.82,108/4
164,1718,中纖,11.74,107,-1,0.37,108/4
195,1817,凱撒衛,5.73,108,12.41,1.25,109/1
198,1904,正隆,5.48,108,10.53,1.02,108/4
199,1905,華紙,4.74,107,-1,0.54,108/4
201,1907,永豐餘,5.49,108,9.24,0.54,108/4
204,2006,東和鋼鐵,5.81,108,13.68,0.95,109/1
213,2017,官田鋼,5.90,107,-1,0.60,108/4
214,2020,美亞,10.45,108,9.03,1.26,108/4
238,2107,厚生,4.46,108,11.66,0.58,108/4
242,2115,六暉-1KY,6.94,108,14.73,1.48,109/1
244,2204,中華,5.70,107,-1,0.43,108/4
245,2206,三陽工業,5.04,108,7.32,1.16,108/4
249,2228,劍麟,5.68,108,11.11,1.69,109/1
251,2233,宇隆,5.43,108,11.99,1.40,108/4
255,2301,光寶科,6.83,108,11.48,1.65,109/1
264,2317,鴻海,5.33,108,9.47,0.88,108/4
267,2324,仁寶,6.32,108,11.88,0.78,108/4
269,2328,廣宇,5.31,108,10.47,0.93,109/1
276,2340,台亞,4.61,108,13.40,1.18,109/1
280,2347,聯強,6.34,108,9.86,1.52,109/1
284,2352,佳世達,4.49,108,11.28,0.98,109/1
286,2354,鴻準,5.63,107,11.27,0.74,108/4
287,2355,敬鵬,4.17,108,14.81,0.61,109/1
288,2356,英業達,5.53,108,12.30,1.57,109/1
289,2357,華碩,6.95,108,12.33,0.85,108/4
291,2359,所羅門,4.19,108,10.27,0.72,108/4
294,2363,矽統,15.25,108,-1,0.95,109/1
296,2365,昆盈,5.04,108,11.34,0.60,109/1
314,2392,正崴,6.59,108,9.63,0.83,109/1
325,2409,友達,6.39,107,-1,0.44,109/1
328,2414,精技,6.28,108,12.58,1.40,109/1
332,2420,新巨,5.87,108,11.43,1.63,109/1
334,2423,固緯,6.26,108,11.14,1.48,108/4
339,2428,興勤,4.77,108,10.58,1.72,109/1
341,2430,燦坤,5.92,108,12.25,0.59,109/1
343,2433,互盛電,7.21,108,12.43,1.82,108/4
349,2441,超豐,5.12,108,12.18,1.49,109/1
350,2442,新美齊,18.88,107,11.27,0.62,108/4
354,2449,京元電子,4.92,108,12.58,1.67,109/1
357,2453,凌群,5.88,108,13.18,0.95,108/4
363,2459,敦吉,7.43,108,9.54,1.04,109/1
367,2464,盟立,6.67,108,12.02,1.75,109/1
370,2467,志聖,8.56,108,14.11,1.79,109/1
372,2471,資通,6.48,108,13.19,1.38,109/1
374,2474,可成,5.01,107,13.61,1.21,109/1
376,2477,美隆電,7.36,108,10.26,1.33,108/4
381,2483,百容,5.09,108,13.37,0.93,109/1
385,2488,漢平,8.13,108,11.27,1.11,109/1
389,2493,揚博,7.35,108,13.65,1.78,109/1
390,2495,普安,5.24,108,-1,0.79,109/1
403,2520,冠德,5.68,108,10.15,1.03,108/4
405,2527,宏璟,9.11,108,6.95,0.64,108/4
409,2535,達欣工,6.57,108,10.80,0.91,109/1
410,2536,宏普,5.06,108,12.95,0.66,108/4
412,2538,基泰,5.08,108,-1,0.64,109/1
418,2546,根基,7.89,108,10.03,1.47,108/4
420,2548,華固,8.20,108,7.92,1.50,109/1
422,2601,益航,13.01,108,4.48,0.69,108/4
430,2611,志信,6.74,107,-1,0.44,108/4
434,2615,萬海,5.02,108,13.52,0.98,109/1
435,2616,山隆,6.03,108,13.45,0.98,109/1
436,2617,台航,5.23,108,10.63,0.62,108/4
441,2636,台驊投控,5.79,108,11.06,1.09,109/1
442,2637,慧洋-1KY,6.20,108,10.04,0.57,109/1
445,2702,華園,6.37,107,-1,1.34,109/1
458,2809,京城銀,4.59,108,14.84,1.01,109/1
459,2812,台中銀,7.02,108,9.83,0.82,108/4
460,2816,旺旺保,6.88,108,6.08,0.79,108/4
462,2823,中壽,5.88,108,5.96,0.93,109/1
463,2832,台產,5.08,108,11.39,0.84,109/1
464,2834,臺企銀,6.54,108,11.38,0.80,108/4
465,2836,高雄銀,5.40,108,12.60,0.67,109/1
466,2838,聯邦銀,7.41,108,9.91,0.59,108/4
468,2845,遠東銀,6.88,108,9.95,0.76,108/4
469,2849,安泰銀,6.92,107,13.63,0.84,108/4
470,2850,新產,5.03,108,7.85,1.00,109/1
471,2851,中再保,4.74,108,9.60,0.92,109/1
475,2880,華南金,5.83,108,14.66,1.24,108/4
476,2881,富邦金,4.88,108,8.05,0.77,108/4
477,2882,國泰金,5.06,108,9.26,0.75,108/4
478,2883,開發金,6.64,108,10.27,0.70,108/4
480,2885,元大金,6.31,108,9.51,0.84,108/4
481,2886,兆豐金,5.61,108,14.23,1.27,108/4
482,2887,台新金,6.43,108,9.88,0.80,108/4
483,2888,新光金,4.83,108,6.32,0.54,108/4
484,2889,國票金,7.29,108,12.23,0.90,108/4
485,2890,永豐金,5.93,108,10.63,0.90,108/4
486,2891,中信金,5.05,108,9.25,1.04,108/4
487,2892,第一金,6.15,108,14.16,1.25,108/4
491,2904,匯僑,6.93,108,12.21,1.65,108/4
492,2905,三商,9.32,108,4.78,0.93,108/4
499,2915,潤泰全,7.46,108,4.09,0.49,108/4
500,2923,鼎固-1KY,8.68,108,5.44,0.82,108/4
506,3004,豐達科,4.87,108,8.29,1.56,109/1
507,3005,神基,5.91,108,12.99,1.85,108/4
510,3010,華立,6.04,108,8.92,1.10,108/4
527,3029,零壹,6.05,108,11.52,1.65,109/1
529,3031,佰鴻,5.41,108,12.33,1.00,109/1
530,3032,偉訓,6.98,108,11.46,1.45,108/4
534,3036,文曄,7.10,108,8.38,1.03,109/1
536,3038,全台,6.28,108,11.04,1.50,108/4
541,3044,健鼎,6.36,108,10.09,1.72,109/1
545,3048,益登,5.57,108,9.02,1.12,109/1
547,3050,鈺德,4.85,108,13.73,0.65,108/4
549,3052,夆典,4.63,108,12.41,0.76,108/4
552,3056,總太,9.43,108,8.78,1.32,109/1
565,3209,全科,6.50,108,10.93,1.32,109/1
567,3231,緯創,7.26,108,11.53,1.06,108/4
571,3305,昇貿,5.00,108,13.99,0.67,108/4
574,3312,弘憶股,7.74,108,11.83,1.30,108/4
593,3501,維熹,6.65,108,10.25,0.97,109/1
597,3528,安馳,6.53,108,13.83,1.72,108/4
603,3543,州巧,4.49,108,14.47,0.45,109/1
615,3607,谷崧,4.03,107,-1,0.48,108/4
616,3617,碩天,6.56,108,13.04,1.48,108/4
624,3679,新至陞,6.30,108,9.07,1.00,109/1
630,3702,大聯大,6.11,108,11.44,1.16,108/4
631,3703,欣陸,4.33,108,-1,0.42,109/1
633,3705,永信,4.80,108,14.60,1.89,109/1
634,3706,神達,7.10,108,10.92,0.85,109/1
635,3708,上緯投控,4.86,108,9.43,1.48,109/1
637,3712,永崴投控,17.99,107,-1,0.56,109/1
638,4104,佳醫,6.01,108,13.66,1.01,108/4
649,4164,承業醫,5.19,108,13.32,1.04,109/1
654,4438,廣越,6.33,108,12.19,1.79,109/1
655,4439,冠星-1KY,6.11,108,10.63,1.69,109/1
658,4536,拓凱,5.33,108,11.80,1.94,108/4
659,4540,全球傳動,6.99,107,-1,1.61,109/1
662,4552,力達-1KY,5.51,108,13.24,0.72,109/1
664,4557,永新-1KY,7.33,108,12.94,1.77,109/1
665,4560,強信-1KY,8.35,108,11.06,1.90,108/4
666,4562,穎漢,8.80,107,-1,1.10,109/1
667,4564,元翎,7.01,108,13.89,1.37,109/1
668,4566,時碩工業,4.39,108,11.45,1.15,108/4
669,4571,鈞興-1KY,5.25,108,13.56,1.77,109/1
672,4581,光隆精密-1KY,7.73,108,12.56,1.56,108/4
674,4722,國精化,6.68,108,10.69,1.05,109/1
679,4755,三福化,5.52,108,12.26,1.35,109/1
682,4766,南寶,4.74,108,12.41,1.57,108/4
683,4807,日成-1KY,14.90,107,-1,1.19,109/1
687,4915,致伸,4.76,108,11.00,1.81,109/1
688,4916,事欣科,7.46,108,6.91,1.32,109/1
690,4927,泰鼎-1KY,4.85,108,14.16,1.58,108/4
694,4938,和碩,6.77,108,8.99,1.10,108/4
695,4942,嘉彰,7.34,108,8.26,0.68,109/1
708,4999,鑫禾,6.17,108,13.34,0.91,109/1
714,5243,乙盛-1KY,5.83,108,10.33,0.90,109/1
725,5469,瀚宇博,4.61,108,6.82,0.76,108/4
728,5515,建國,5.01,108,14.91,0.61,108/4
729,5519,隆大,9.15,108,7.30,0.76,109/1
731,5522,遠雄,7.78,108,14.11,0.93,109/1
735,5534,長虹,7.69,108,7.49,1.36,108/4
736,5538,東明-1KY,4.83,108,11.21,1.35,108/4
737,5607,遠雄港,4.52,108,9.06,0.94,109/1
741,5876,上海商銀,4.76,108,13.14,1.25,108/4
744,5907,大洋-1KY,9.17,108,7.77,0.53,108/4
745,6005,群益證,8.01,108,8.47,0.64,108/4
746,6024,群益期,4.94,108,13.46,1.27,109/1
747,6108,競國,6.90,108,10.45,0.98,108/4
753,6128,上福,8.32,108,12.49,1.05,109/1
757,6139,亞翔,5.84,108,11.63,0.75,108/4
768,6176,瑞儀,8.06,108,8.94,1.65,109/1
769,6177,達麗,10.45,108,12.59,1.53,109/1
771,6184,大豐電,7.12,108,12.40,1.45,109/1
772,6189,豐藝,6.75,108,12.90,1.65,108/4
774,6192,巨路,5.02,108,10.38,1.41,109/1
776,6197,佳必琪,9.26,108,13.91,1.49,109/1
777,6201,亞弘電,7.51,108,14.35,1.34,109/1
783,6214,精誠,6.31,108,10.86,1.47,108/4
785,6216,居易,6.87,108,14.86,1.51,109/1
788,6226,光鼎,4.81,108,7.05,0.78,109/1
790,6235,華孚,4.78,107,-1,1.02,108/4
791,6239,力成,4.19,108,12.97,1.87,109/1
794,6257,矽格,5.77,108,11.22,1.45,109/1
795,6269,台郡,4.67,108,10.47,1.58,109/1
800,6282,康舒,5.35,108,7.26,1.15,109/1
819,6477,安集,4.95,108,11.41,1.00,109/1
837,6641,基士德-1KY,6.60,108,11.50,1.89,109/1
843,6671,三能-1KY,8.12,108,11.88,1.39,108/4
854,8039,台虹,5.03,108,14.41,1.42,109/1
860,8103,瀚荃,4.12,108,11.33,0.79,109/1
864,8112,至上,8.33,108,9.13,1.73,109/1
866,8131,福懋科,5.82,108,12.00,1.50,109/1
