,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.70,109,12.36,1.43,110/2
1,1102,亞泥,7.64,109,8.97,1.07,110/2
2,1103,嘉泥,6.88,109,8.48,0.50,110/2
3,1104,環泥,5.35,109,10.33,0.70,110/2
5,1109,信大,6.99,109,6.48,0.93,110/2
15,1219,福壽,5.09,109,11.36,1.35,110/2
16,1220,台榮,6.69,109,11.33,1.06,110/2
33,1309,台達化,8.31,109,5.01,1.64,110/2
36,1313,聯成,4.21,109,6.44,1.14,110/2
38,1315,達新,13.22,109,-1,0.68,110/2
42,1323,永裕,4.62,109,11.55,1.43,110/2
44,1325,恆大,28.99,109,2.30,1.18,110/2
47,1338,廣華-1KY,7.80,109,8.94,0.58,110/2
52,1402,遠東新,4.60,109,14.82,0.78,110/2
53,1409,新纖,5.73,109,9.70,0.96,110/2
57,1416,廣豐,4.63,109,-1,0.57,110/2
61,1423,利華,10.59,109,3.86,0.71,110/2
84,1457,宜進,8.75,109,11.99,0.84,110/2
91,1467,南緯,4.90,109,7.19,1.06,110/2
106,1513,中興電,4.76,109,10.34,1.87,110/2
117,1527,鑽全,5.56,109,12.33,1.34,110/2
131,1558,伸興,6.64,109,8.10,1.58,110/2
134,1582,信錦,7.30,109,13.70,1.42,110/2
136,1587,吉茂,7.18,109,13.93,1.47,110/2
140,1598,岱宇,12.07,109,5.46,1.99,110/2
142,1604,聲寶,8.45,109,5.79,1.34,110/2
147,1612,宏泰,5.00,109,9.84,1.40,110/2
149,1615,大山,7.57,109,8.15,1.74,110/2
153,1626,艾美特-1KY,4.77,109,-1,0.96,110/2
154,1701,中化,4.49,109,14.74,0.90,110/2
158,1709,和益,6.08,109,10.91,1.22,110/2
161,1712,興農,5.23,109,12.94,1.50,110/2
164,1717,長興,4.17,109,12.44,1.83,110/2
165,1718,中纖,4.67,109,8.36,0.59,110/2
166,1720,生達,4.79,109,10.36,1.66,110/2
167,1721,三晃,5.22,109,-1,0.72,110/2
171,1725,元禎,4.42,109,12.47,1.09,110/2
172,1726,永記,4.90,109,12.29,1.24,110/2
175,1731,美吾華,5.42,109,14.76,1.20,110/2
185,1776,展宇,4.69,109,8.22,1.34,110/2
196,1817,凱撒衛,5.76,109,10.22,1.38,110/2
198,1904,正隆,5.31,109,8.50,1.35,110/2
201,1907,永豐餘,4.76,109,7.97,1.11,110/2
212,2015,豐興,4.65,109,13.82,1.99,110/2
214,2020,美亞,5.77,109,8.54,1.86,110/2
238,2107,厚生,6.70,109,9.07,0.65,110/2
242,2115,六暉-1KY,6.26,109,9.00,1.25,110/2
244,2204,中華,9.74,109,9.28,0.97,110/2
245,2206,三陽工業,5.07,109,10.64,1.27,110/2
257,2247,汎德永業,5.38,109,13.15,1.38,110/2
259,2301,光寶科,5.46,109,10.89,1.96,110/2
265,2313,華通,4.18,109,10.00,1.49,110/2
267,2316,楠梓電,5.67,109,11.02,0.63,110/2
270,2323,中環,8.24,109,-1,0.54,110/2
271,2324,仁寶,6.84,109,8.60,0.98,110/2
276,2331,精英,4.32,109,-1,1.26,110/2
280,2340,台亞,4.46,109,14.18,1.54,110/2
284,2347,聯強,6.50,109,8.12,1.56,110/2
288,2352,佳世達,5.32,109,5.71,1.45,110/2
289,2353,宏碁,6.30,109,7.21,1.19,110/2
293,2357,華碩,8.02,109,5.80,1.18,110/2
298,2363,矽統,6.67,109,-1,0.78,110/2
307,2376,技嘉,5.89,109,6.29,1.76,110/2
314,2387,精元,4.64,109,5.71,1.05,110/2
317,2392,正崴,6.76,109,9.69,0.80,110/2
318,2393,億光,4.86,109,11.10,1.11,110/2
331,2414,精技,4.92,109,12.36,1.93,110/2
334,2420,新巨,6.04,109,12.79,1.86,110/2
345,2433,互盛電,7.21,109,12.91,1.63,110/2
355,2449,京元電子,5.10,109,13.08,1.63,110/2
356,2450,神腦,4.78,109,14.79,1.40,110/2
358,2453,凌群,6.82,109,11.58,1.12,110/2
364,2459,敦吉,6.30,109,10.46,1.28,110/2
366,2461,光群雷,4.99,109,8.75,1.11,110/2
373,2471,資通,6.86,109,11.88,1.35,110/2
374,2472,立隆電,4.97,109,11.84,1.63,110/2
375,2474,可成,7.32,109,7.08,0.84,110/2
377,2477,美隆電,5.77,109,3.00,1.10,110/2
378,2478,大毅,5.01,109,12.03,1.36,110/2
386,2488,漢平,5.55,109,11.22,1.02,110/2
389,2492,華新科,4.03,109,8.65,1.77,110/2
390,2493,揚博,6.60,109,14.80,1.93,110/2
392,2496,卓越,9.17,109,14.59,1.24,110/2
396,2504,國產,6.38,109,10.09,1.28,110/2
397,2505,國揚,9.84,109,7.63,1.00,110/2
399,2509,全坤建,8.31,109,14.67,0.88,110/2
404,2520,冠德,8.73,109,4.30,1.12,110/2
406,2527,宏璟,4.96,109,10.20,0.76,110/2
409,2534,宏盛,4.47,109,14.70,0.79,110/2
410,2535,達欣工,8.60,109,8.37,1.18,110/2
412,2537,聯上發,4.20,109,-1,0.71,110/2
416,2542,興富發,4.48,109,8.80,1.63,110/2
418,2545,皇翔,12.21,109,4.74,0.97,110/2
419,2546,根基,7.85,109,6.78,1.38,110/2
436,2616,山隆,6.28,109,12.26,0.79,110/2
460,2809,京城銀,4.39,109,5.87,0.96,110/2
461,2812,台中銀,6.00,109,10.75,0.80,110/2
462,2816,旺旺保,4.13,109,6.01,0.70,110/2
463,2820,華票,5.42,109,11.80,0.86,110/2
466,2834,臺企銀,4.66,109,14.30,0.70,110/2
468,2838,聯邦銀,5.38,109,8.93,0.60,110/2
471,2849,安泰銀,4.63,109,13.94,0.90,110/2
472,2850,新產,4.48,109,6.78,0.94,110/2
473,2851,中再保,4.87,109,8.56,0.96,110/2
475,2855,統一證,8.72,109,5.07,1.00,110/2
478,2881,富邦金,4.07,109,6.02,1.01,110/2
479,2882,國泰金,4.43,109,6.21,0.94,110/2
482,2885,元大金,4.99,109,8.94,1.14,110/2
484,2887,台新金,5.66,109,10.32,1.05,110/2
485,2888,新光金,4.36,109,6.04,0.49,110/2
486,2889,國票金,6.29,109,11.36,1.16,110/2
487,2890,永豐金,5.07,109,10.22,0.95,110/2
488,2891,中信金,4.68,109,7.85,1.05,110/2
492,2903,遠百,4.92,109,14.80,1.02,110/2
493,2904,匯僑,7.49,109,13.02,1.68,110/2
496,2908,特力,4.52,109,13.21,1.79,110/2
501,2915,潤泰全,5.61,109,3.41,0.48,110/2
502,2923,鼎固-1KY,4.99,109,14.15,0.80,110/2
509,3005,神基,7.07,109,6.93,1.83,110/2
512,3010,華立,5.62,109,7.84,1.26,110/2
516,3015,全漢,7.98,109,10.03,0.59,110/2
522,3022,威強電,4.58,109,7.68,0.97,110/2
526,3026,禾伸堂,7.21,109,9.86,1.94,110/2
528,3028,增你強,6.75,109,8.35,1.27,110/2
532,3032,偉訓,10.13,109,8.12,1.29,110/2
