,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.92,109,12.11,1.46,110/1
1,1102,亞泥,6.96,109,9.98,1.14,110/1
2,1103,嘉泥,6.19,109,7.87,0.58,110/1
3,1104,環泥,4.71,109,10.66,0.81,110/1
5,1109,信大,5.83,109,7.36,1.14,110/1
15,1219,福壽,4.13,109,13.37,1.67,110/1
16,1220,台榮,5.80,109,13.37,1.26,110/1
38,1315,達新,11.40,109,1.72,0.78,110/1
42,1323,永裕,4.44,109,11.61,1.54,110/1
44,1325,恆大,13.27,109,3.84,1.98,110/1
47,1338,廣華-1KY,5.15,109,13.49,0.88,110/1
53,1409,新纖,5.02,109,10.05,1.15,110/1
57,1416,廣豐,4.46,109,-1,0.59,110/1
61,1423,利華,8.07,109,7.36,1.02,110/1
84,1457,宜進,7.75,109,5.71,0.92,110/1
90,1467,南緯,4.22,109,12.87,1.22,110/1
127,1539,巨庭,4.42,108,-1,0.94,110/1
130,1558,伸興,5.65,109,9.75,1.91,110/1
133,1582,信錦,6.01,109,10.74,1.72,110/1
135,1587,吉茂,6.53,109,10.46,1.65,110/1
141,1604,聲寶,8.31,109,6.01,1.40,110/1
146,1612,宏泰,4.41,109,11.53,1.55,110/1
153,1701,中化,4.03,109,12.85,1.05,110/1
157,1709,和益,5.71,109,14.00,1.35,110/1
160,1712,興農,5.79,109,9.98,1.40,110/1
162,1714,和桐,5.60,109,6.61,0.99,110/1
164,1718,中纖,4.44,109,9.45,0.63,110/1
165,1720,生達,4.44,109,11.82,1.71,110/1
166,1721,三晃,4.95,109,3.75,0.76,110/1
170,1725,元禎,4.42,109,13.56,1.15,110/1
171,1726,永記,4.60,109,13.21,1.36,110/1
174,1731,美吾華,4.95,109,14.85,1.37,110/1
195,1817,凱撒衛,5.18,109,11.63,1.57,110/1
209,2013,中鋼構,6.03,109,13.93,1.79,110/1
237,2107,厚生,5.93,109,10.04,0.74,110/1
241,2115,六暉-1KY,5.01,109,6.87,1.61,110/1
243,2204,中華,9.17,109,10.69,0.97,110/1
244,2206,三陽工業,4.21,109,12.85,1.60,110/1
256,2247,汎德永業,4.82,109,14.63,1.58,110/1
258,2301,光寶科,5.87,109,10.59,1.91,110/1
266,2316,楠梓電,4.90,109,12.59,0.74,110/1
269,2323,中環,6.83,109,9.76,0.63,110/1
270,2324,仁寶,7.19,109,8.52,0.94,110/1
283,2347,聯強,6.41,109,9.66,1.66,110/1
287,2352,佳世達,4.82,109,8.93,1.57,110/1
288,2353,宏碁,5.18,109,10.57,1.48,110/1
292,2357,華碩,6.91,109,7.88,1.29,110/1
297,2363,矽統,6.99,109,-1,0.78,110/1
317,2392,正崴,5.77,109,10.65,0.89,110/1
318,2393,億光,4.15,109,14.73,1.33,110/1
331,2414,精技,5.96,109,12.08,1.68,110/1
333,2417,圓剛,4.90,109,5.76,1.87,110/1
335,2420,新巨,6.52,109,13.21,1.80,110/1
346,2433,互盛電,6.67,109,13.88,1.78,110/1
356,2449,京元電子,4.51,109,13.95,1.76,110/1
359,2453,凌群,6.13,109,13.01,1.27,110/1
365,2459,敦吉,5.83,109,12.15,1.40,110/1
367,2461,光群雷,4.34,109,13.08,1.32,110/1
374,2471,資通,5.76,109,11.58,1.57,110/1
375,2472,立隆電,4.26,109,14.24,1.96,110/1
376,2474,可成,6.58,109,7.05,0.87,110/1
378,2477,美隆電,4.15,109,4.21,1.54,110/1
387,2488,漢平,4.90,109,10.52,1.17,110/1
396,2501,國建,5.00,109,14.08,0.94,110/1
397,2504,國產,6.00,109,10.78,1.41,110/1
398,2505,國揚,8.67,109,2.06,1.15,110/1
405,2520,冠德,8.70,109,5.38,1.22,110/1
407,2527,宏璟,5.20,109,12.63,0.76,110/1
411,2535,達欣工,7.18,109,9.10,1.49,110/1
412,2536,宏普,5.50,109,14.44,0.59,110/1
414,2538,基泰,5.01,109,-1,0.69,110/1
417,2542,興富發,4.60,109,10.02,1.69,110/1
419,2545,皇翔,10.34,109,7.75,1.22,110/1
420,2546,根基,7.49,109,7.75,1.57,110/1
422,2548,華固,8.23,109,8.35,1.50,110/1
424,2601,益航,5.68,108,-1,1.86,110/1
437,2616,山隆,5.66,109,13.37,1.01,110/1
457,2739,寒舍,4.03,108,-1,1.94,110/1
460,2809,京城銀,4.47,109,6.43,0.94,110/1
461,2812,台中銀,5.92,109,11.31,0.82,110/1
463,2820,華票,5.32,109,12.58,0.86,110/1
465,2832,台產,5.47,109,13.58,0.77,110/1
468,2838,聯邦銀,5.38,109,9.59,0.63,110/1
470,2845,遠東銀,4.88,109,12.53,0.74,110/1
472,2850,新產,4.63,109,7.04,0.96,110/1
475,2855,統一證,7.02,109,6.92,1.24,110/1
478,2881,富邦金,4.06,109,7.20,1.04,110/1
479,2882,國泰金,4.61,109,7.33,0.93,110/1
480,2883,開發金,4.15,109,8.60,0.92,110/1
482,2885,元大金,4.43,109,11.20,1.26,110/1
484,2887,台新金,6.54,109,11.04,0.95,110/1
485,2888,新光金,4.23,109,7.33,0.54,110/1
486,2889,國票金,6.06,109,11.46,1.24,110/1
487,2890,永豐金,5.09,109,10.83,0.98,110/1
488,2891,中信金,4.67,109,8.93,1.10,110/1
492,2903,遠百,4.63,109,13.05,1.04,110/1
493,2904,匯僑,6.69,109,12.01,1.92,110/1
494,2905,三商,4.41,109,10.23,0.96,110/1
496,2908,特力,4.21,109,13.30,1.97,110/1
501,2915,潤泰全,5.70,109,4.01,0.56,110/1
505,2939,凱羿-1KY,5.83,109,-1,1.48,110/1
512,3010,華立,4.81,109,9.11,1.39,110/1
516,3015,全漢,6.83,109,10.03,0.73,110/1
528,3028,增你強,6.30,109,10.51,1.40,110/1
532,3032,偉訓,7.39,109,10.28,1.81,110/1
533,3033,威健,5.45,109,10.25,1.54,110/1
536,3036,文曄,5.40,109,11.72,1.16,110/1
538,3038,全台,5.08,109,14.57,1.91,110/1
539,3040,遠見,11.38,109,8.08,1.70,110/1
543,3044,健鼎,5.38,109,10.95,1.89,110/1
547,3048,益登,8.26,109,8.98,1.96,110/1
549,3050,鈺德,4.01,109,14.66,0.94,110/1
551,3052,夆典,6.56,109,6.52,0.78,110/1
554,3056,總太,7.67,109,5.36,1.38,110/1
569,3209,全科,6.80,109,10.14,1.79,110/1
571,3231,緯創,6.76,109,11.46,1.29,110/1
578,3312,弘憶股,4.55,109,11.58,1.77,110/1
583,3376,新日興,5.88,109,13.39,1.43,110/1
597,3501,維熹,4.86,109,14.28,1.07,110/1
607,3543,州巧,4.26,109,-1,0.85,110/1
620,3617,碩天,6.19,109,14.27,1.69,110/1
628,3679,新至陞,7.81,109,8.90,1.72,110/1
633,3702,大聯大,5.37,109,12.20,1.59,110/1
634,3703,欣陸,5.63,109,12.30,0.87,110/1
642,4104,佳醫,5.97,109,14.65,1.15,110/1
652,4164,承業醫,5.40,109,14.53,0.98,110/1
654,4306,炎洲,6.44,109,5.26,1.01,110/1
656,4426,利勤,5.01,108,-1,1.35,110/1
677,4722,國精化,5.52,109,11.14,1.35,110/1
684,4766,南寶,4.49,109,14.65,1.65,110/1
687,4906,正文,6.06,109,7.28,1.09,110/1
