,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.99,108,10.21,1.32,109/3
1,1102,亞泥,6.78,108,10.36,1.04,109/3
3,1104,環泥,4.32,108,11.58,0.85,109/3
5,1109,信大,5.45,108,7.57,0.99,109/3
9,1210,大成,4.74,108,13.11,1.93,109/3
16,1220,台榮,4.86,108,12.86,0.94,109/3
30,1305,華夏,4.38,108,14.84,1.46,109/3
32,1308,亞聚,5.79,108,13.29,1.03,109/3
34,1310,台苯,5.90,108,-1,1.43,109/3
38,1315,達新,4.98,108,1.84,0.81,109/3
42,1323,永裕,4.85,108,10.19,1.43,109/3
52,1409,新纖,4.62,108,7.88,0.63,109/3
61,1432,大魯閣,22.92,108,-1,1.19,109/3
62,1434,福懋,7.84,108,14.43,1.01,109/3
64,1436,華友聯,6.38,108,8.54,1.38,109/3
82,1457,宜進,6.71,108,5.28,0.73,109/3
87,1465,偉全,11.58,108,-1,0.78,109/3
118,1530,亞崴,4.98,108,8.43,0.94,109/3
126,1539,巨庭,4.08,108,-1,1.01,109/3
127,1540,喬福,6.69,108,-1,0.97,109/3
129,1558,伸興,6.31,108,11.51,1.76,109/3
132,1582,信錦,5.19,108,10.78,1.92,109/3
140,1604,聲寶,5.61,108,5.80,1.32,109/3
142,1608,華榮,6.06,108,11.47,0.73,109/3
144,1611,中電,10.76,108,4.46,0.86,109/3
147,1615,大山,8.81,108,9.01,1.47,109/3
153,1702,南僑,4.37,108,11.52,1.88,109/3
159,1712,興農,6.31,108,11.32,1.22,109/3
170,1726,永記,4.50,108,13.97,1.36,109/3
194,1817,凱撒衛,5.26,108,10.98,1.41,109/3
202,2006,東和鋼鐵,4.29,108,13.05,1.28,109/3
210,2015,豐興,5.20,108,14.00,1.80,109/3
212,2020,美亞,10.95,108,10.18,1.26,109/3
217,2027,大成鋼,4.99,108,-1,1.35,109/3
240,2115,六暉-1KY,5.91,108,7.48,1.62,109/3
249,2233,宇隆,4.16,108,14.92,1.80,109/3
255,2301,光寶科,6.56,108,10.88,1.58,109/3
264,2317,鴻海,5.07,108,11.10,0.95,109/3
267,2324,仁寶,6.15,108,12.50,0.82,109/3
280,2347,聯強,6.00,108,9.49,1.44,109/3
286,2354,鴻準,4.85,108,13.41,0.72,109/3
288,2356,英業達,5.65,108,10.31,1.43,109/3
289,2357,華碩,5.58,108,9.64,1.01,109/3
294,2363,矽統,15.33,108,-1,0.62,109/3
314,2392,正崴,5.94,108,9.63,0.90,109/3
328,2414,精技,5.89,108,12.00,1.53,109/3
332,2420,新巨,6.02,108,11.18,1.64,109/3
341,2430,燦坤,5.29,108,12.12,0.67,109/3
343,2433,互盛電,7.50,108,12.90,1.88,109/3
349,2441,超豐,4.44,108,12.25,1.71,109/3
353,2449,京元電子,5.56,108,10.02,1.44,109/3
356,2453,凌群,5.92,108,12.07,0.93,109/3
362,2459,敦吉,6.36,108,10.56,1.15,109/3
371,2471,資通,6.41,108,10.75,1.42,109/3
373,2474,可成,5.21,108,13.66,1.02,109/3
384,2488,漢平,7.73,108,12.45,1.19,109/3
388,2493,揚博,7.54,108,13.21,1.65,109/3
389,2495,普安,4.77,108,-1,0.88,109/3
