,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.60,109,12.68,1.53,110/1
1,1102,亞泥,6.53,109,10.37,1.18,110/1
2,1103,嘉泥,6.14,109,7.94,0.59,110/1
3,1104,環泥,4.80,109,10.46,0.79,110/1
5,1109,信大,5.79,109,7.40,1.14,110/1
15,1219,福壽,4.48,109,12.32,1.54,110/1
16,1220,台榮,5.78,109,13.41,1.26,110/1
38,1315,達新,11.46,109,1.71,0.78,110/1
42,1323,永裕,4.75,109,10.87,1.44,110/1
44,1325,恆大,18.10,109,2.82,1.45,110/1
47,1338,廣華-1KY,5.18,109,13.41,0.88,110/1
53,1409,新纖,5.43,109,9.29,1.07,110/1
57,1416,廣豐,4.81,109,-1,0.55,110/1
61,1423,利華,8.39,109,7.08,0.98,110/1
84,1457,宜進,8.31,109,5.32,0.86,110/1
91,1467,南緯,4.76,109,11.40,1.08,110/1
128,1539,巨庭,4.53,108,-1,0.92,110/1
131,1558,伸興,5.81,109,9.49,1.86,110/1
134,1582,信錦,6.01,109,10.74,1.72,110/1
136,1587,吉茂,6.85,109,9.97,1.57,110/1
142,1604,聲寶,8.24,109,6.06,1.41,110/1
147,1612,宏泰,5.08,109,10.00,1.35,110/1
154,1701,中化,4.24,109,12.23,1.00,110/1
158,1709,和益,5.71,109,14.00,1.35,110/1
161,1712,興農,5.64,109,10.24,1.44,110/1
163,1714,和桐,6.22,109,5.95,0.89,110/1
165,1718,中纖,4.63,109,9.08,0.60,110/1
166,1720,生達,4.49,109,11.68,1.68,110/1
167,1721,三晃,5.02,109,3.70,0.75,110/1
171,1725,元禎,4.75,109,12.63,1.07,110/1
172,1726,永記,4.59,109,13.25,1.36,110/1
175,1731,美吾華,5.05,109,14.56,1.34,110/1
196,1817,凱撒衛,5.27,109,11.43,1.54,110/1
198,1904,正隆,4.31,109,11.38,1.73,110/1
210,2013,中鋼構,6.45,109,13.03,1.68,110/1
238,2107,厚生,6.22,109,9.56,0.71,110/1
242,2115,六暉-1KY,5.04,109,6.83,1.60,110/1
244,2204,中華,10.79,109,9.09,0.83,110/1
245,2206,三陽工業,4.53,109,11.96,1.49,110/1
257,2247,汎德永業,4.87,109,14.51,1.57,110/1
259,2301,光寶科,5.79,109,10.73,1.93,110/1
267,2316,楠梓電,4.82,109,12.82,0.75,110/1
270,2323,中環,7.06,109,9.44,0.61,110/1
