,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.01,109,14.11,1.51,110/3
1,1102,亞泥,7.84,109,10.13,1.03,110/3
2,1103,嘉泥,6.83,109,7.22,0.51,110/3
3,1104,環泥,5.10,109,12.75,0.75,110/3
5,1109,信大,7.44,109,7.12,0.92,110/3
16,1220,台榮,6.43,109,13.41,1.18,110/3
30,1305,華夏,6.71,109,6.90,1.88,110/3
33,1309,台達化,8.86,109,5.85,1.75,110/3
36,1313,聯成,4.69,109,6.49,0.95,110/3
42,1323,永裕,4.58,109,11.29,1.40,110/3
44,1325,恆大,26.61,109,4.68,1.31,110/3
47,1338,廣華-1KY,6.31,109,11.30,0.75,110/3
53,1409,新纖,5.49,109,8.83,0.95,110/3
57,1416,廣豐,4.46,109,-1,0.61,110/3
61,1423,利華,9.07,109,4.53,0.91,110/3
106,1513,中興電,4.89,109,9.56,1.93,110/3
117,1527,鑽全,5.43,109,12.70,1.44,110/3
131,1558,伸興,6.60,109,11.41,1.77,110/3
136,1587,吉茂,7.62,109,14.91,1.42,110/3
140,1598,岱宇,13.83,109,6.12,1.68,110/3
142,1604,聲寶,8.38,109,6.45,1.31,110/3
147,1612,宏泰,4.50,109,13.33,1.54,110/3
149,1615,大山,7.49,109,10.34,1.93,110/3
153,1626,艾美特-1KY,4.93,109,-1,1.06,110/3
154,1701,中化,4.42,109,14.68,0.88,110/3
155,1702,南僑,4.02,109,11.18,1.44,110/3
158,1709,和益,5.35,109,11.11,1.43,110/3
161,1712,興農,4.76,109,13.51,1.59,110/3
164,1717,長興,4.03,109,12.58,1.99,110/3
165,1718,中纖,4.95,109,-1,0.56,110/3
166,1720,生達,4.26,109,10.90,1.82,110/3
171,1726,永記,4.75,109,12.75,1.32,110/3
184,1776,展宇,4.67,109,8.66,1.42,110/3
195,1817,凱撒衛,5.41,109,12.05,1.55,110/3
197,1904,正隆,5.06,109,9.22,1.48,110/3
200,1907,永豐餘,4.15,109,10.63,1.24,110/3
213,2020,美亞,5.37,109,8.89,1.97,110/3
237,2107,厚生,6.56,109,11.60,0.68,110/3
241,2115,六暉-1KY,6.16,109,9.69,1.42,110/3
243,2204,中華,11.09,109,8.67,0.84,110/3
244,2206,三陽工業,4.90,109,12.99,1.39,110/3
256,2247,汎德永業,5.23,109,13.41,1.49,110/3
270,2324,仁寶,6.63,109,7.50,0.97,110/3
275,2331,精英,4.48,109,-1,1.21,110/3
283,2347,聯強,4.98,109,6.61,1.87,110/3
287,2352,佳世達,4.96,109,6.56,1.65,110/3
288,2353,宏碁,5.02,109,8.42,1.46,110/3
291,2356,英業達,7.40,109,14.97,1.63,110/3
292,2357,華碩,6.98,109,6.54,1.28,110/3
314,2387,精元,4.45,109,7.03,1.11,110/3
318,2393,億光,4.29,109,11.64,1.28,110/3
333,2417,圓剛,6.56,109,11.30,1.39,110/3
344,2430,燦坤,4.05,109,11.47,1.28,110/3
346,2433,互盛電,7.03,109,13.37,1.82,110/3
356,2449,京元電子,4.54,109,12.75,1.68,110/3
358,2451,創見,4.13,109,13.72,1.64,110/3
359,2453,凌群,5.03,109,14.61,1.60,110/3
365,2459,敦吉,5.59,109,11.43,1.38,110/3
374,2471,資通,5.51,109,14.17,1.70,110/3
375,2472,立隆電,4.45,109,12.45,1.88,110/3
376,2474,可成,7.72,109,6.20,0.78,110/3
378,2477,美隆電,4.63,109,3.71,1.44,110/3
379,2478,大毅,4.63,109,11.49,1.52,110/3
387,2488,漢平,5.55,109,14.62,1.07,110/3
391,2493,揚博,6.56,109,14.32,1.90,110/3
397,2504,國產,5.11,109,12.44,1.68,110/3
398,2505,國揚,10.55,109,8.78,0.98,110/3
405,2520,冠德,9.04,109,4.42,1.24,110/3
407,2527,宏璟,4.49,109,5.08,0.80,110/3
410,2534,宏盛,4.12,109,13.65,0.87,110/3
411,2535,達欣工,7.78,109,8.49,1.27,110/3
414,2538,基泰,4.05,109,-1,0.92,110/3
417,2542,興富發,4.32,109,7.63,1.59,110/3
419,2545,皇翔,12.11,109,8.24,1.11,110/3
420,2546,根基,7.26,109,7.06,1.57,110/3
422,2548,華固,7.69,109,11.26,1.47,110/3
437,2616,山隆,6.04,109,11.91,0.94,110/3
461,2809,京城銀,4.44,109,5.89,0.92,110/3
462,2812,台中銀,5.75,109,11.21,0.87,110/3
463,2816,旺旺保,4.10,109,9.20,0.72,110/3
464,2820,華票,5.12,109,12.50,0.90,110/3
466,2834,臺企銀,4.49,109,14.86,0.75,110/3
468,2838,聯邦銀,4.79,109,10.12,0.72,110/3
471,2849,安泰銀,4.45,109,12.91,0.93,110/3
472,2850,新產,4.13,109,6.99,1.03,110/3
473,2851,中再保,4.55,109,9.71,1.08,110/3
475,2855,統一證,8.15,109,6.70,1.09,110/3
479,2882,國泰金,4.08,109,6.79,1.05,110/3
482,2885,元大金,4.80,109,9.23,1.16,110/3
484,2887,台新金,5.39,109,11.16,1.17,110/3
486,2889,國票金,6.31,109,11.92,1.19,110/3
487,2890,永豐金,4.39,109,11.39,1.13,110/3
488,2891,中信金,4.07,109,9.70,1.24,110/3
494,2905,三商,4.43,109,9.17,1.05,110/3
496,2908,特力,4.99,109,13.16,1.59,110/3
501,2915,潤泰全,5.20,109,3.64,0.54,110/3
510,3005,神基,6.58,109,7.52,1.90,110/3
513,3010,華立,4.06,109,10.17,1.80,110/3
517,3015,全漢,6.70,109,12.14,0.62,110/3
523,3022,威強電,4.32,109,8.54,1.05,110/3
527,3026,禾伸堂,6.72,109,9.94,1.97,110/3
529,3028,增你強,5.42,109,9.03,1.47,110/3
530,3029,零壹,7.01,109,10.78,1.98,110/3
533,3032,偉訓,9.70,109,10.72,1.50,110/3
534,3033,威健,4.09,109,9.05,1.78,110/3
537,3036,文曄,4.78,109,8.80,1.25,110/3
539,3038,全台,6.17,109,13.79,1.48,110/3
544,3044,健鼎,5.93,109,10.57,1.78,110/3
548,3048,益登,8.99,109,7.52,1.98,110/3
555,3056,總太,10.92,109,5.69,1.71,110/3
570,3209,全科,6.86,109,8.17,1.67,110/3
572,3231,緯創,7.53,109,11.19,1.21,110/3
579,3312,弘憶股,4.12,109,7.72,1.85,110/3
584,3376,新日興,7.43,109,13.08,1.19,110/3
608,3543,州巧,4.62,109,9.70,0.80,110/3
627,3669,圓展,8.22,109,6.91,1.97,110/3
629,3679,新至陞,11.22,109,8.80,1.34,110/3
634,3702,大聯大,5.97,109,8.96,1.43,110/3
635,3703,欣陸,5.60,109,14.71,0.87,110/3
643,4104,佳醫,6.13,109,13.96,1.07,110/3
659,4439,冠星-1KY,4.80,109,11.21,1.72,110/3
679,4722,國精化,4.60,109,11.43,1.61,110/3
692,4915,致伸,5.20,109,12.10,1.92,110/3
696,4930,燦星網,14.08,109,7.29,0.92,110/3
698,4935,茂林-1KY,6.79,109,7.61,1.43,110/3
699,4938,和碩,6.51,109,10.55,1.16,110/3
700,4942,嘉彰,4.95,109,7.81,0.93,110/3
704,4958,臻鼎-1KY,4.43,109,10.54,1.23,110/3
713,4999,鑫禾,7.35,109,11.69,0.89,110/3
716,5215,科嘉-1KY,10.11,109,7.13,1.58,110/3
724,5284,jpp-1KY,4.74,109,13.01,1.21,110/3
729,5469,瀚宇博,4.82,109,6.35,0.90,110/3
732,5515,建國,5.71,109,7.73,0.77,110/3
733,5519,隆大,8.47,109,9.44,1.09,110/3
734,5521,工信,13.45,109,-1,0.78,110/3
735,5522,遠雄,7.20,109,10.16,1.18,110/3
741,5546,永固-1KY,9.98,109,12.86,1.61,110/3
750,6005,群益證,6.57,109,6.95,0.97,110/3
753,6112,聚碩,6.33,109,12.82,1.78,110/3
771,6176,瑞儀,7.96,109,8.52,1.58,110/3
774,6184,大豐電,6.79,109,14.17,1.57,110/3
775,6189,豐藝,6.50,109,10.46,1.78,110/3
777,6192,巨路,4.62,109,9.56,1.44,110/3
780,6201,亞弘電,6.82,109,11.86,1.59,110/3
786,6214,精誠,5.92,109,14.83,1.56,110/3
794,6239,力成,5.07,109,9.42,1.58,110/3
797,6257,矽格,4.87,109,10.26,1.85,110/3
798,6269,台郡,4.92,109,12.04,1.51,110/3
820,6451,訊芯-1KY,4.44,109,14.18,1.59,110/3
838,6591,動力-1KY,4.54,109,8.15,1.34,110/3
843,6641,基士德-1KY,7.46,109,9.54,1.58,110/3
849,6671,三能-1KY,6.22,109,12.90,1.80,110/3
860,6776,展碁國際,4.67,109,12.64,1.98,110/3
870,8039,台虹,5.30,109,11.95,1.32,110/3
880,8112,至上,6.29,109,7.52,1.94,110/3
882,8131,福懋科,5.91,109,11.88,1.45,110/3
883,8150,南茂,4.48,109,8.25,1.56,110/3
884,8163,達方,5.05,109,12.74,1.51,110/3
887,8213,志超,7.28,109,7.95,0.99,110/3
890,8249,菱光,5.16,109,14.08,0.87,110/3
892,8271,宇瞻,4.20,109,10.63,1.62,110/3
922,9905,大華,5.68,109,13.61,1.10,110/3
934,9924,福興,6.33,109,11.45,1.32,110/3
939,9929,秋雨,4.21,109,-1,0.96,110/3
