,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.90,109,12.13,1.46,110/1
1,1102,亞泥,7.09,109,9.80,1.12,110/1
2,1103,嘉泥,6.41,109,7.61,0.56,110/1
3,1104,環泥,4.87,109,10.32,0.78,110/1
5,1109,信大,5.77,109,7.43,1.15,110/1
15,1219,福壽,4.38,109,12.62,1.58,110/1
16,1220,台榮,6.21,109,12.48,1.17,110/1
19,1229,聯華,5.64,109,14.77,1.89,110/1
30,1305,華夏,6.75,109,8.78,1.78,110/1
32,1308,亞聚,4.76,109,11.31,1.31,110/1
38,1315,達新,11.35,109,1.73,0.78,110/1
42,1323,永裕,4.73,109,10.90,1.44,110/1
44,1325,恆大,13.20,109,3.86,1.99,110/1
47,1338,廣華-1KY,5.65,109,12.30,0.81,110/1
53,1409,新纖,5.18,109,9.75,1.12,110/1
57,1416,廣豐,4.55,109,-1,0.58,110/1
61,1423,利華,8.53,109,6.96,0.96,110/1
68,1439,中和,20.79,108,-1,0.96,110/1
84,1457,宜進,8.15,109,5.43,0.87,110/1
128,1539,巨庭,4.48,108,-1,0.93,110/1
131,1558,伸興,5.78,109,9.55,1.87,110/1
134,1582,信錦,5.98,109,10.79,1.73,110/1
136,1587,吉茂,7.31,109,9.33,1.47,110/1
143,1604,聲寶,8.67,109,5.76,1.34,110/1
148,1612,宏泰,4.97,109,10.23,1.38,110/1
155,1701,中化,4.33,109,11.97,0.98,110/1
159,1709,和益,6.76,109,11.83,1.14,110/1
162,1712,興農,6.00,109,9.62,1.35,110/1
164,1714,和桐,6.22,109,5.95,0.89,110/1
166,1718,中纖,5.00,109,8.40,0.56,110/1
167,1720,生達,4.71,109,11.15,1.61,110/1
168,1721,三晃,5.17,109,3.60,0.73,110/1
172,1725,元禎,5.13,109,11.69,0.99,110/1
173,1726,永記,4.74,109,12.81,1.32,110/1
176,1731,美吾華,4.91,109,14.96,1.38,110/1
197,1817,凱撒衛,5.59,109,10.78,1.46,110/1
199,1904,正隆,4.33,109,11.34,1.73,110/1
202,1907,永豐餘,4.18,109,9.73,1.31,110/1
211,2013,中鋼構,6.78,109,12.40,1.59,110/1
215,2020,美亞,5.49,109,9.49,1.96,110/1
239,2107,厚生,6.33,109,9.40,0.70,110/1
243,2115,六暉-1KY,5.40,109,6.37,1.49,110/1
245,2204,中華,10.29,109,9.52,0.87,110/1
246,2206,三陽工業,4.62,109,11.73,1.46,110/1
258,2247,汎德永業,4.97,109,14.22,1.54,110/1
265,2313,華通,4.03,109,9.49,1.48,110/1
267,2316,楠梓電,5.21,109,11.85,0.69,110/1
270,2323,中環,6.93,109,9.62,0.62,110/1
271,2324,仁寶,6.87,109,8.93,0.99,110/1
280,2340,台亞,5.41,109,13.60,1.31,110/1
284,2347,聯強,5.54,109,11.18,1.92,110/1
288,2352,佳世達,4.98,109,8.64,1.52,110/1
289,2353,宏碁,4.67,109,11.73,1.65,110/1
293,2357,華碩,6.54,109,8.33,1.36,110/1
298,2363,矽統,7.71,109,-1,0.71,110/1
318,2392,正崴,6.29,109,9.77,0.82,110/1
319,2393,億光,4.97,109,12.30,1.11,110/1
332,2414,精技,6.24,109,11.54,1.60,110/1
336,2420,新巨,7.01,109,12.30,1.67,110/1
345,2430,燦坤,5.63,109,12.08,0.93,110/1
347,2433,互盛電,6.94,109,13.34,1.71,110/1
357,2449,京元電子,4.76,109,13.21,1.67,110/1
360,2453,凌群,5.85,109,13.64,1.33,110/1
366,2459,敦吉,6.18,109,11.46,1.32,110/1
368,2461,光群雷,4.56,109,12.46,1.26,110/1
375,2471,資通,5.69,109,11.71,1.59,110/1
376,2472,立隆電,4.78,109,12.67,1.75,110/1
377,2474,可成,6.58,109,7.05,0.87,110/1
