,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.99,108,10.44,1.26,109/1
1,1102,亞泥,6.83,108,9.67,1.04,109/1
2,1103,嘉泥,6.21,108,10.81,0.49,109/1
3,1104,環泥,5.65,108,11.27,0.66,109/1
5,1109,信大,6.36,108,6.38,0.86,109/1
16,1220,台榮,5.69,108,14.07,0.81,109/1
20,1231,聯華食,5.06,108,14.16,1.94,109/1
29,1304,台聚,4.10,108,10.52,0.71,109/1
30,1305,華夏,5.21,108,13.15,1.18,109/1
32,1308,亞聚,6.21,108,11.80,1.00,109/1
33,1309,台達化,4.88,108,11.83,0.94,109/1
38,1315,達新,6.77,108,14.69,1.33,109/1
39,1316,上曜,16.95,107,-1,1.13,109/1
40,1319,東陽,4.80,108,11.94,1.00,109/1
42,1323,永裕,4.82,108,10.00,1.55,109/1
48,1339,昭輝,4.65,108,9.43,0.90,109/1
49,1340,勝悅-1KY,11.54,107,-1,0.28,109/1
51,1402,遠東新,5.43,108,14.45,0.72,109/1
52,1409,新纖,5.05,108,11.24,0.63,109/1
56,1416,廣豐,10.81,107,-1,0.53,109/1
57,1417,嘉裕,6.31,108,4.98,0.52,109/1
62,1434,福懋,7.36,108,11.17,1.00,109/1
65,1437,勤益控,5.37,108,5.31,0.66,109/1
67,1439,中和,14.58,108,3.28,1.13,109/1
69,1441,大東,47.55,107,-1,0.71,109/1
72,1444,力麗,5.79,107,-1,0.68,109/1
83,1457,宜進,8.40,108,-1,0.65,109/1
88,1465,偉全,9.90,108,-1,0.82,109/1
106,1514,亞力,5.85,108,13.31,1.35,109/1
112,1522,堤維西,5.98,108,13.30,1.10,109/1
113,1524,耿鼎,4.49,108,11.27,0.70,109/1
119,1530,亞崴,4.70,108,7.86,0.97,109/1
130,1558,伸興,6.69,108,11.17,1.64,109/1
133,1582,信錦,5.51,108,11.30,1.82,109/1
134,1583,程泰,5.03,108,13.33,1.39,109/1
141,1604,聲寶,7.63,108,9.63,1.13,109/1
143,1608,華榮,7.18,108,-1,0.67,109/1
145,1611,中電,9.06,108,6.46,0.99,109/1
148,1615,大山,9.17,108,10.23,1.36,109/1
164,1718,中纖,11.72,107,-1,0.39,109/1
195,1817,凱撒衛,5.60,108,12.70,1.28,109/1
