,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
3,1104,環泥,6.36,105,9.83,0.94,106/2
8,1203,味王,4.20,105,12.93,1.31,106/2
9,1210,大成,4.70,105,11.39,1.50,106/2
19,1229,聯華,6.93,105,12.02,1.22,106/2
20,1231,聯華食,6.49,105,12.60,1.81,106/2
29,1303,南亞,5.87,105,11.05,1.90,106/2
32,1307,三芳,6.18,105,11.87,1.73,106/2
33,1308,亞聚,4.60,105,14.17,1.04,106/2
35,1310,台苯,10.45,105,8.45,1.64,106/2
37,1313,聯成,5.12,105,14.43,1.01,106/2
43,1323,永裕,5.41,105,11.71,1.81,106/2
46,1326,台化,5.88,105,12.64,1.79,106/2
49,1339,昭輝,4.70,105,10.64,1.06,106/2
50,1340,勝悅-1KY,4.50,105,7.26,0.94,106/2
62,1434,福懋,4.82,105,9.51,0.81,106/2
70,1442,名軒,10.34,105,6.25,0.96,106/2
78,1452,宏益,4.81,105,14.10,1.40,106/2
86,1463,強盛,12.62,105,4.46,1.86,106/2
97,1474,弘裕,5.19,105,14.09,0.83,106/2
113,1522,堤維西,5.80,105,11.20,1.77,106/2
114,1524,耿鼎,4.17,105,12.90,1.04,106/2
122,1532,勤美,5.52,105,11.71,1.04,106/2
128,1539,巨庭,5.49,105,12.70,1.36,106/2
131,1558,伸興,7.17,105,11.94,1.95,106/2
136,1589,永冠-1KY,4.03,105,14.68,1.03,106/2
138,1592,英瑞-1KY,6.20,105,10.47,1.19,106/2
142,1605,華新,4.67,105,12.10,0.79,106/2
148,1615,大山,5.21,105,12.86,1.07,106/2
155,1704,榮化,7.14,105,9.42,1.42,106/2
158,1709,和益,8.18,105,11.25,1.24,106/2
161,1712,興農,5.66,105,10.99,1.06,106/2
172,1725,元禎,5.54,105,13.02,0.96,106/2
173,1726,永記,5.00,105,13.54,1.63,106/2
200,1906,寶隆,4.07,105,4.86,0.70,106/2
209,2012,春雨,5.42,105,11.94,1.09,106/2
212,2015,豐興,5.71,105,14.19,1.89,106/2
214,2020,美亞,5.69,105,8.31,1.04,106/2
216,2023,燁輝,8.20,105,9.04,0.76,106/2
217,2024,志聯,6.54,105,8.05,0.79,106/2
219,2027,大成鋼,4.31,105,14.72,1.40,106/2
221,2029,盛餘,6.73,105,9.19,1.33,106/2
223,2031,新光鋼,6.11,105,9.78,1.60,106/2
226,2034,允強,6.77,105,12.43,1.51,106/2
231,2069,運錩,6.68,105,11.98,1.27,106/2
235,2104,國際中橡,4.55,105,11.60,1.40,106/2
243,2204,中華,5.86,105,10.92,0.77,106/2
252,2301,光寶科,6.61,105,10.81,1.45,106/2
274,2340,台亞,5.67,105,14.09,1.51,106/2
282,2352,佳世達,5.57,105,8.29,1.63,106/2
285,2355,敬鵬,5.54,105,11.42,1.49,106/2
287,2357,華碩,6.69,105,11.38,1.09,106/2
302,2376,技嘉,6.56,105,11.56,1.14,106/2
313,2393,億光,6.45,105,12.77,1.23,106/2
323,2409,友達,4.29,105,3.78,0.65,106/2
326,2414,精技,6.63,105,13.24,1.29,106/2
329,2419,仲琦,7.71,105,13.11,1.67,106/2
330,2420,新巨,8.62,105,10.98,1.98,106/2
332,2423,固緯,4.55,105,12.45,1.83,106/2
339,2430,燦坤,8.18,105,13.36,0.89,106/2
341,2433,互盛電,6.39,105,11.67,1.73,106/2
347,2441,超豐,5.52,105,12.00,1.99,106/2
352,2449,京元電子,5.67,105,13.93,1.63,106/2
361,2459,敦吉,6.28,105,10.22,1.07,106/2
363,2461,光群雷,5.13,105,10.88,0.92,106/2
370,2471,資通,8.45,105,10.50,1.10,106/2
374,2476,鉅祥,6.56,105,11.72,1.12,106/2
377,2480,敦陽科,5.92,105,14.96,1.80,106/2
378,2481,強茂,4.28,105,13.90,1.31,106/2
381,2484,希華,5.96,105,14.93,1.15,106/2
384,2488,漢平,8.88,105,9.25,1.77,106/2
385,2489,瑞軒,9.91,105,-1,1.16,106/2
387,2493,揚博,8.88,105,10.75,1.37,106/2
393,2501,國建,9.09,105,7.43,0.87,106/2
397,2509,全坤建,6.59,105,-1,0.90,106/2
398,2511,太子,8.77,105,11.18,0.80,106/2
406,2530,華建,5.93,105,-1,1.11,106/2
407,2534,宏盛,4.38,105,6.40,1.28,106/2
408,2535,達欣工,8.98,105,6.80,0.77,106/2
409,2536,宏普,9.86,105,-1,0.65,106/2
410,2537,聯上發,9.36,105,-1,0.61,106/2
411,2538,基泰,9.95,105,-1,0.59,106/2
412,2539,櫻花建,9.56,105,7.79,1.80,106/2
414,2542,興富發,11.48,105,13.96,1.69,106/2
