,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1,1102,亞泥,7.19,109,11.03,1.12,110/3
3,1104,環泥,5.21,109,12.49,0.73,110/3
5,1109,信大,7.39,109,7.17,0.93,110/3
30,1305,華夏,6.48,109,8.35,1.85,110/4
33,1309,台達化,8.80,109,6.99,1.69,110/4
36,1313,聯成,5.45,109,11.19,0.80,110/4
42,1323,永裕,4.47,109,11.66,1.39,110/4
44,1325,恆大,26.76,109,4.65,1.30,110/3
47,1338,廣華-1KY,6.18,109,11.53,0.77,110/3
53,1409,新纖,5.25,109,8.69,0.94,110/4
108,1515,力山,7.83,109,7.92,1.97,110/4
117,1527,鑽全,5.65,109,12.34,1.35,110/4
130,1541,錩泰,6.91,109,11.42,1.93,110/4
140,1598,岱宇,16.33,109,5.19,1.42,110/3
142,1604,聲寶,7.78,109,6.94,1.41,110/3
149,1615,大山,7.15,109,10.26,1.88,110/4
153,1626,艾美特-1KY,5.06,109,-1,1.04,110/4
154,1701,中化,4.50,109,14.42,0.87,110/3
155,1702,南僑,4.11,109,11.26,1.33,110/4
158,1709,和益,4.08,109,14.55,1.88,110/3
163,1714,和桐,6.70,109,14.51,0.83,110/4
164,1717,長興,4.10,109,12.80,1.87,110/4
165,1718,中纖,5.42,109,-1,0.53,110/4
166,1720,生達,4.17,109,10.91,1.78,110/4
171,1726,永記,4.81,109,13.36,1.28,110/4
176,1733,五鼎,4.30,109,12.55,1.45,110/4
185,1776,展宇,4.52,109,10.89,1.48,110/4
196,1817,凱撒衛,5.58,109,11.68,1.45,110/4
198,1904,正隆,5.23,109,9.61,1.40,110/4
201,1907,永豐餘,4.42,109,10.83,1.10,110/4
226,2034,允強,4.12,109,12.70,1.70,110/4
238,2107,厚生,6.68,109,9.89,0.64,110/4
239,2108,南帝,6.11,109,4.39,1.99,110/4
242,2115,六暉-1KY,6.44,109,9.66,1.31,110/4
244,2204,中華,11.48,109,8.38,0.81,110/3
245,2206,三陽工業,4.55,109,13.98,1.50,110/3
257,2247,汎德永業,5.25,109,13.64,1.44,110/4
267,2316,楠梓電,4.81,109,10.61,0.74,110/4
271,2324,仁寶,5.88,109,9.38,1.06,110/4
284,2347,聯強,4.39,109,7.26,1.97,110/4
288,2352,佳世達,4.64,109,7.67,1.53,110/4
289,2353,宏碁,4.99,109,8.28,1.42,110/4
292,2356,英業達,7.37,109,13.79,1.58,110/4
293,2357,華碩,6.88,109,6.30,1.21,110/4
315,2387,精元,4.74,109,7.94,1.01,110/4
319,2393,億光,4.53,109,11.36,1.19,110/4
334,2417,圓剛,6.97,109,10.63,1.31,110/3
336,2420,新巨,5.86,109,11.39,1.96,110/4
338,2423,固緯,4.23,109,14.18,1.69,110/4
347,2433,互盛電,6.92,109,13.58,1.85,110/3
357,2449,京元電子,4.65,109,10.17,1.54,110/4
358,2450,神腦,4.50,109,14.42,1.40,110/4
359,2451,創見,4.12,109,12.54,1.60,110/4
360,2453,凌群,5.33,109,13.03,1.43,110/4
365,2459,敦吉,5.84,109,10.95,1.33,110/3
367,2461,光群雷,4.15,109,9.11,1.37,110/3
374,2471,資通,5.34,109,11.61,1.63,110/4
375,2472,立隆電,4.45,109,10.91,1.79,110/4
376,2474,可成,8.22,109,12.60,0.71,110/4
378,2477,美隆電,5.11,109,3.36,1.31,110/3
379,2478,大毅,4.99,109,9.18,1.36,110/4
390,2492,華新科,4.29,109,8.56,1.53,110/4
397,2504,國產,5.14,109,12.07,1.61,110/4
398,2505,國揚,10.78,109,8.59,0.96,110/3
