,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.01,108,10.19,1.31,109/3
1,1102,亞泥,7.10,108,9.89,1.00,109/3
3,1104,環泥,4.43,108,11.28,0.83,109/3
5,1109,信大,5.53,108,7.45,0.97,109/3
9,1210,大成,4.71,108,13.19,1.94,109/3
16,1220,台榮,4.72,108,13.23,0.97,109/3
32,1308,亞聚,5.28,108,14.58,1.13,109/3
34,1310,台苯,5.26,108,-1,1.60,109/3
38,1315,達新,5.20,108,1.76,0.78,109/3
42,1323,永裕,4.83,108,10.23,1.43,109/3
53,1409,新纖,4.30,108,8.48,0.68,109/3
62,1432,大魯閣,28.47,108,-1,0.96,109/3
63,1434,福懋,8.21,108,13.78,0.96,109/3
65,1436,華友聯,6.58,108,8.28,1.33,109/3
84,1457,宜進,6.78,108,5.23,0.72,109/3
89,1465,偉全,11.54,108,-1,0.78,109/3
120,1530,亞崴,4.87,108,8.63,0.96,109/3
128,1539,巨庭,4.03,108,-1,1.02,109/3
129,1540,喬福,6.58,108,-1,0.98,109/3
131,1558,伸興,6.33,108,11.47,1.76,109/3
134,1582,信錦,5.37,108,10.42,1.85,109/3
143,1604,聲寶,5.93,108,5.49,1.25,109/3
145,1608,華榮,4.70,108,14.79,0.94,109/3
147,1611,中電,10.04,108,4.78,0.93,109/3
150,1615,大山,8.30,108,9.56,1.56,109/3
156,1702,南僑,4.39,108,11.49,1.88,109/3
162,1712,興農,6.30,108,11.35,1.22,109/3
167,1720,生達,4.01,108,14.52,1.76,109/3
173,1726,永記,4.51,108,13.93,1.36,109/3
197,1817,凱撒衛,5.03,108,11.49,1.47,109/3
215,2020,美亞,9.66,108,11.54,1.43,109/3
243,2115,六暉-1KY,6.19,108,7.14,1.55,109/3
252,2233,宇隆,4.20,108,14.77,1.78,109/3
258,2301,光寶科,6.53,108,10.94,1.59,109/3
267,2317,鴻海,4.73,108,11.89,1.02,109/3
270,2324,仁寶,5.91,108,13.01,0.86,109/3
283,2347,聯強,5.58,108,10.20,1.55,109/3
289,2354,鴻準,4.80,108,13.57,0.73,109/3
291,2356,英業達,5.47,108,10.65,1.48,109/3
292,2357,華碩,5.62,108,9.56,1.01,109/3
297,2363,矽統,9.91,108,-1,0.95,109/3
317,2392,正崴,5.31,108,10.77,1.00,109/3
331,2414,精技,5.87,108,12.05,1.53,109/3
335,2420,新巨,6.02,108,11.18,1.64,109/3
344,2430,燦坤,5.14,108,12.47,0.69,109/3
346,2433,互盛電,7.36,108,13.13,1.91,109/3
352,2441,超豐,4.31,108,12.62,1.76,109/3
357,2449,京元電子,5.37,108,10.39,1.49,109/3
360,2453,凌群,5.46,108,13.07,1.00,109/3
366,2459,敦吉,6.62,108,10.16,1.11,109/3
375,2471,資通,5.65,108,12.21,1.61,109/3
377,2474,可成,5.01,108,14.19,1.06,109/3
388,2488,漢平,7.52,108,12.80,1.22,109/3
392,2493,揚博,7.44,108,13.39,1.67,109/3
393,2495,普安,4.98,108,-1,0.85,109/3
406,2520,冠德,4.55,108,8.19,1.24,109/3
412,2535,達欣工,5.29,108,8.95,1.08,109/3
413,2536,宏普,5.35,108,10.69,0.62,109/3
415,2538,基泰,4.95,108,-1,0.70,109/3
421,2546,根基,6.25,108,10.62,1.73,109/3
423,2548,華固,8.60,108,10.61,1.43,109/3
425,2601,益航,12.32,108,-1,0.85,109/3
436,2614,東森,5.81,108,13.13,1.56,109/3
438,2616,山隆,5.64,108,12.04,0.91,109/3
458,2739,寒舍,4.10,108,-1,1.77,109/3
462,2812,台中銀,7.44,108,10.14,0.78,109/3
463,2816,旺旺保,6.83,108,6.69,0.78,109/3
464,2820,華票,4.86,108,13.33,0.81,109/3
465,2823,中壽,5.48,108,6.31,0.64,109/3
466,2832,台產,4.96,108,10.72,0.79,109/3
467,2834,臺企銀,7.37,108,14.84,0.73,109/3
468,2836,高雄銀,4.98,108,14.24,0.69,109/3
469,2838,聯邦銀,7.58,108,10.34,0.60,109/3
471,2845,遠東銀,6.98,108,12.47,0.75,109/3
473,2850,新產,4.73,108,7.11,0.98,109/3
474,2851,中再保,4.04,108,8.78,1.04,109/3
475,2852,第一保,7.33,108,12.13,0.59,109/3
476,2855,統一證,7.10,108,9.14,0.86,109/3
479,2881,富邦金,4.46,108,7.06,0.78,109/3
480,2882,國泰金,4.88,108,8.03,0.74,109/3
481,2883,開發金,6.53,108,12.25,0.72,109/3
483,2885,元大金,5.37,108,10.40,0.96,109/3
485,2887,台新金,6.15,108,10.66,0.83,109/3
486,2888,新光金,4.64,108,7.38,0.46,109/3
487,2889,國票金,6.51,108,12.23,0.98,109/3
488,2890,永豐金,6.31,108,10.28,0.83,109/3
489,2891,中信金,5.21,108,9.41,1.03,109/3
494,2904,匯僑,6.10,108,11.97,1.87,109/3
495,2905,三商,9.95,108,11.29,0.94,109/3
502,2915,潤泰全,7.35,108,5.57,0.42,109/3
503,2923,鼎固-1KY,8.05,108,-1,0.94,109/3
504,2929,淘帝-1KY,12.76,108,-1,0.30,109/3
506,2939,凱羿-1KY,12.38,108,-1,1.69,109/3
510,3005,神基,5.92,108,11.03,1.82,109/3
513,3010,華立,4.39,108,10.05,1.45,109/3
529,3028,增你強,4.61,108,13.07,0.98,109/3
530,3029,零壹,5.18,108,10.46,1.92,109/3
537,3036,文曄,5.20,108,9.98,0.84,109/3
539,3038,全台,6.33,108,11.84,1.49,109/3
544,3044,健鼎,6.14,108,10.41,1.81,109/3
548,3048,益登,4.35,108,9.54,1.45,109/3
569,3209,全科,5.60,108,9.85,1.39,109/3
571,3231,緯創,6.80,108,9.09,1.19,109/3
578,3312,弘憶股,8.39,108,12.33,1.26,109/3
597,3501,維熹,6.12,108,12.63,1.00,109/3
601,3528,安馳,5.89,108,12.75,1.92,109/3
617,3596,智易,5.04,108,13.37,1.75,109/3
634,3702,大聯大,5.68,108,10.21,1.25,109/3
637,3705,永信,4.91,108,14.22,1.90,109/3
638,3706,神達,7.55,108,11.75,0.85,109/3
642,4104,佳醫,5.88,108,14.53,1.05,109/3
645,4119,旭富,6.38,108,9.92,1.99,109/3
652,4164,承業醫,5.23,108,14.54,1.03,109/3
656,4426,利勤,4.31,108,-1,1.52,109/3
665,4552,力達-1KY,4.99,108,14.15,0.79,109/3
677,4722,國精化,5.91,108,12.04,1.22,109/3
690,4915,致伸,5.13,108,9.78,1.66,109/3
691,4916,事欣科,8.25,108,-1,1.52,109/3
693,4927,泰鼎-1KY,4.32,108,12.73,1.85,109/3
697,4938,和碩,6.74,108,7.37,1.10,109/3
698,4942,嘉彰,6.68,108,8.48,0.75,109/3
711,4999,鑫禾,5.39,108,10.49,1.02,109/3
730,5515,建國,4.05,108,10.80,0.77,109/3
731,5519,隆大,8.91,108,9.71,0.79,109/3
733,5522,遠雄,6.71,108,13.19,1.06,109/3
737,5534,長虹,7.85,108,9.45,1.36,109/3
744,5876,上海商銀,5.18,108,12.94,1.16,109/3
748,6005,群益證,6.23,108,9.31,0.81,109/3
749,6024,群益期,5.02,108,12.66,1.28,109/3
750,6108,競國,7.90,108,-1,0.93,109/3
770,6176,瑞儀,6.99,108,11.25,1.93,109/3
773,6184,大豐電,7.07,108,12.27,1.51,109/3
774,6189,豐藝,6.51,108,12.87,1.65,109/3
776,6192,巨路,4.91,108,11.29,1.43,109/3
779,6201,亞弘電,6.66,108,14.01,1.39,109/3
785,6214,精誠,5.79,108,10.06,1.62,109/3
793,6239,力成,4.79,108,10.26,1.64,109/3
796,6257,矽格,4.92,108,10.84,1.61,109/3
797,6269,台郡,4.19,108,13.08,1.73,109/3
814,6442,光聖,4.59,108,-1,1.14,109/3
839,6641,基士德-1KY,7.22,108,11.03,1.82,109/3
840,6655,科定,4.07,108,14.57,1.53,109/3
845,6671,三能-1KY,7.64,108,10.64,1.51,109/3
852,6754,匯僑設計,6.79,108,14.78,1.46,109/3
868,8112,至上,7.94,108,9.09,1.69,109/3
870,8131,福懋科,5.95,108,11.73,1.50,109/3
871,8150,南茂,5.37,108,11.02,1.21,109/3
872,8163,達方,5.41,108,13.81,1.41,109/3
875,8213,志超,5.81,108,6.39,0.97,109/3
880,8271,宇瞻,6.60,108,11.61,1.41,109/3
895,8466,美吉吉-1KY,6.44,108,12.18,1.64,109/3
910,9905,大華,4.40,108,11.91,0.98,109/3
922,9924,福興,5.84,108,10.30,1.50,109/3
935,9939,宏全,5.20,108,10.35,1.34,109/3
941,9945,潤泰新,14.96,108,8.68,0.63,109/3
942,9946,三發地產,10.22,108,9.23,0.72,109/3
