,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.04,108,10.36,1.25,109/1
1,1102,亞泥,6.85,108,8.44,1.01,108/4
2,1103,嘉泥,6.17,108,10.87,0.49,109/1
3,1104,環泥,5.71,108,11.15,0.65,109/1
5,1109,信大,6.40,108,6.35,0.86,109/1
9,1210,大成,5.25,108,13.87,1.97,109/1
16,1220,台榮,5.71,108,14.00,0.80,109/1
20,1231,聯華食,5.10,108,14.06,1.93,109/1
29,1304,台聚,4.22,108,9.96,0.68,108/4
30,1305,華夏,5.75,108,11.92,1.07,109/1
32,1308,亞聚,6.57,108,11.32,0.91,108/4
33,1309,台達化,5.94,108,9.71,0.78,109/1
38,1315,達新,7.56,108,13.16,1.19,109/1
39,1316,上曜,17.03,107,-1,1.12,109/1
40,1319,東陽,5.10,108,11.24,0.95,109/1
42,1323,永裕,4.88,108,9.88,1.53,109/1
47,1338,廣華-1KY,7.00,108,14.58,0.68,109/1
48,1339,昭輝,5.13,108,7.67,0.83,108/4
49,1340,勝悅-1KY,12.12,107,-1,0.27,109/1
51,1402,遠東新,5.63,108,13.26,0.70,108/4
52,1409,新纖,5.05,108,9.82,0.59,108/4
56,1416,廣豐,10.53,107,-1,0.54,109/1
57,1417,嘉裕,6.44,108,4.89,0.51,109/1
62,1434,福懋,7.44,108,11.05,0.99,109/1
65,1437,勤益控,5.43,108,5.25,0.65,109/1
67,1439,中和,14.41,108,3.32,1.14,109/1
69,1441,大東,46.54,107,-1,0.65,108/4
83,1457,宜進,8.20,108,-1,0.67,109/1
87,1464,得力,7.37,108,14.96,1.42,109/1
88,1465,偉全,9.74,108,-1,0.83,109/1
106,1514,亞力,5.94,108,13.12,1.33,109/1
112,1522,堤維西,6.09,108,13.07,1.08,109/1
113,1524,耿鼎,4.62,108,10.95,0.68,109/1
115,1526,日馳,4.35,108,11.72,1.08,109/1
119,1530,亞崴,4.79,108,7.71,0.95,109/1
130,1558,伸興,6.67,108,11.21,1.65,109/1
133,1582,信錦,5.52,108,11.27,1.81,109/1
134,1583,程泰,4.90,108,13.69,1.43,109/1
141,1604,聲寶,7.63,108,9.63,1.13,109/1
143,1608,華榮,7.21,108,-1,0.67,109/1
145,1611,中電,9.13,108,6.17,0.97,108/4
148,1615,大山,8.93,108,10.52,1.40,109/1
154,1702,南僑,4.51,108,11.37,1.80,108/4
164,1718,中纖,12.18,107,-1,0.36,108/4
195,1817,凱撒衛,5.79,108,12.28,1.24,109/1
198,1904,正隆,5.58,108,8.60,0.98,109/1
199,1905,華紙,4.83,107,-1,0.53,108/4
201,1907,永豐餘,5.49,108,7.54,0.59,109/1
204,2006,東和鋼鐵,5.86,108,13.56,0.94,109/1
213,2017,官田鋼,5.98,107,-1,0.62,109/1
214,2020,美亞,10.45,108,9.03,1.26,108/4
238,2107,厚生,4.47,108,8.25,0.59,109/1
242,2115,六暉-1KY,6.92,108,14.77,1.48,109/1
243,2201,裕隆,4.01,107,-1,0.57,108/4
244,2204,中華,5.76,107,-1,0.42,108/4
245,2206,三陽工業,5.05,108,7.31,1.16,108/4
249,2228,劍麟,5.87,108,10.74,1.63,109/1
251,2233,宇隆,5.58,108,12.71,1.33,109/1
255,2301,光寶科,6.83,108,11.48,1.65,109/1
264,2317,鴻海,5.37,108,9.40,0.87,108/4
267,2324,仁寶,6.45,108,13.01,0.80,109/1
269,2328,廣宇,5.45,108,10.19,0.90,109/1
276,2340,光磊,4.67,108,13.21,1.16,109/1
280,2347,聯強,6.28,108,9.95,1.54,109/1
284,2352,佳世達,4.63,108,10.95,0.95,109/1
286,2354,鴻準,5.77,107,11.49,0.80,109/1
287,2355,敬鵬,4.34,108,14.23,0.59,109/1
288,2356,英業達,5.52,108,12.33,1.57,109/1
289,2357,華碩,6.73,108,14.26,0.92,109/1
294,2363,矽統,15.58,108,-1,0.93,109/1
296,2365,昆盈,5.11,108,11.19,0.60,109/1
314,2392,正崴,6.74,108,9.42,0.81,109/1
325,2409,友達,6.53,107,-1,0.43,109/1
328,2414,精技,6.30,108,12.53,1.40,109/1
332,2420,新巨,5.94,108,11.29,1.62,109/1
334,2423,固緯,6.37,108,11.27,1.57,109/1
339,2428,興勤,4.83,108,10.46,1.70,109/1
341,2430,燦坤,5.97,108,12.14,0.59,109/1
343,2433,互盛電,7.24,108,12.38,1.82,108/4
349,2441,超豐,5.20,108,11.99,1.47,109/1
