,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.93,109,14.27,1.52,110/3
1,1102,亞泥,7.67,109,10.34,1.05,110/3
2,1103,嘉泥,6.67,109,7.39,0.52,110/3
3,1104,環泥,5.16,109,12.60,0.74,110/3
5,1109,信大,7.08,109,7.49,0.97,110/3
16,1220,台榮,6.58,109,13.10,1.15,110/3
30,1305,華夏,6.51,109,7.11,1.93,110/3
33,1309,台達化,8.70,109,5.96,1.78,110/3
36,1313,聯成,4.51,109,6.75,0.99,110/3
42,1323,永裕,4.56,109,11.34,1.41,110/3
44,1325,恆大,30.30,109,4.11,1.15,110/3
47,1338,廣華-1KY,6.92,109,10.31,0.69,110/3
53,1409,新纖,5.54,109,8.74,0.94,110/3
57,1416,廣豐,4.52,109,-1,0.60,110/3
61,1423,利華,9.50,109,4.33,0.87,110/3
106,1513,中興電,4.82,109,9.71,1.96,110/3
117,1527,鑽全,5.50,109,12.54,1.42,110/3
131,1558,伸興,6.48,109,11.61,1.80,110/3
136,1587,吉茂,7.65,109,14.86,1.42,110/3
140,1598,岱宇,11.86,109,7.14,1.96,110/3
142,1604,聲寶,8.42,109,6.41,1.30,110/3
147,1612,宏泰,4.56,109,13.15,1.52,110/3
149,1615,大山,7.36,109,10.52,1.97,110/3
153,1626,艾美特-1KY,5.19,109,-1,1.00,110/3
154,1701,中化,4.45,109,14.58,0.88,110/3
155,1702,南僑,4.09,109,11.00,1.42,110/3
158,1709,和益,5.26,109,11.29,1.46,110/3
161,1712,興農,4.98,109,12.92,1.52,110/3
164,1717,長興,4.03,109,12.57,1.98,110/3
165,1718,中纖,4.95,109,-1,0.56,110/3
166,1720,生達,4.57,109,10.14,1.69,110/3
171,1726,永記,4.77,109,12.68,1.32,110/3
184,1776,展宇,4.39,109,9.23,1.52,110/3
195,1817,凱撒衛,5.49,109,11.87,1.53,110/3
197,1904,正隆,5.08,109,9.17,1.47,110/3
200,1907,永豐餘,4.52,109,9.76,1.14,110/3
213,2020,美亞,5.48,109,8.72,1.93,110/3
237,2107,厚生,6.44,109,11.83,0.69,110/3
241,2115,六暉-1KY,6.17,109,9.68,1.42,110/3
243,2204,中華,10.45,109,9.20,0.89,110/3
244,2206,三陽工業,4.91,109,12.96,1.39,110/3
256,2247,汎德永業,5.08,109,13.79,1.54,110/3
266,2316,楠梓電,5.15,109,10.76,0.71,110/3
270,2324,仁寶,6.75,109,7.36,0.96,110/3
275,2331,精英,4.61,109,-1,1.17,110/3
282,2347,聯強,5.66,109,5.82,1.65,110/3
286,2352,佳世達,4.82,109,6.76,1.70,110/3
287,2353,宏碁,5.51,109,7.66,1.33,110/3
291,2357,華碩,7.33,109,6.22,1.22,110/3
313,2387,精元,4.56,109,6.86,1.08,110/3
317,2393,億光,4.42,109,11.29,1.24,110/3
332,2417,圓剛,7.31,109,10.13,1.25,110/3
345,2433,互盛電,7.00,109,13.42,1.83,110/3
355,2449,京元電子,4.68,109,12.34,1.63,110/3
357,2451,創見,4.42,109,12.83,1.53,110/3
358,2453,凌群,5.93,109,12.40,1.36,110/3
364,2459,敦吉,5.55,109,11.53,1.40,110/3
366,2461,光群雷,4.22,109,8.96,1.35,110/3
373,2471,資通,5.92,109,13.20,1.59,110/3
374,2472,立隆電,4.57,109,12.15,1.83,110/3
375,2474,可成,7.32,109,6.53,0.83,110/3
377,2477,美隆電,4.96,109,3.47,1.35,110/3
378,2478,大毅,4.55,109,11.70,1.55,110/3
386,2488,漢平,5.44,109,14.89,1.09,110/3
390,2493,揚博,6.58,109,14.29,1.89,110/3
396,2504,國產,5.38,109,11.82,1.59,110/3
397,2505,國揚,9.84,109,9.41,1.05,110/3
404,2520,冠德,8.85,109,4.52,1.26,110/3
406,2527,宏璟,4.09,109,5.57,0.88,110/3
409,2534,宏盛,4.23,109,13.29,0.85,110/3
410,2535,達欣工,7.72,109,8.55,1.28,110/3
416,2542,興富發,4.27,109,7.72,1.60,110/3
418,2545,皇翔,11.90,109,8.38,1.13,110/3
419,2546,根基,7.27,109,7.04,1.57,110/3
421,2548,華固,7.42,109,11.68,1.53,110/3
436,2616,山隆,6.03,109,11.93,0.94,110/3
460,2809,京城銀,4.37,109,5.98,0.94,110/3
461,2812,台中銀,5.75,109,11.21,0.87,110/3
462,2816,旺旺保,4.06,109,9.29,0.73,110/3
463,2820,華票,5.01,109,12.76,0.92,110/3
466,2834,臺企銀,4.58,109,14.55,0.73,110/3
468,2838,聯邦銀,5.19,109,9.35,0.66,110/3
471,2849,安泰銀,4.37,109,13.15,0.95,110/3
473,2851,中再保,4.51,109,9.80,1.09,110/3
475,2855,統一證,8.24,109,6.62,1.08,110/3
478,2881,富邦金,4.05,109,6.04,1.01,110/2
479,2882,國泰金,4.17,109,6.61,1.00,110/2
482,2885,元大金,4.83,109,9.24,1.17,110/2
484,2887,台新金,5.40,109,10.81,1.11,110/2
486,2889,國票金,6.31,109,11.32,1.15,110/2
487,2890,永豐金,4.75,109,10.93,1.01,110/2
488,2891,中信金,4.37,109,8.41,1.12,110/2
494,2905,三商,4.28,109,9.49,1.08,110/3
496,2908,特力,4.42,109,14.85,1.80,110/3
501,2915,潤泰全,4.59,109,4.12,0.61,110/3
509,3005,神基,6.62,109,7.47,1.88,110/3
511,3008,大立光,4.36,109,13.75,1.98,110/3
512,3010,華立,4.94,109,8.34,1.48,110/3
516,3015,全漢,7.01,109,11.60,0.59,110/3
522,3022,威強電,4.50,109,8.19,1.01,110/3
526,3026,禾伸堂,6.69,109,9.98,1.98,110/3
528,3028,增你強,6.16,109,7.95,1.29,110/3
532,3032,偉訓,9.76,109,10.65,1.49,110/3
533,3033,威健,4.44,109,8.34,1.64,110/3
536,3036,文曄,4.97,109,8.46,1.20,110/3
538,3038,全台,6.42,109,13.26,1.42,110/3
543,3044,健鼎,6.23,109,10.06,1.70,110/3
547,3048,益登,8.96,109,7.54,1.99,110/3
554,3056,總太,10.95,109,5.68,1.70,110/3
569,3209,全科,6.84,109,8.19,1.67,110/3
571,3231,緯創,7.57,109,11.13,1.21,110/3
578,3312,弘憶股,4.27,109,7.45,1.79,110/3
583,3376,新日興,7.16,109,13.58,1.24,110/3
607,3543,州巧,4.39,109,10.21,0.85,110/3
626,3669,圓展,9.63,109,5.90,1.68,110/3
628,3679,新至陞,11.75,109,8.41,1.28,110/3
633,3702,大聯大,5.98,109,8.95,1.43,110/3
642,4104,佳醫,6.02,109,14.21,1.09,110/3
658,4439,冠星-1KY,4.61,109,11.66,1.79,110/3
678,4722,國精化,4.75,109,11.08,1.56,110/3
690,4915,致伸,5.60,109,11.24,1.79,110/3
694,4930,燦星網,13.36,109,7.68,0.97,110/3
696,4935,茂林-1KY,6.90,109,7.49,1.41,110/3
697,4938,和碩,6.56,109,10.46,1.15,110/3
698,4942,嘉彰,5.36,109,7.20,0.86,110/3
702,4958,臻鼎-1KY,4.41,109,10.59,1.24,110/3
711,4999,鑫禾,7.26,109,11.83,0.90,110/3
714,5215,科嘉-1KY,11.11,109,6.49,1.44,110/3
722,5284,jpp-1KY,4.68,109,13.17,1.23,110/3
727,5469,瀚宇博,4.67,109,6.57,0.93,110/3
730,5515,建國,5.71,109,7.73,0.77,110/3
731,5519,隆大,8.45,109,9.47,1.09,110/3
732,5521,工信,12.94,109,-1,0.81,110/3
733,5522,遠雄,6.60,109,11.09,1.29,110/3
739,5546,永固-1KY,9.50,109,13.52,1.69,110/3
748,6005,群益證,6.81,109,6.70,0.93,110/3
751,6112,聚碩,6.44,109,12.60,1.74,110/3
770,6176,瑞儀,8.19,109,8.29,1.54,110/3
773,6184,大豐電,6.88,109,13.97,1.55,110/3
774,6189,豐藝,6.57,109,10.34,1.76,110/3
776,6192,巨路,4.93,109,8.96,1.35,110/3
