,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.88,109,12.03,1.39,110/2
1,1102,亞泥,7.71,109,8.89,1.06,110/2
2,1103,嘉泥,6.91,109,8.44,0.50,110/2
3,1104,環泥,5.25,109,10.53,0.71,110/2
5,1109,信大,7.11,109,6.37,0.91,110/2
15,1219,福壽,4.76,109,12.14,1.44,110/2
16,1220,台榮,6.45,109,11.74,1.10,110/2
30,1305,華夏,6.34,109,7.30,1.99,110/3
33,1309,台達化,8.53,109,4.88,1.59,110/2
36,1313,聯成,4.49,109,6.78,1.00,110/3
38,1315,達新,12.88,109,-1,0.70,110/2
42,1323,永裕,4.52,109,11.80,1.46,110/2
44,1325,恆大,29.34,109,2.28,1.16,110/2
47,1338,廣華-1KY,7.15,109,9.97,0.66,110/3
52,1402,遠東新,4.58,109,14.87,0.78,110/2
53,1409,新纖,5.61,109,9.90,0.98,110/2
57,1416,廣豐,4.42,109,-1,0.60,110/2
61,1423,利華,9.97,109,4.10,0.76,110/2
84,1457,宜進,8.33,109,12.59,0.88,110/2
91,1467,南緯,5.11,109,6.88,1.02,110/2
106,1513,中興電,5.23,109,9.41,1.71,110/2
117,1527,鑽全,5.39,109,12.71,1.38,110/2
131,1558,伸興,6.33,109,8.49,1.66,110/2
134,1582,信錦,6.86,109,14.58,1.51,110/2
136,1587,吉茂,7.59,109,13.18,1.39,110/2
142,1604,聲寶,8.58,109,5.70,1.32,110/2
147,1612,宏泰,4.55,109,13.20,1.53,110/3
149,1615,大山,7.17,109,8.60,1.84,110/2
153,1626,艾美特-1KY,5.10,109,-1,0.90,110/2
154,1701,中化,4.47,109,14.80,0.90,110/2
155,1702,南僑,4.09,109,10.25,1.43,110/2
158,1709,和益,5.77,109,11.49,1.28,110/2
161,1712,興農,5.19,109,12.40,1.46,110/3
165,1718,中纖,4.81,109,8.13,0.58,110/2
166,1720,生達,4.55,109,10.19,1.70,110/3
171,1726,永記,4.79,109,12.63,1.31,110/3
184,1776,展宇,4.27,109,9.03,1.47,110/2
195,1817,凱撒衛,5.58,109,11.68,1.50,110/3
197,1904,正隆,5.12,109,8.81,1.40,110/2
200,1907,永豐餘,4.51,109,8.42,1.18,110/2
213,2020,美亞,5.36,109,8.90,1.97,110/3
237,2107,厚生,6.61,109,9.19,0.66,110/2
241,2115,六暉-1KY,6.10,109,9.79,1.43,110/3
243,2204,中華,10.04,109,8.99,0.94,110/2
244,2206,三陽工業,4.90,109,11.01,1.32,110/2
256,2247,汎德永業,5.21,109,13.57,1.42,110/2
266,2316,楠梓電,5.18,109,12.06,0.69,110/2
269,2323,中環,7.63,109,-1,0.58,110/2
270,2324,仁寶,6.56,109,8.97,1.02,110/2
275,2331,精英,4.22,109,-1,1.29,110/2
283,2347,聯強,5.82,109,9.06,1.74,110/2
287,2352,佳世達,4.65,109,6.53,1.66,110/2
288,2353,宏碁,5.67,109,7.45,1.29,110/3
292,2357,華碩,7.00,109,6.65,1.36,110/2
297,2363,矽統,6.30,109,-1,0.82,110/2
314,2387,精元,4.64,109,5.71,1.05,110/2
317,2392,正崴,6.48,109,10.10,0.84,110/2
318,2393,億光,4.43,109,12.18,1.21,110/2
333,2417,圓剛,7.26,109,3.96,1.25,110/2
335,2420,新巨,5.69,109,13.58,1.98,110/2
346,2433,互盛電,7.09,109,13.13,1.66,110/2
356,2449,京元電子,4.77,109,12.12,1.60,110/3
357,2450,神腦,4.57,109,14.80,1.42,110/3
358,2451,創見,4.36,109,13.01,1.55,110/3
359,2453,凌群,6.01,109,13.13,1.27,110/2
365,2459,敦吉,5.84,109,11.28,1.38,110/2
367,2461,光群雷,4.64,109,9.41,1.20,110/2
374,2471,資通,6.56,109,12.42,1.41,110/2
375,2472,立隆電,4.67,109,12.61,1.74,110/2
376,2474,可成,7.36,109,6.49,0.82,110/3
378,2477,美隆電,5.00,109,3.46,1.27,110/2
379,2478,大毅,4.75,109,12.67,1.44,110/2
387,2488,漢平,5.42,109,14.95,1.09,110/3
391,2493,揚博,6.61,109,14.23,1.88,110/3
397,2504,國產,6.00,109,10.73,1.36,110/2
398,2505,國揚,10.25,109,7.33,0.96,110/2
400,2509,全坤建,8.15,109,14.96,0.90,110/2
405,2520,冠德,8.80,109,4.55,1.27,110/3
407,2527,宏璟,4.48,109,11.28,0.84,110/2
411,2535,達欣工,7.99,109,8.26,1.23,110/3
417,2542,興富發,4.44,109,8.88,1.64,110/2
419,2545,皇翔,11.69,109,4.95,1.01,110/2
420,2546,根基,7.27,109,7.04,1.57,110/3
422,2548,華固,7.71,109,11.24,1.47,110/3
437,2616,山隆,6.24,109,12.33,0.79,110/2
461,2809,京城銀,4.39,109,5.96,0.93,110/3
462,2812,台中銀,5.77,109,11.17,0.83,110/2
463,2816,旺旺保,4.10,109,9.20,0.72,110/3
464,2820,華票,5.16,109,12.39,0.89,110/3
467,2834,臺企銀,4.64,109,14.36,0.70,110/2
469,2838,聯邦銀,5.29,109,9.08,0.61,110/2
472,2849,安泰銀,4.36,109,13.19,0.95,110/3
473,2850,新產,4.03,109,7.54,1.04,110/2
474,2851,中再保,4.59,109,9.63,1.07,110/3
476,2855,統一證,8.32,109,6.57,1.07,110/3
479,2881,富邦金,4.08,109,6.01,1.00,110/2
480,2882,國泰金,4.26,109,6.46,0.97,110/2
483,2885,元大金,4.86,109,9.18,1.17,110/2
485,2887,台新金,5.55,109,10.52,1.08,110/2
486,2888,新光金,4.07,109,6.47,0.53,110/2
487,2889,國票金,6.35,109,11.25,1.15,110/2
488,2890,永豐金,4.93,109,10.52,0.98,110/2
489,2891,中信金,4.49,109,8.18,1.09,110/2
493,2903,遠百,4.98,109,14.64,1.01,110/2
495,2905,三商,4.32,109,9.61,0.99,110/2
497,2908,特力,4.40,109,13.58,1.84,110/2
502,2915,潤泰全,4.88,109,3.92,0.56,110/2
510,3005,神基,6.61,109,7.41,1.95,110/2
512,3008,大立光,4.46,109,13.42,1.94,110/3
513,3010,華立,5.00,109,8.81,1.41,110/2
517,3015,全漢,7.06,109,11.52,0.58,110/3
523,3022,威強電,4.48,109,8.23,1.01,110/3
527,3026,禾伸堂,6.78,109,9.86,1.95,110/3
529,3028,增你強,6.51,109,8.66,1.31,110/2
533,3032,偉訓,9.69,109,8.49,1.34,110/2
534,3033,威健,4.68,109,9.28,1.67,110/2
537,3036,文曄,4.92,109,10.19,1.27,110/2
539,3038,全台,6.49,109,13.70,1.46,110/2
540,3040,遠見,14.65,109,8.80,1.29,110/2
544,3044,健鼎,6.18,109,10.14,1.71,110/3
548,3048,益登,8.85,109,7.44,1.78,110/2
552,3052,夆典,7.48,109,9.07,0.68,110/2
555,3056,總太,11.30,109,5.46,1.38,110/2
570,3209,全科,6.77,109,8.64,1.70,110/2
572,3231,緯創,7.73,109,10.90,1.18,110/3
579,3312,弘憶股,4.44,109,8.59,1.71,110/2
584,3376,新日興,6.84,109,11.62,1.20,110/2
598,3501,維熹,5.16,109,13.61,1.00,110/2
608,3543,州巧,4.39,109,10.21,0.85,110/3
621,3617,碩天,7.20,109,13.59,1.45,110/2
627,3669,圓展,9.56,109,5.94,1.70,110/3
629,3679,新至陞,11.83,109,8.35,1.27,110/3
634,3702,大聯大,5.95,109,9.83,1.49,110/2
635,3703,欣陸,5.69,109,14.47,0.86,110/3
643,4104,佳醫,6.29,109,13.59,1.04,110/3
655,4306,炎洲,7.73,109,4.03,0.76,110/2
659,4439,冠星-1KY,4.45,109,9.68,1.94,110/2
679,4722,國精化,4.47,109,11.84,1.59,110/2
686,4766,南寶,5.09,109,12.11,1.23,110/2
689,4906,正文,7.05,109,6.11,0.86,110/2
691,4915,致伸,6.00,109,10.48,1.67,110/3
695,4930,燦星網,13.62,109,7.54,0.95,110/3
697,4935,茂林-1KY,6.65,109,7.77,1.46,110/3
698,4938,和碩,6.55,109,8.47,1.17,110/2
699,4942,嘉彰,5.38,109,7.19,0.86,110/3
703,4958,臻鼎-1KY,4.41,109,12.59,1.29,110/2
712,4999,鑫禾,7.26,109,11.85,0.90,110/3
715,5215,科嘉-1KY,10.96,109,5.64,1.51,110/2
728,5469,瀚宇博,4.99,109,6.44,0.81,110/2
731,5515,建國,5.90,109,8.11,0.73,110/2
732,5519,隆大,8.78,109,7.65,0.97,110/2
733,5521,工信,13.12,109,-1,0.71,110/2
734,5522,遠雄,6.58,109,11.57,1.32,110/2
738,5534,長虹,6.76,109,12.74,1.16,110/2
740,5546,永固-1KY,9.45,109,9.95,1.47,110/2
749,6005,群益證,7.01,109,6.23,0.94,110/2
750,6024,群益期,7.41,109,13.60,1.35,110/2
752,6112,聚碩,6.49,109,12.50,1.73,110/3
771,6176,瑞儀,8.15,109,8.33,1.55,110/3
774,6184,大豐電,6.92,109,13.89,1.54,110/3
775,6189,豐藝,6.79,109,11.29,1.62,110/2
777,6192,巨路,4.78,109,9.25,1.39,110/3
779,6197,佳必琪,8.00,109,14.38,1.57,110/3
780,6201,亞弘電,7.10,109,11.39,1.53,110/3
786,6214,精誠,5.76,109,12.78,1.64,110/2
794,6239,力成,5.15,109,10.37,1.64,110/2
797,6257,矽格,4.77,109,10.49,1.89,110/3
798,6269,台郡,5.14,109,13.08,1.50,110/2
820,6451,訊芯-1KY,4.27,109,11.69,1.70,110/2
838,6591,動力-1KY,4.95,109,7.48,1.23,110/3
843,6641,基士德-1KY,7.92,109,8.74,1.42,110/2
849,6671,三能-1KY,6.32,109,11.99,1.83,110/2
856,6754,匯僑設計,6.84,109,11.84,1.46,110/2
859,6776,展碁國際,4.89,109,12.06,1.89,110/3
867,8039,台虹,5.53,109,11.44,1.26,110/3
874,8104,錸寶,6.24,109,12.44,1.52,110/2
877,8112,至上,6.93,109,7.73,1.89,110/2
879,8131,福懋科,5.97,109,11.74,1.43,110/3
880,8150,南茂,4.69,109,7.88,1.49,110/3
881,8163,達方,5.75,109,11.42,1.35,110/2
884,8213,志超,7.31,109,8.04,1.02,110/2
889,8271,宇瞻,4.51,109,9.91,1.51,110/3
919,9905,大華,5.78,109,13.38,1.08,110/3
929,9919,康那香,13.48,109,5.93,1.65,110/2
931,9924,福興,6.40,109,11.31,1.30,110/3
936,9929,秋雨,4.20,109,-1,0.92,110/2
941,9935,慶豐富,4.28,109,8.90,1.67,110/2
944,9939,宏全,5.29,109,9.50,1.54,110/2
950,9945,潤泰新,7.41,109,6.97,0.94,110/2
