,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.00,109,11.83,1.36,110/2
1,1102,亞泥,7.78,109,8.81,1.05,110/2
2,1103,嘉泥,6.97,109,8.38,0.50,110/2
3,1104,環泥,5.34,109,10.35,0.70,110/2
5,1109,信大,7.16,109,6.33,0.91,110/2
15,1219,福壽,4.76,109,12.14,1.44,110/2
16,1220,台榮,6.49,109,11.67,1.10,110/2
30,1305,華夏,6.34,109,7.30,1.98,110/2
33,1309,台達化,8.61,109,4.84,1.58,110/2
36,1313,聯成,4.34,109,6.25,1.11,110/2
38,1315,達新,12.88,109,-1,0.70,110/2
42,1323,永裕,4.59,109,11.62,1.44,110/2
44,1325,恆大,29.06,109,2.30,1.17,110/2
47,1338,廣華-1KY,7.25,109,9.61,0.63,110/2
52,1402,遠東新,4.58,109,14.87,0.78,110/2
53,1409,新纖,5.87,109,9.47,0.94,110/2
57,1416,廣豐,4.52,109,-1,0.58,110/2
61,1423,利華,10.06,109,4.07,0.75,110/2
84,1457,宜進,8.57,109,12.24,0.86,110/2
91,1467,南緯,5.09,109,6.91,1.02,110/2
106,1513,中興電,5.33,109,9.23,1.67,110/2
117,1527,鑽全,5.48,109,12.51,1.36,110/2
130,1541,錩泰,7.08,109,10.04,1.85,110/2
131,1558,伸興,6.27,109,8.58,1.67,110/2
134,1582,信錦,7.05,109,14.18,1.47,110/2
136,1587,吉茂,7.71,109,12.98,1.37,110/2
142,1604,聲寶,8.43,109,5.80,1.34,110/2
147,1612,宏泰,4.61,109,10.68,1.52,110/2
149,1615,大山,7.13,109,8.65,1.85,110/2
153,1626,艾美特-1KY,5.05,109,-1,0.91,110/2
154,1701,中化,4.52,109,14.64,0.89,110/2
155,1702,南僑,4.11,109,10.20,1.42,110/2
158,1709,和益,5.91,109,11.22,1.25,110/2
161,1712,興農,5.35,109,12.66,1.46,110/2
164,1717,長興,4.13,109,12.58,1.85,110/2
165,1718,中纖,4.98,109,7.85,0.56,110/2
166,1720,生達,4.69,109,10.58,1.70,110/2
171,1726,永記,4.79,109,12.56,1.27,110/2
184,1776,展宇,4.66,109,8.28,1.35,110/2
195,1817,凱撒衛,5.69,109,10.34,1.40,110/2
197,1904,正隆,5.25,109,8.60,1.37,110/2
200,1907,永豐餘,4.61,109,8.24,1.15,110/2
