,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.92,108,10.32,1.33,109/3
1,1102,亞泥,6.83,108,10.28,1.04,109/3
3,1104,環泥,4.47,108,11.18,0.82,109/3
5,1109,信大,5.25,108,7.85,1.02,109/3
9,1210,大成,4.75,108,13.08,1.93,109/3
16,1220,台榮,4.84,108,12.92,0.95,109/3
30,1305,華夏,4.35,108,14.94,1.47,109/3
32,1308,亞聚,5.66,108,13.60,1.05,109/3
34,1310,台苯,5.46,108,-1,1.54,109/3
38,1315,達新,5.15,108,1.78,0.78,109/3
42,1323,永裕,4.89,108,10.09,1.41,109/3
53,1409,新纖,4.42,108,8.25,0.66,109/3
62,1432,大魯閣,24.69,108,-1,1.10,109/3
63,1434,福懋,8.24,108,13.73,0.96,109/3
65,1436,華友聯,6.58,108,8.28,1.33,109/3
84,1457,宜進,6.85,108,5.18,0.72,109/3
89,1465,偉全,11.58,108,-1,0.78,109/3
120,1530,亞崴,4.96,108,8.47,0.95,109/3
128,1539,巨庭,4.08,108,-1,1.01,109/3
129,1540,喬福,6.67,108,-1,0.97,109/3
131,1558,伸興,6.20,108,11.72,1.79,109/3
134,1582,信錦,5.16,108,10.85,1.93,109/3
135,1583,程泰,5.05,108,14.89,1.39,109/3
142,1604,聲寶,5.84,108,5.57,1.27,109/3
144,1608,華榮,5.55,108,12.53,0.79,109/3
146,1611,中電,10.34,108,4.64,0.90,109/3
149,1615,大山,8.47,108,9.37,1.53,109/3
155,1702,南僑,4.43,108,11.36,1.86,109/3
161,1712,興農,6.27,108,11.40,1.23,109/3
172,1726,永記,4.46,108,14.09,1.37,109/3
196,1817,凱撒衛,5.21,108,11.10,1.42,109/3
212,2015,豐興,4.93,108,14.76,1.90,109/3
214,2020,美亞,10.22,108,10.90,1.35,109/3
242,2115,六暉-1KY,6.00,108,7.36,1.60,109/3
251,2233,宇隆,4.16,108,14.91,1.80,109/3
257,2301,光寶科,6.50,108,10.99,1.60,109/3
266,2317,鴻海,4.72,108,11.91,1.02,109/3
269,2324,仁寶,5.85,108,13.14,0.87,109/3
282,2347,聯強,5.73,108,9.92,1.51,109/3
288,2354,鴻準,4.57,108,14.24,0.77,109/3
290,2356,英業達,5.37,108,10.85,1.51,109/3
291,2357,華碩,5.30,108,10.13,1.07,109/3
296,2363,矽統,8.92,108,-1,1.06,109/3
316,2392,正崴,5.70,108,10.03,0.93,109/3
330,2414,精技,5.80,108,12.19,1.55,109/3
334,2420,新巨,5.93,108,11.36,1.66,109/3
343,2430,燦坤,5.25,108,12.21,0.68,109/3
345,2433,互盛電,7.38,108,13.10,1.91,109/3
356,2449,京元電子,4.98,108,11.19,1.61,109/3
359,2453,凌群,5.67,108,12.61,0.97,109/3
365,2459,敦吉,6.52,108,10.31,1.13,109/3
374,2471,資通,6.13,108,11.24,1.48,109/3
376,2474,可成,4.82,108,14.76,1.10,109/3
387,2488,漢平,7.73,108,12.45,1.19,109/3
391,2493,揚博,7.36,108,13.53,1.69,109/3
392,2495,普安,4.86,108,-1,0.87,109/3
405,2520,冠德,4.58,108,8.13,1.23,109/3
407,2527,宏璟,9.73,108,14.80,0.71,109/3
410,2535,達欣工,5.31,108,8.91,1.08,109/3
411,2536,宏普,5.18,108,11.02,0.64,109/3
413,2538,基泰,4.98,108,-1,0.70,109/3
419,2546,根基,6.22,108,10.66,1.74,109/3
421,2548,華固,8.66,108,10.54,1.42,109/3
423,2601,益航,12.87,108,-1,0.82,109/3
434,2614,東森,5.85,108,13.05,1.55,109/3
436,2616,山隆,5.70,108,11.92,0.90,109/3
460,2812,台中銀,7.37,108,10.24,0.79,109/3
461,2816,旺旺保,6.87,108,6.66,0.78,109/3
462,2820,華票,4.86,108,13.33,0.81,109/3
463,2823,中壽,5.44,108,6.35,0.65,109/3
464,2832,台產,4.91,108,10.82,0.80,109/3
465,2834,臺企銀,7.35,108,14.89,0.73,109/3
466,2836,高雄銀,5.02,108,14.10,0.68,109/3
467,2838,聯邦銀,7.73,108,10.15,0.59,109/3
469,2845,遠東銀,7.01,108,12.41,0.75,109/3
471,2850,新產,4.68,108,7.19,0.99,109/3
472,2851,中再保,4.05,108,8.74,1.04,109/3
473,2852,第一保,7.22,108,12.31,0.60,109/3
474,2855,統一證,7.04,108,9.22,0.86,109/3
477,2881,富邦金,4.43,108,7.10,0.79,109/3
478,2882,國泰金,4.88,108,8.04,0.74,109/3
479,2883,開發金,6.74,108,11.87,0.70,109/3
481,2885,元大金,5.40,108,10.35,0.96,109/3
483,2887,台新金,6.18,108,10.61,0.83,109/3
484,2888,新光金,4.56,108,7.51,0.46,109/3
485,2889,國票金,6.78,108,11.75,0.94,109/3
486,2890,永豐金,6.33,108,10.23,0.83,109/3
487,2891,中信金,5.21,108,9.41,1.03,109/3
492,2904,匯僑,6.57,108,11.11,1.73,109/3
493,2905,三商,9.57,108,11.74,0.98,109/3
500,2915,潤泰全,7.22,108,5.68,0.43,109/3
501,2923,鼎固-1KY,8.59,108,-1,0.88,109/3
502,2929,淘帝-1KY,10.82,108,-1,0.35,109/3
504,2939,凱羿-1KY,11.98,108,-1,1.74,109/3
508,3005,神基,5.66,108,11.54,1.90,109/3
511,3010,華立,4.23,108,10.46,1.51,109/3
527,3028,增你強,4.49,108,13.40,1.01,109/3
528,3029,零壹,5.17,108,10.49,1.92,109/3
535,3036,文曄,5.11,108,10.15,0.86,109/3
537,3038,全台,6.35,108,11.81,1.49,109/3
542,3044,健鼎,5.82,108,10.99,1.91,109/3
546,3048,益登,4.04,108,10.27,1.56,109/3
550,3052,夆典,4.05,108,4.79,0.82,109/3
566,3209,全科,5.52,108,10.00,1.41,109/3
568,3231,緯創,6.35,108,9.74,1.27,109/3
575,3312,弘憶股,8.25,108,12.54,1.28,109/3
594,3501,維熹,6.10,108,12.67,1.00,109/3
598,3528,安馳,5.81,108,12.91,1.94,109/3
614,3596,智易,4.76,108,14.14,1.85,109/3
631,3702,大聯大,5.69,108,10.18,1.24,109/3
634,3705,永信,4.97,108,14.06,1.88,109/3
635,3706,神達,7.06,108,12.56,0.91,109/3
639,4104,佳醫,5.82,108,14.69,1.07,109/3
653,4426,利勤,4.18,108,-1,1.57,109/3
662,4552,力達-1KY,4.80,108,14.71,0.82,109/3
674,4722,國精化,6.12,108,11.62,1.18,109/3
687,4915,致伸,4.92,108,10.20,1.74,109/3
688,4916,事欣科,7.60,108,-1,1.65,109/3
694,4938,和碩,6.48,108,7.66,1.14,109/3
695,4942,嘉彰,6.51,108,8.71,0.77,109/3
708,4999,鑫禾,5.22,108,10.83,1.06,109/3
718,5283,禾聯碩,7.49,108,8.72,1.99,109/3
727,5515,建國,4.03,108,10.84,0.77,109/3
728,5519,隆大,8.88,108,9.74,0.80,109/3
730,5522,遠雄,6.85,108,12.92,1.04,109/3
734,5534,長虹,7.85,108,9.45,1.36,109/3
735,5538,東明-1KY,4.22,108,13.07,1.54,109/3
741,5876,上海商銀,5.24,108,12.79,1.15,109/3
745,6005,群益證,6.25,108,9.28,0.80,109/3
746,6024,群益期,4.94,108,12.86,1.30,109/3
747,6108,競國,7.55,108,-1,0.98,109/3
767,6176,瑞儀,6.78,108,11.59,1.98,109/3
770,6184,大豐電,7.01,108,12.37,1.53,109/3
771,6189,豐藝,6.44,108,13.01,1.67,109/3
773,6192,巨路,4.82,108,11.50,1.46,109/3
776,6201,亞弘電,6.52,108,14.31,1.42,109/3
782,6214,精誠,5.84,108,9.98,1.61,109/3
787,6226,光鼎,4.43,108,10.62,0.87,109/3
790,6239,力成,4.48,108,10.97,1.75,109/3
793,6257,矽格,4.72,108,11.30,1.68,109/3
794,6269,台郡,4.06,108,13.52,1.79,109/3
811,6442,光聖,4.45,108,-1,1.17,109/3
836,6641,基士德-1KY,6.97,108,11.43,1.89,109/3
837,6655,科定,4.15,108,14.30,1.51,109/3
842,6671,三能-1KY,7.60,108,10.69,1.52,109/3
864,8112,至上,7.85,108,9.20,1.71,109/3
866,8131,福懋科,5.72,108,12.21,1.56,109/3
867,8150,南茂,4.86,108,12.19,1.34,109/3
868,8163,達方,5.00,108,14.94,1.53,109/3
871,8213,志超,5.48,108,6.78,1.03,109/3
876,8271,宇瞻,6.41,108,11.95,1.45,109/3
878,8367,建新國際,4.04,108,10.60,1.07,109/3
891,8466,美吉吉-1KY,6.47,108,12.12,1.63,109/3
906,9905,大華,4.35,108,12.04,0.99,109/3
918,9924,福興,5.77,108,10.43,1.51,109/3
930,9939,宏全,5.17,108,10.42,1.35,109/3
936,9945,潤泰新,14.85,108,8.74,0.63,109/3
937,9946,三發地產,10.25,108,9.20,0.72,109/3
