,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.42,108,9.54,1.25,109/2
1,1102,亞泥,7.32,108,10.02,1.01,109/2
3,1104,環泥,4.95,108,11.41,0.76,109/2
5,1109,信大,5.67,108,7.19,0.99,109/2
16,1220,台榮,4.98,108,13.24,0.94,109/2
32,1308,亞聚,6.11,108,11.76,1.00,109/2
41,1323,永裕,4.85,108,9.57,1.49,109/2
51,1409,新纖,4.89,108,7.45,0.60,109/2
56,1417,嘉裕,4.52,108,7.73,0.74,109/2
61,1434,福懋,8.04,108,12.54,0.93,109/2
63,1436,華友聯,6.69,108,14.53,1.40,109/2
82,1457,宜進,7.17,108,6.23,0.69,109/2
87,1465,偉全,11.54,108,-1,0.77,109/2
118,1530,亞崴,5.00,108,8.38,0.95,109/2
127,1540,喬福,6.90,108,-1,0.93,109/2
129,1558,伸興,6.38,108,12.11,1.86,109/2
133,1583,程泰,5.00,108,13.30,1.40,109/2
144,1611,中電,10.81,108,5.26,0.88,109/2
147,1615,大山,9.20,108,9.46,1.35,109/2
153,1702,南僑,4.68,108,12.17,1.88,109/2
159,1712,興農,6.53,108,12.84,1.22,109/2
164,1720,生達,4.01,108,14.69,1.79,109/2
169,1725,元禎,5.79,108,14.89,0.79,109/2
170,1726,永記,4.56,108,14.90,1.39,109/2
194,1817,凱撒衛,5.61,108,11.69,1.36,109/2
202,2006,東和鋼鐵,4.67,108,14.24,1.21,109/2
207,2012,春雨,7.19,108,14.65,1.35,109/2
212,2020,美亞,11.53,108,12.54,1.26,109/2
217,2027,大成鋼,5.77,108,-1,1.10,109/2
236,2107,厚生,4.10,108,8.97,0.65,109/2
240,2115,六暉-1KY,6.50,108,6.61,1.47,109/2
255,2301,光寶科,6.96,108,10.15,1.56,109/2
264,2317,鴻海,5.17,108,10.90,0.96,109/2
267,2324,仁寶,6.47,108,12.62,0.80,109/2
269,2328,廣宇,5.75,108,11.84,0.88,109/2
280,2347,聯強,6.20,108,9.80,1.48,109/2
286,2354,鴻準,4.82,108,11.43,0.77,109/2
288,2356,英業達,5.98,108,10.93,1.41,109/2
289,2357,華碩,5.79,108,12.42,1.05,109/2
294,2363,矽統,14.20,108,-1,0.92,109/2
314,2392,正崴,5.83,108,9.74,0.99,109/2
328,2414,精技,5.99,108,12.46,1.56,109/2
332,2420,新巨,6.22,108,11.05,1.66,109/2
334,2423,固緯,6.77,108,13.11,1.47,109/2
341,2430,燦坤,5.49,108,12.47,0.66,109/2
343,2433,互盛電,7.76,108,12.33,1.86,109/2
349,2441,超豐,4.61,108,12.48,1.71,109/2
354,2449,京元電子,5.90,108,9.24,1.44,109/2
357,2453,凌群,5.92,108,12.71,0.94,109/2
363,2459,敦吉,6.97,108,10.00,1.11,109/2
374,2474,可成,5.51,108,10.21,0.97,109/2
385,2488,漢平,8.07,108,11.35,1.18,109/2
389,2493,揚博,7.35,108,13.60,1.73,109/2
390,2495,普安,4.94,108,-1,0.85,109/2
405,2527,宏璟,9.76,108,7.02,0.69,109/2
409,2535,達欣工,5.49,108,7.98,1.05,109/2
410,2536,宏普,4.96,108,8.93,0.68,109/2
412,2538,基泰,5.03,108,-1,0.68,109/2
418,2546,根基,6.35,108,11.17,1.84,109/2
420,2548,華固,8.68,108,5.47,1.46,109/2
422,2601,益航,13.04,108,-1,0.81,109/2
435,2616,山隆,5.98,108,13.20,0.99,109/2
436,2617,台航,4.85,108,11.30,0.69,109/2
455,2739,寒舍,4.14,108,-1,1.79,109/2
459,2812,台中銀,7.41,108,9.91,0.76,109/2
460,2816,旺旺保,7.15,108,7.02,0.74,109/2
