,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.43,108,9.61,1.24,109/3
1,1102,亞泥,7.40,108,9.50,0.96,109/3
3,1104,環泥,4.73,108,10.58,0.78,109/3
5,1109,信大,5.87,108,7.02,0.92,109/3
16,1220,台榮,5.17,108,12.08,0.89,109/3
23,1234,黑松,5.26,108,14.75,0.73,109/3
32,1308,亞聚,5.84,108,13.18,1.02,109/3
34,1310,台苯,6.15,108,-1,1.37,109/3
38,1315,達新,5.18,108,1.77,0.78,109/3
42,1323,永裕,5.00,108,9.88,1.38,109/3
53,1409,新纖,4.26,108,8.54,0.68,109/3
62,1432,大魯閣,30.30,108,-1,0.90,109/3
63,1434,福懋,8.55,108,13.24,0.92,109/3
65,1436,華友聯,6.64,108,8.20,1.32,109/3
84,1457,宜進,7.07,108,5.02,0.69,109/3
89,1465,偉全,11.95,108,-1,0.76,109/3
120,1530,亞崴,4.73,108,8.88,0.99,109/3
128,1539,巨庭,4.46,108,-1,0.92,109/3
129,1540,喬福,6.56,108,-1,0.99,109/3
131,1558,伸興,6.31,108,11.51,1.76,109/3
134,1582,信錦,5.43,108,10.30,1.83,109/3
143,1604,聲寶,5.91,108,5.51,1.26,109/3
145,1608,華榮,5.84,108,11.89,0.75,109/3
147,1611,中電,9.45,108,5.08,0.98,109/3
150,1615,大山,8.51,108,9.33,1.52,109/3
156,1702,南僑,4.48,108,11.25,1.84,109/3
162,1712,興農,6.30,108,11.35,1.22,109/3
167,1720,生達,4.14,108,14.03,1.70,109/3
173,1726,永記,4.55,108,13.83,1.35,109/3
197,1817,凱撒衛,5.35,108,10.79,1.38,109/3
199,1904,正隆,4.01,108,9.77,1.36,109/3
205,2006,東和鋼鐵,4.05,108,13.84,1.36,109/3
215,2020,美亞,9.79,108,11.39,1.41,109/3
220,2027,大成鋼,4.48,108,-1,1.50,109/3
243,2115,六暉-1KY,6.11,108,7.23,1.57,109/3
258,2301,光寶科,5.65,108,12.63,1.84,109/3
270,2324,仁寶,5.61,108,13.72,0.91,109/3
283,2347,聯強,5.53,108,10.30,1.57,109/3
291,2356,英業達,5.63,108,10.36,1.44,109/3
292,2357,華碩,4.93,108,10.90,1.15,109/3
297,2363,矽統,10.58,108,-1,0.89,109/3
317,2392,正崴,5.38,108,10.64,0.99,109/3
331,2414,精技,5.88,108,12.03,1.53,109/3
335,2420,新巨,6.09,108,11.06,1.62,109/3
344,2430,燦坤,5.15,108,12.44,0.69,109/3
346,2433,互盛電,7.58,108,12.75,1.86,109/3
356,2449,京元電子,4.60,108,12.12,1.74,109/3
359,2453,凌群,5.93,108,12.04,0.92,109/3
365,2459,敦吉,6.64,108,10.12,1.11,109/3
374,2471,資通,5.37,108,12.84,1.69,109/3
376,2474,可成,5.03,108,14.15,1.05,109/3
387,2488,漢平,7.86,108,12.24,1.17,109/3
391,2493,揚博,7.32,108,13.61,1.70,109/3
392,2495,普安,5.00,108,-1,0.84,109/3
405,2520,冠德,4.62,108,8.05,1.22,109/3
407,2527,宏璟,9.65,108,14.92,0.72,109/3
411,2535,達欣工,5.52,108,8.57,1.03,109/3
412,2536,宏普,5.57,108,10.26,0.60,109/3
414,2538,基泰,5.03,108,-1,0.69,109/3
420,2546,根基,6.47,108,10.27,1.67,109/3
422,2548,華固,8.65,108,10.55,1.43,109/3
424,2601,益航,14.07,108,-1,0.75,109/3
435,2614,東森,6.13,108,12.44,1.48,109/3
437,2616,山隆,5.71,108,11.89,0.90,109/3
457,2739,寒舍,4.42,108,-1,1.64,109/3
461,2812,台中銀,7.48,108,10.09,0.78,109/3
462,2816,旺旺保,6.93,108,6.59,0.77,109/3
463,2820,華票,4.86,108,13.33,0.81,109/3
464,2823,中壽,5.30,108,6.53,0.67,109/3
465,2832,台產,4.93,108,10.80,0.79,109/3
466,2834,臺企銀,7.54,108,14.50,0.71,109/3
467,2836,高雄銀,5.31,108,13.35,0.65,109/3
468,2838,聯邦銀,7.55,108,10.39,0.60,109/3
470,2845,遠東銀,7.18,108,12.12,0.73,109/3
471,2849,安泰銀,5.12,108,13.97,0.82,109/3
472,2850,新產,4.88,108,6.90,0.95,109/3
473,2851,中再保,4.11,108,8.62,1.03,109/3
474,2852,第一保,7.53,108,11.81,0.58,109/3
475,2855,統一證,5.88,108,11.03,1.03,109/3
478,2881,富邦金,4.30,108,7.32,0.81,109/3
479,2882,國泰金,4.94,108,7.94,0.73,109/3
480,2883,開發金,6.64,108,12.05,0.71,109/3
482,2885,元大金,5.07,108,11.01,1.02,109/3
484,2887,台新金,6.30,108,10.41,0.81,109/3
485,2888,新光金,4.75,108,7.20,0.45,109/3
486,2889,國票金,6.46,108,12.33,0.99,109/3
487,2890,永豐金,6.31,108,10.28,0.83,109/3
488,2891,中信金,5.18,108,9.46,1.04,109/3
493,2904,匯僑,6.40,108,11.42,1.78,109/3
494,2905,三商,9.98,108,11.26,0.94,109/3
501,2915,潤泰全,7.28,108,5.63,0.43,109/3
502,2923,鼎固-1KY,7.74,108,-1,0.97,109/3
503,2929,淘帝-1KY,12.86,108,-1,0.30,109/3
505,2939,凱羿-1KY,15.52,108,-1,1.35,109/3
509,3005,神基,5.83,108,11.20,1.85,109/3
512,3010,華立,4.21,108,10.48,1.51,109/3
528,3028,增你強,4.49,108,13.40,1.01,109/3
529,3029,零壹,5.21,108,10.39,1.90,109/3
532,3032,偉訓,5.04,108,10.13,1.96,109/3
536,3036,文曄,5.03,108,10.31,0.87,109/3
538,3038,全台,6.70,108,11.19,1.41,109/3
547,3048,益登,4.33,108,9.59,1.46,109/3
551,3052,夆典,4.30,108,4.51,0.78,109/3
568,3209,全科,5.75,108,9.59,1.35,109/3
570,3231,緯創,6.61,108,9.35,1.22,109/3
577,3312,弘憶股,8.03,108,12.89,1.31,109/3
596,3501,維熹,5.84,108,13.25,1.05,109/3
600,3528,安馳,6.03,108,12.45,1.87,109/3
616,3596,智易,5.08,108,13.25,1.73,109/3
632,3702,大聯大,5.37,108,10.80,1.32,109/3
635,3705,永信,5.08,108,13.75,1.83,109/3
636,3706,神達,7.50,108,11.83,0.85,109/3
641,4104,佳醫,6.02,108,14.20,1.03,109/3
651,4164,承業醫,5.56,108,13.67,0.97,109/3
655,4426,利勤,4.71,108,-1,1.39,109/3
657,4439,冠星-1KY,5.58,108,12.36,1.92,109/3
664,4552,力達-1KY,4.84,108,14.59,0.82,109/3
676,4722,國精化,5.57,108,12.77,1.29,109/3
680,4755,三福化,4.18,108,13.91,1.69,109/3
688,4915,致伸,4.45,108,11.28,1.92,109/3
689,4916,事欣科,8.99,108,-1,1.39,109/3
691,4927,泰鼎-1KY,4.37,108,12.56,1.83,109/3
695,4938,和碩,5.79,108,8.58,1.28,109/3
