,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.40,108,9.56,1.25,109/2
1,1102,亞泥,7.29,108,10.06,1.01,109/2
3,1104,環泥,5.01,108,11.27,0.75,109/2
5,1109,信大,5.84,108,6.98,0.97,109/2
16,1220,台榮,5.06,108,13.02,0.93,109/2
32,1308,亞聚,5.79,108,12.42,1.05,109/2
38,1315,達新,5.39,108,2.37,1.01,109/2
42,1323,永裕,4.89,108,9.49,1.48,109/2
52,1409,新纖,4.76,108,7.65,0.62,109/2
57,1417,嘉裕,4.69,108,7.45,0.71,109/2
62,1434,福懋,8.00,108,12.60,0.93,109/2
64,1436,華友聯,6.67,108,14.59,1.41,109/2
83,1457,宜進,7.19,108,6.21,0.69,109/2
88,1465,偉全,11.63,108,-1,0.77,109/2
118,1530,亞崴,5.03,108,8.32,0.94,109/2
127,1540,喬福,6.92,108,-1,0.92,109/2
129,1558,伸興,6.47,108,11.93,1.83,109/2
130,1560,中砂,4.79,108,14.85,1.93,109/3
132,1582,信錦,5.25,108,10.66,1.89,109/3
133,1583,程泰,5.04,108,13.19,1.38,109/2
144,1611,中電,11.06,108,5.14,0.86,109/2
147,1615,大山,9.48,108,9.17,1.31,109/2
153,1702,南僑,4.67,108,12.21,1.89,109/2
159,1712,興農,6.67,108,12.58,1.19,109/2
164,1720,生達,4.08,108,14.43,1.76,109/2
169,1725,元禎,5.85,108,14.73,0.78,109/2
170,1726,永記,4.61,108,14.73,1.37,109/2
194,1817,凱撒衛,5.65,108,11.59,1.35,109/2
202,2006,東和鋼鐵,4.47,108,14.88,1.27,109/2
207,2012,春雨,7.45,108,14.12,1.30,109/2
210,2015,豐興,5.26,108,13.83,1.78,109/3
212,2020,美亞,11.46,108,12.62,1.27,109/2
217,2027,大成鋼,5.48,108,-1,1.16,109/2
236,2107,厚生,4.08,108,9.01,0.66,109/2
240,2115,六暉-1KY,6.52,108,6.58,1.46,109/2
255,2301,光寶科,6.87,108,10.28,1.58,109/2
264,2317,鴻海,5.42,108,10.39,0.92,109/2
267,2324,仁寶,6.45,108,12.65,0.80,109/2
269,2328,廣宇,5.83,108,11.67,0.86,109/2
280,2347,聯強,6.12,108,9.92,1.50,109/2
284,2352,佳世達,4.01,108,12.99,1.12,109/2
286,2354,鴻準,4.99,108,11.04,0.74,109/2
288,2356,英業達,5.75,108,11.36,1.47,109/2
289,2357,華碩,5.77,108,12.44,1.05,109/2
294,2363,矽統,15.54,108,-1,0.84,109/2
314,2392,正崴,6.19,108,9.18,0.93,109/2
328,2414,精技,6.10,108,12.24,1.53,109/2
332,2420,新巨,6.27,108,10.96,1.64,109/2
334,2423,固緯,6.67,108,13.31,1.50,109/2
341,2430,燦坤,5.52,108,12.40,0.65,109/2
343,2433,互盛電,7.92,108,12.09,1.82,109/2
349,2441,超豐,4.62,108,11.76,1.64,109/3
354,2449,京元電子,6.01,108,9.27,1.33,109/3
357,2453,凌群,6.21,108,12.11,0.90,109/2
363,2459,敦吉,6.76,108,10.31,1.14,109/2
374,2474,可成,5.54,108,12.84,0.96,109/3
385,2488,漢平,8.04,108,11.39,1.19,109/2
389,2493,揚博,7.50,108,13.34,1.69,109/2
390,2495,普安,5.06,108,-1,0.83,109/2
403,2520,冠德,4.31,108,9.33,1.36,109/2
405,2527,宏璟,9.78,108,7.00,0.69,109/2
409,2535,達欣工,5.12,108,8.56,1.13,109/2
410,2536,宏普,5.05,108,8.76,0.66,109/2
412,2538,基泰,5.18,108,-1,0.66,109/2
413,2539,櫻花建,9.57,108,9.84,1.97,109/2
418,2546,根基,6.48,108,10.95,1.80,109/2
420,2548,華固,8.66,108,5.48,1.46,109/2
422,2601,益航,14.81,108,-1,0.71,109/2
435,2616,山隆,6.01,108,13.14,0.99,109/2
436,2617,台航,4.79,108,11.44,0.70,109/2
455,2739,寒舍,4.18,108,-1,1.77,109/2
459,2812,台中銀,7.37,108,9.95,0.77,109/2
460,2816,旺旺保,7.28,108,6.89,0.73,109/2
461,2820,華票,4.97,108,13.06,0.79,109/3
462,2823,中壽,6.27,108,6.04,0.61,109/2
463,2832,台產,5.06,108,10.56,0.79,109/2
464,2834,臺企銀,7.45,108,12.05,0.70,109/2
465,2836,高雄銀,5.07,108,13.58,0.68,109/2
466,2838,聯邦銀,7.96,108,9.39,0.55,109/2
468,2845,遠東銀,7.15,108,11.37,0.73,109/2
469,2849,安泰銀,5.07,108,13.46,0.84,109/2
470,2850,新產,5.00,108,6.95,0.97,109/2
471,2851,中再保,4.44,108,8.51,0.98,109/2
472,2852,第一保,7.44,108,12.17,0.60,109/2
473,2855,統一證,8.16,108,10.73,0.77,109/2
476,2881,富邦金,4.91,108,6.88,0.79,109/2
477,2882,國泰金,5.21,108,9.19,0.73,109/2
479,2884,玉山金,6.54,108,14.46,1.63,109/2
480,2885,元大金,5.92,108,10.09,0.87,109/2
482,2887,台新金,6.35,108,10.77,0.81,109/2
483,2888,新光金,4.90,108,7.58,0.45,109/2
484,2889,國票金,6.98,108,12.11,0.93,109/2
485,2890,永豐金,6.54,108,10.39,0.82,109/2
486,2891,中信金,5.54,108,8.68,1.00,109/2
487,2892,第一金,6.73,108,13.73,1.18,109/2
491,2904,匯僑,6.88,108,11.54,1.72,109/2
492,2905,三商,9.64,108,5.72,0.84,109/2
499,2915,潤泰全,7.55,108,5.09,0.43,109/2
500,2923,鼎固-1KY,9.18,108,-1,0.87,109/2
501,2929,淘帝-1KY,5.87,108,-1,0.57,109/2
507,3005,神基,5.96,108,11.22,1.92,109/2
510,3010,華立,5.18,108,9.56,1.30,109/2
514,3015,全漢,4.62,108,14.87,0.68,109/2
527,3029,零壹,5.54,108,11.31,1.87,109/2
529,3031,佰鴻,6.14,108,12.36,0.92,109/2
534,3036,文曄,5.69,108,9.57,0.77,109/2
536,3038,全台,6.94,108,9.61,1.40,109/2
537,3040,遠見,4.37,108,8.65,1.56,109/2
541,3044,健鼎,6.39,108,10.01,1.87,109/2
545,3048,益登,5.49,108,8.83,1.20,109/2
549,3052,夆典,4.62,108,5.91,0.76,109/2
552,3056,總太,7.77,108,10.66,1.83,109/2
565,3209,全科,6.45,108,9.15,1.27,109/2
567,3231,緯創,7.16,108,9.76,1.14,109/2
574,3312,弘憶股,9.13,108,11.74,1.12,109/2
593,3501,維熹,6.62,108,12.46,0.97,109/2
597,3528,安馳,6.25,108,13.16,1.88,109/2
630,3702,大聯大,6.19,108,10.00,1.16,109/2
633,3705,永信,5.13,108,14.30,1.88,109/2
634,3706,神達,7.80,108,10.00,0.76,109/2
638,4104,佳醫,5.87,108,14.60,1.07,109/2
648,4164,承業醫,5.38,108,13.32,1.04,109/2
653,4438,廣越,7.14,108,12.41,1.72,109/2
654,4439,冠星-1KY,6.78,108,9.57,1.71,109/2
663,4557,永新-1KY,8.10,108,13.83,1.82,109/2
664,4560,強信-1KY,10.03,108,14.01,1.88,109/2
671,4581,光隆精密-1KY,8.17,108,13.39,1.52,109/2
673,4722,國精化,6.46,108,11.65,1.14,109/2
681,4766,南寶,4.26,108,14.76,1.85,109/2
686,4915,致伸,5.41,108,9.29,1.70,109/2
687,4916,事欣科,9.52,108,10.00,1.27,109/2
689,4927,泰鼎-1KY,4.05,108,14.97,1.98,109/2
693,4938,和碩,7.32,108,6.94,1.05,109/2
694,4942,嘉彰,6.52,108,7.99,0.79,109/2
707,4999,鑫禾,5.51,108,11.18,1.03,109/2
713,5243,乙盛-1KY,5.40,108,12.98,1.03,109/2
718,5284,jpp-1KY,5.74,108,13.73,0.80,109/2
724,5469,瀚宇博,4.27,108,6.83,0.88,109/2
727,5515,建國,4.44,108,11.82,0.72,109/2
728,5519,隆大,9.06,108,12.02,0.81,109/2
730,5522,遠雄,8.20,108,11.67,0.89,109/2
734,5534,長虹,7.91,108,7.88,1.38,109/2
735,5538,東明-1KY,4.69,108,12.31,1.47,109/2
741,5876,上海商銀,5.53,108,11.95,1.11,109/2
742,5880,合庫金,5.99,108,14.88,1.12,109/2
745,6005,群益證,7.34,108,10.48,0.72,109/2
746,6024,群益期,5.18,108,12.86,1.27,109/2
757,6139,亞翔,5.79,108,10.16,0.79,109/2
768,6176,瑞儀,7.11,108,11.05,1.89,109/3
771,6184,大豐電,7.33,108,12.55,1.53,109/2
772,6189,豐藝,6.42,108,12.68,1.74,109/2
774,6192,巨路,5.24,108,10.77,1.41,109/2
776,6197,佳必琪,8.85,108,13.19,1.49,109/2
783,6214,精誠,6.17,108,10.52,1.57,109/2
788,6226,光鼎,4.88,108,8.27,0.81,109/2
791,6239,力成,5.33,108,9.25,1.53,109/2
794,6257,矽格,5.84,108,9.84,1.44,109/2
795,6269,台郡,4.27,108,10.62,1.82,109/2
800,6282,康舒,4.21,108,6.66,1.39,109/2
812,6442,光聖,4.74,108,-1,1.12,109/2
836,6641,基士德-1KY,7.30,108,10.26,1.92,109/2
842,6671,三能-1KY,7.84,108,11.45,1.56,109/2
844,6674,鋐寶科技,5.04,108,-1,1.15,109/2
848,6754,匯僑設計,6.91,108,13.21,1.67,109/2
854,8039,台虹,4.99,108,14.44,1.44,109/3
864,8112,至上,8.91,108,8.32,1.57,109/2
866,8131,福懋科,6.29,108,11.10,1.44,109/2
867,8150,南茂,6.39,108,8.63,1.05,109/2
868,8163,達方,5.82,108,13.54,1.36,109/2
871,8213,志超,6.27,108,6.07,0.95,109/2
876,8271,宇瞻,7.01,108,8.22,1.34,109/2
878,8367,建新國際,4.20,108,10.65,1.05,109/2
891,8466,美吉吉-1KY,6.47,108,12.97,1.73,109/2
905,9904,寶成,4.96,108,13.40,0.64,109/2
906,9905,大華,4.64,108,12.83,0.97,109/2
918,9924,福興,6.12,108,10.01,1.50,109/2
931,9939,宏全,5.22,108,11.73,1.40,109/2
937,9945,潤泰新,15.19,108,5.28,0.44,109/2
938,9946,三發地產,8.08,108,7.12,0.89,109/2
