,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.69,108,9.11,1.14,108/4
1,1102,亞泥,7.77,108,7.44,0.89,108/4
2,1103,嘉泥,6.62,108,7.51,0.43,108/4
3,1104,環泥,6.35,108,9.05,0.57,108/4
5,1109,信大,5.05,107,5.62,0.79,108/4
7,1201,味全,6.65,108,7.49,1.46,108/4
9,1210,大成,5.95,108,12.65,1.59,108/4
16,1220,台榮,5.91,108,14.30,0.78,108/4
20,1231,聯華食,5.40,108,12.97,1.87,108/4
23,1234,黑松,5.62,108,14.34,0.68,108/4
27,1301,台塑,5.91,108,12.70,1.36,108/4
29,1304,台聚,4.95,108,8.49,0.58,108/4
30,1305,華夏,7.09,108,11.56,0.90,108/4
32,1308,亞聚,7.89,108,9.43,0.76,108/4
33,1309,台達化,7.20,108,7.00,0.65,108/4
34,1310,台苯,5.51,108,8.14,1.02,108/4
37,1314,中石化,4.10,108,11.98,0.31,108/4
38,1315,達新,8.00,108,12.49,1.04,108/4
39,1316,上曜,23.48,107,-1,0.79,108/4
40,1319,東陽,5.48,108,9.78,0.88,108/4
42,1323,永裕,5.54,108,9.00,1.29,108/4
45,1326,台化,5.74,108,13.03,1.09,108/4
47,1338,廣華-1KY,7.94,108,9.23,0.58,108/4
48,1339,昭輝,5.50,108,7.16,0.77,108/4
49,1340,勝悅-1KY,13.78,107,-1,0.22,108/3
51,1402,遠東新,6.67,108,11.19,0.59,108/4
52,1409,新纖,5.51,108,9.00,0.54,108/4
56,1416,廣豐,12.10,107,-1,0.47,108/4
57,1417,嘉裕,6.74,108,4.44,0.45,108/4
62,1434,福懋,8.12,108,10.00,0.81,108/4
64,1436,華友聯,6.92,108,14.76,1.28,108/4
65,1437,勤益控,5.76,108,4.41,0.60,108/4
67,1439,中和,16.13,108,2.96,1.01,108/4
69,1441,大東,57.39,107,-1,0.53,108/4
77,1451,年興,4.24,108,-1,0.39,108/4
78,1452,宏益,7.32,108,12.33,0.87,108/4
83,1457,宜進,9.05,108,10.73,0.60,108/4
86,1463,強盛,5.77,108,14.86,0.77,108/4
87,1464,得力,8.85,107,11.61,1.19,108/4
88,1465,偉全,11.03,108,4.25,0.74,108/4
100,1503,士電,4.04,108,12.34,0.85,108/4
101,1504,東元,4.13,108,14.46,0.82,108/4
105,1513,中興電,5.41,108,14.32,1.20,108/4
106,1514,亞力,7.32,108,11.39,1.11,108/4
112,1522,堤維西,6.67,108,9.42,0.99,108/4
113,1524,耿鼎,4.62,108,10.30,0.66,108/4
114,1525,江申,4.94,108,10.25,0.72,108/4
115,1526,日馳,5.08,108,11.75,0.94,108/4
116,1527,鑽全,10.39,107,9.30,1.37,108/4
127,1539,巨庭,5.95,108,12.57,0.67,108/4
128,1540,喬福,6.71,108,11.04,0.88,108/4
130,1558,伸興,7.43,108,10.62,1.51,108/4
131,1560,中砂,6.80,107,13.52,1.69,108/4
133,1582,信錦,6.93,108,8.53,1.46,108/4
141,1604,聲寶,8.65,108,8.68,0.99,108/4
142,1605,華新,4.52,108,11.63,0.47,108/4
143,1608,華榮,7.92,108,4.45,0.52,108/4
144,1609,大亞,8.35,107,9.74,0.69,108/4
145,1611,中電,10.81,108,5.21,0.82,108/4
146,1612,宏泰,5.42,108,14.42,0.63,108/4
148,1615,大山,7.36,107,8.42,1.13,108/4
152,1626,艾美特-1KY,5.24,108,10.38,0.87,108/4
153,1701,中化,4.21,108,14.73,0.96,108/4
154,1702,南僑,4.77,108,10.76,1.70,108/4
160,1712,興農,6.84,108,11.80,1.14,108/4
163,1717,長興,6.13,108,11.48,1.32,108/4
164,1718,中纖,13.94,107,-1,0.32,108/4
