,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.00,108,10.43,1.26,109/1
1,1102,亞泥,6.86,108,9.63,1.03,109/1
2,1103,嘉泥,6.13,108,10.94,0.50,109/1
3,1104,環泥,5.65,108,11.27,0.66,109/1
5,1109,信大,6.25,108,6.49,0.88,109/1
16,1220,台榮,5.53,108,14.47,0.83,109/1
20,1231,聯華食,5.01,108,14.30,1.96,109/1
29,1304,台聚,4.18,108,10.30,0.69,109/1
30,1305,華夏,5.14,108,13.32,1.20,109/1
32,1308,亞聚,6.25,108,11.73,1.00,109/1
33,1309,台達化,4.78,108,12.07,0.96,109/1
39,1316,上曜,17.34,107,-1,1.10,109/1
40,1319,東陽,4.76,108,12.04,1.01,109/1
42,1323,永裕,4.82,108,10.00,1.55,109/1
48,1339,昭輝,4.55,108,9.65,0.92,109/1
49,1340,勝悅-1KY,11.65,107,-1,0.28,109/1
51,1402,遠東新,5.49,108,14.29,0.72,109/1
52,1409,新纖,4.95,108,11.44,0.65,109/1
56,1416,廣豐,10.62,107,-1,0.54,109/1
57,1417,嘉裕,6.13,108,5.13,0.54,109/1
62,1434,福懋,7.19,108,11.43,1.02,109/1
65,1437,勤益控,5.31,108,5.36,0.67,109/1
67,1439,中和,13.70,108,3.49,1.20,109/1
69,1441,大東,46.81,107,-1,0.72,109/1
72,1444,力麗,5.73,107,-1,0.69,109/1
83,1457,宜進,8.37,108,-1,0.66,109/1
88,1465,偉全,9.80,108,-1,0.83,109/1
106,1514,亞力,5.80,108,13.44,1.36,109/1
112,1522,堤維西,5.89,108,13.49,1.11,109/1
113,1524,耿鼎,4.51,108,11.23,0.69,109/1
119,1530,亞崴,4.68,108,7.89,0.97,109/1
130,1558,伸興,6.54,108,11.43,1.68,109/1
133,1582,信錦,5.48,108,11.36,1.82,109/1
134,1583,程泰,4.95,108,13.56,1.41,109/1
141,1604,聲寶,7.58,108,9.71,1.14,109/1
143,1608,華榮,7.08,108,-1,0.68,109/1
