,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.83,108,10.69,1.29,109/1
1,1102,亞泥,6.64,108,9.94,1.07,109/1
2,1103,嘉泥,5.85,108,11.48,0.52,109/1
3,1104,環泥,5.54,108,11.50,0.67,109/1
5,1109,信大,5.96,108,6.81,0.92,109/1
16,1220,台榮,5.50,108,14.53,0.83,109/1
30,1305,華夏,5.14,108,13.32,1.20,109/1
32,1308,亞聚,5.79,108,12.67,1.08,109/1
39,1316,上曜,17.03,107,-1,1.12,109/1
40,1319,東陽,4.47,108,12.83,1.08,109/1
42,1323,永裕,4.78,108,10.09,1.56,109/1
48,1339,昭輝,4.42,108,9.93,0.95,109/1
49,1340,勝悅-1KY,11.06,107,-1,0.29,109/1
51,1402,遠東新,5.33,108,14.74,0.74,109/1
52,1409,新纖,4.89,108,11.60,0.65,109/1
57,1417,嘉裕,5.79,108,5.43,0.57,109/1
62,1434,福懋,6.49,108,12.68,1.13,109/1
65,1437,勤益控,5.08,108,5.61,0.70,109/1
67,1439,中和,13.59,108,3.52,1.21,109/1
69,1441,大東,44.96,107,-1,0.75,109/1
72,1444,力麗,5.28,107,-1,0.75,109/1
83,1457,宜進,7.94,108,-1,0.69,109/1
88,1465,偉全,9.68,108,-1,0.84,109/1
112,1522,堤維西,5.50,108,14.46,1.19,109/1
113,1524,耿鼎,4.44,108,11.39,0.70,109/1
119,1530,亞崴,4.70,108,7.86,0.97,109/1
130,1558,伸興,6.49,108,11.51,1.69,109/1
133,1582,信錦,5.42,108,11.48,1.84,109/1
134,1583,程泰,4.89,108,13.74,1.43,109/1
141,1604,聲寶,7.16,108,10.27,1.21,109/1
143,1608,華榮,6.93,108,-1,0.70,109/1
145,1611,中電,8.76,108,6.68,1.02,109/1
148,1615,大山,8.46,108,11.10,1.48,109/1
164,1718,中纖,11.09,107,-1,0.41,109/1
195,1817,凱撒衛,5.32,108,13.37,1.35,109/1
197,1904,正隆,5.01,108,9.58,1.09,109/1
198,1905,華紙,4.17,107,-1,0.63,109/1
200,1907,永豐餘,5.07,108,8.17,0.63,109/1
203,2006,東和鋼鐵,5.56,108,14.29,0.99,109/1
237,2107,厚生,4.41,108,8.36,0.60,109/1
243,2204,中華,4.47,107,-1,0.54,109/1
248,2228,劍麟,4.95,108,12.74,1.93,109/1
250,2233,宇隆,4.97,108,14.28,1.50,109/1
254,2301,光寶科,6.30,108,12.45,1.79,109/1
263,2317,鴻海,5.27,108,11.32,0.91,109/1
