,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.62,108,11.03,1.34,109/1
1,1102,亞泥,7.50,108,8.81,0.95,109/1
2,1103,嘉泥,6.10,108,11.01,0.50,109/1
3,1104,環泥,5.90,108,10.80,0.63,109/1
5,1109,信大,6.53,108,6.22,0.84,109/1
16,1220,台榮,5.48,108,14.60,0.84,109/1
20,1231,聯華食,4.99,108,14.35,1.97,109/1
29,1304,台聚,4.37,108,9.87,0.66,109/1
30,1305,華夏,5.83,108,11.75,1.06,109/1
32,1308,亞聚,6.43,108,11.40,0.97,109/1
38,1315,達新,7.16,108,13.90,1.26,109/1
40,1319,東陽,5.22,108,10.99,0.92,109/1
42,1323,永裕,4.89,108,9.85,1.53,109/1
48,1339,昭輝,4.48,108,9.78,0.94,109/1
51,1402,遠東新,5.84,108,13.46,0.67,109/1
52,1409,新纖,4.93,108,11.49,0.65,109/1
57,1417,嘉裕,5.34,108,5.89,0.62,109/1
62,1434,福懋,8.16,108,10.08,0.90,109/1
65,1437,勤益控,4.84,108,5.89,0.73,109/1
67,1439,中和,11.85,108,4.04,1.38,109/1
83,1457,宜進,7.63,108,-1,0.72,109/1
87,1464,得力,8.33,108,13.24,1.25,109/1
88,1465,偉全,9.97,108,-1,0.81,109/1
112,1522,堤維西,6.26,108,12.70,1.05,109/1
113,1524,耿鼎,4.35,108,11.65,0.72,109/1
119,1530,亞崴,4.84,108,7.64,0.94,109/1
128,1540,喬福,6.87,108,14.70,0.85,109/1
130,1558,伸興,6.64,108,11.26,1.65,109/1
133,1582,信錦,5.71,108,10.90,1.75,109/1
134,1583,程泰,5.04,108,13.31,1.39,109/1
141,1604,聲寶,6.49,108,11.32,1.33,109/1
143,1608,華榮,7.77,108,-1,0.62,109/1
145,1611,中電,10.91,108,5.37,0.82,109/1
148,1615,大山,9.62,108,9.77,1.30,109/1
154,1702,南僑,4.78,108,12.27,1.91,109/1
170,1725,元禎,5.85,108,14.89,0.86,109/1
195,1817,凱撒衛,5.84,108,12.26,1.24,109/1
197,1904,正隆,5.16,108,9.30,1.06,109/1
200,1907,永豐餘,5.11,108,8.11,0.63,109/1
203,2006,東和鋼鐵,5.73,108,13.85,0.96,109/1
208,2012,春雨,7.55,108,14.72,1.38,109/1
237,2107,厚生,4.70,108,8.04,0.58,109/1
238,2108,南帝,6.02,108,12.83,1.97,109/1
248,2228,劍麟,5.69,108,11.08,1.68,109/1
250,2233,宇隆,5.13,108,13.83,1.45,109/1
254,2301,光寶科,7.00,108,11.20,1.61,109/1
263,2317,鴻海,5.38,108,11.08,0.89,109/1
266,2324,仁寶,6.50,108,12.90,0.80,109/1
268,2328,廣宇,5.56,108,10.00,0.88,109/1
275,2340,台亞,5.12,108,12.07,1.06,109/1
279,2347,聯強,5.90,108,10.59,1.63,109/1
283,2352,佳世達,4.44,108,11.42,0.99,109/1
285,2354,鴻準,4.56,108,11.35,0.79,109/1
287,2356,英業達,5.23,108,13.01,1.66,109/1
288,2357,華碩,6.51,108,14.74,0.95,109/1
293,2363,矽統,14.46,108,-1,1.00,109/1
295,2365,昆盈,5.02,108,11.96,0.64,109/1
313,2392,正崴,6.28,108,10.10,0.87,109/1
327,2414,精技,5.47,108,14.42,1.61,109/1
331,2420,新巨,6.01,108,11.17,1.60,109/1
333,2423,固緯,6.55,108,10.96,1.53,109/1
338,2428,興勤,4.31,108,11.71,1.90,109/1
340,2430,燦坤,5.43,108,13.33,0.65,109/1
342,2433,互盛電,7.64,108,12.16,1.76,109/1
348,2441,超豐,4.38,108,13.13,1.80,109/2
353,2449,京元電子,5.08,108,12.16,1.62,109/1
356,2453,凌群,5.85,108,14.02,0.94,109/1
362,2459,敦吉,7.56,108,9.41,1.03,109/1
369,2467,志聖,8.88,108,13.60,1.73,109/1
371,2471,資通,6.27,108,13.64,1.43,109/1
373,2474,可成,4.63,108,12.27,1.09,109/1
375,2477,美隆電,7.44,108,12.22,1.34,109/1
384,2488,漢平,8.03,108,11.41,1.12,109/1
388,2493,揚博,7.67,108,13.09,1.71,109/1
389,2495,普安,4.88,108,-1,0.87,109/1
