,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.39,108,9.58,1.25,109/2
1,1102,亞泥,7.19,108,10.21,1.03,109/2
3,1104,環泥,5.05,108,11.19,0.75,109/2
5,1109,信大,5.85,108,6.96,0.96,109/2
9,1210,大成,4.91,108,13.84,1.99,109/2
16,1220,台榮,5.06,108,13.02,0.93,109/2
32,1308,亞聚,5.70,108,12.61,1.07,109/2
38,1315,達新,5.48,108,2.33,1.00,109/2
42,1323,永裕,4.86,108,9.55,1.49,109/2
52,1409,新纖,4.82,108,7.55,0.61,109/2
57,1417,嘉裕,4.81,108,7.27,0.69,109/2
62,1434,福懋,7.97,108,12.64,0.93,109/2
64,1436,華友聯,6.67,108,14.59,1.41,109/2
83,1457,宜進,7.17,108,6.23,0.69,109/2
88,1465,偉全,11.72,108,-1,0.76,109/2
119,1530,亞崴,5.03,108,8.34,0.95,109/2
128,1540,喬福,6.90,108,-1,0.93,109/2
130,1558,伸興,6.47,108,11.93,1.83,109/2
131,1560,中砂,4.82,108,14.75,1.91,109/3
133,1582,信錦,5.31,108,10.55,1.87,109/3
134,1583,程泰,5.05,108,13.17,1.38,109/2
145,1611,中電,11.11,108,5.12,0.86,109/2
148,1615,大山,9.48,108,9.17,1.31,109/2
154,1702,南僑,4.67,108,12.19,1.89,109/2
160,1712,興農,6.65,108,12.61,1.20,109/2
165,1720,生達,4.09,108,14.37,1.75,109/2
170,1725,元禎,5.81,108,14.84,0.79,109/2
171,1726,永記,4.60,108,14.78,1.38,109/2
195,1817,凱撒衛,5.64,108,11.61,1.36,109/2
203,2006,東和鋼鐵,4.52,108,14.70,1.25,109/2
208,2012,春雨,7.41,108,14.21,1.31,109/2
211,2015,豐興,5.28,108,13.79,1.78,109/3
213,2020,美亞,11.53,108,12.54,1.26,109/2
218,2027,大成鋼,5.18,108,-1,1.23,109/2
237,2107,厚生,4.12,108,8.92,0.65,109/2
241,2115,六暉-1KY,6.46,108,6.65,1.48,109/2
256,2301,光寶科,6.98,108,10.23,1.49,109/3
265,2317,鴻海,5.36,108,10.50,0.93,109/2
268,2324,仁寶,6.43,108,12.69,0.80,109/2
270,2328,廣宇,5.85,108,11.63,0.86,109/2
281,2347,聯強,6.12,108,9.93,1.50,109/2
287,2354,鴻準,4.97,108,11.08,0.75,109/2
289,2356,英業達,5.79,108,11.28,1.46,109/2
290,2357,華碩,5.79,108,12.42,1.05,109/2
295,2363,矽統,15.68,108,-1,0.83,109/2
297,2365,昆盈,4.06,108,13.80,0.79,109/2
315,2392,正崴,6.24,108,9.10,0.92,109/2
329,2414,精技,6.09,108,12.26,1.53,109/2
333,2420,新巨,6.27,108,10.96,1.64,109/2
335,2423,固緯,6.76,108,13.14,1.48,109/2
342,2430,燦坤,5.52,108,12.40,0.65,109/2
344,2433,互盛電,7.92,108,12.08,1.82,109/2
350,2441,超豐,4.64,108,11.71,1.64,109/3
355,2449,京元電子,5.99,108,9.30,1.34,109/3
358,2453,凌群,6.21,108,12.11,0.90,109/2
364,2459,敦吉,6.88,108,10.13,1.12,109/2
375,2474,可成,5.59,108,12.73,0.95,109/3
386,2488,漢平,8.07,108,11.35,1.18,109/2
390,2493,揚博,7.52,108,13.30,1.69,109/2
391,2495,普安,5.08,108,-1,0.83,109/2
404,2520,冠德,4.39,108,9.16,1.33,109/2
406,2527,宏璟,9.81,108,6.98,0.69,109/2
410,2535,達欣工,5.10,108,8.60,1.13,109/2
411,2536,宏普,5.01,108,8.84,0.67,109/2
413,2538,基泰,5.17,108,-1,0.66,109/2
414,2539,櫻花建,9.52,108,9.89,1.98,109/2
419,2546,根基,6.51,108,10.89,1.79,109/2
421,2548,華固,8.70,108,5.46,1.46,109/2
423,2601,益航,14.48,108,-1,0.73,109/2
436,2616,山隆,6.03,108,13.09,0.98,109/2
437,2617,台航,4.80,108,11.40,0.69,109/2
456,2739,寒舍,4.23,108,-1,1.75,109/2
460,2812,台中銀,7.34,108,10.00,0.77,109/2
461,2816,旺旺保,7.11,108,7.05,0.75,109/2
462,2820,華票,4.97,108,13.06,0.79,109/3
463,2823,中壽,6.22,108,6.09,0.61,109/2
464,2832,台產,5.06,108,10.56,0.79,109/2
465,2834,臺企銀,7.31,108,12.27,0.71,109/2
466,2836,高雄銀,5.07,108,13.58,0.68,109/2
467,2838,聯邦銀,7.96,108,9.39,0.55,109/2
469,2845,遠東銀,7.15,108,11.37,0.73,109/2
470,2849,安泰銀,4.98,108,13.69,0.86,109/2
471,2850,新產,4.97,108,7.00,0.97,109/2
472,2851,中再保,4.44,108,8.51,0.98,109/2
473,2852,第一保,7.47,108,12.12,0.60,109/2
474,2855,統一證,8.19,108,10.69,0.77,109/2
477,2881,富邦金,4.83,108,7.00,0.80,109/2
478,2882,國泰金,5.17,108,9.25,0.73,109/2
480,2884,玉山金,6.46,108,14.64,1.65,109/2
481,2885,元大金,5.83,108,10.23,0.89,109/2
483,2887,台新金,6.30,108,10.85,0.82,109/2
484,2888,新光金,4.86,108,7.65,0.45,109/2
485,2889,國票金,6.95,108,12.16,0.94,109/2
486,2890,永豐金,6.42,108,10.58,0.84,109/2
487,2891,中信金,5.51,108,8.73,1.00,109/2
488,2892,第一金,6.60,108,14.01,1.20,109/2
492,2904,匯僑,6.90,108,11.49,1.72,109/2
493,2905,三商,9.69,108,5.69,0.83,109/2
500,2915,潤泰全,7.52,108,5.12,0.44,109/2
501,2923,鼎固-1KY,9.03,108,-1,0.88,109/2
502,2929,淘帝-1KY,5.78,108,-1,0.58,109/2
508,3005,神基,6.03,108,11.07,1.89,109/2
511,3010,華立,5.21,108,9.52,1.30,109/2
515,3015,全漢,4.72,108,14.58,0.67,109/2
528,3029,零壹,5.65,108,11.07,1.83,109/2
530,3031,佰鴻,6.26,108,12.13,0.90,109/2
535,3036,文曄,5.73,108,9.51,0.77,109/2
537,3038,全台,6.94,108,9.61,1.40,109/2
538,3040,遠見,4.39,108,8.61,1.56,109/2
542,3044,健鼎,6.42,108,9.96,1.87,109/2
546,3048,益登,5.46,108,8.88,1.21,109/2
550,3052,夆典,4.70,108,5.80,0.75,109/2
