,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,9.24,107,10.69,1.34,108/3
1,1102,亞泥,5.77,107,10.69,1.14,108/3
2,1103,嘉泥,4.69,107,10.54,0.63,108/3
3,1104,環泥,5.25,107,12.45,0.70,108/3
9,1210,大成,4.68,107,14.74,1.87,108/3
19,1229,聯華,5.75,107,14.06,1.56,108/3
34,1310,台苯,9.62,107,12.16,1.54,108/3
36,1313,聯成,4.59,107,-1,0.71,108/3
39,1316,上曜,14.26,107,-1,1.29,108/3
42,1323,永裕,5.37,107,10.24,1.52,108/3
47,1338,廣華-1KY,5.47,107,14.22,0.85,108/3
49,1340,勝悅-1KY,7.72,107,-1,0.39,108/3
52,1409,新纖,7.17,107,9.48,0.65,108/3
69,1441,大東,38.33,107,-1,0.73,108/3
78,1452,宏益,7.63,107,14.45,0.99,108/3
79,1453,大將,12.38,107,-1,0.61,108/3
83,1457,宜進,4.96,107,9.79,0.75,108/3
106,1514,亞力,5.60,107,12.40,1.25,108/3
112,1522,堤維西,4.68,107,12.30,1.32,108/3
113,1524,耿鼎,5.05,107,10.54,0.77,108/3
116,1527,鑽全,8.33,107,7.19,1.68,108/3
119,1530,亞崴,6.46,107,12.68,1.03,108/3
121,1532,勤美,9.00,107,12.99,0.98,108/3
127,1539,巨庭,9.05,107,4.04,0.97,108/3
128,1540,喬福,7.81,107,9.01,1.12,108/3
130,1558,伸興,8.30,107,11.26,1.71,108/3
141,1604,聲寶,7.11,107,9.85,1.11,108/3
142,1605,華新,8.03,107,14.38,0.66,108/3
148,1615,大山,7.63,107,10.41,1.18,108/3
150,1617,榮星,8.16,107,14.58,1.06,108/3
160,1712,興農,6.86,107,12.31,1.16,108/3
164,1718,中纖,9.32,107,-1,0.47,108/3
170,1725,元禎,5.54,107,13.53,0.81,108/3
195,1817,凱撒衛,6.55,107,12.54,1.53,108/3
198,1904,正隆,5.73,107,11.29,0.93,108/3
201,1907,永豐餘,4.58,107,11.20,0.57,108/3
209,2012,春雨,6.47,107,10.92,1.45,108/3
212,2015,豐興,7.46,107,13.54,1.76,108/3
213,2017,官田鋼,6.00,107,-1,0.59,108/3
214,2020,美亞,9.06,107,9.72,1.11,108/3
219,2027,大成鋼,9.84,107,11.09,1.35,108/3
222,2030,彰源,8.20,107,12.08,0.88,108/3
223,2031,新光鋼,4.93,107,-1,1.50,108/3
226,2034,允強,6.98,107,14.10,1.35,108/3
