,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.03,108,10.38,1.26,109/1
1,1102,亞泥,6.83,108,9.67,1.04,109/1
2,1103,嘉泥,6.23,108,10.77,0.49,109/1
3,1104,環泥,5.71,108,11.15,0.65,109/1
5,1109,信大,6.32,108,6.42,0.87,109/1
16,1220,台榮,5.56,108,14.40,0.83,109/1
20,1231,聯華食,5.06,108,14.16,1.94,109/1
29,1304,台聚,4.20,108,10.26,0.69,109/1
30,1305,華夏,5.26,108,13.01,1.17,109/1
32,1308,亞聚,6.34,108,11.57,0.98,109/1
33,1309,台達化,4.71,108,12.26,0.98,109/1
39,1316,上曜,17.34,107,-1,1.10,109/1
40,1319,東陽,4.81,108,11.91,1.00,109/1
42,1323,永裕,4.82,108,10.00,1.55,109/1
48,1339,昭輝,4.57,108,9.61,0.92,109/1
49,1340,勝悅-1KY,11.59,107,-1,0.28,109/1
51,1402,遠東新,5.58,108,14.08,0.71,109/1
52,1409,新纖,5.00,108,11.34,0.64,109/1
56,1416,廣豐,10.53,107,-1,0.54,109/1
57,1417,嘉裕,6.06,108,5.19,0.54,109/1
62,1434,福懋,7.34,108,11.20,1.00,109/1
65,1437,勤益控,5.39,108,5.28,0.66,109/1
67,1439,中和,13.85,108,3.45,1.18,109/1
69,1441,大東,47.14,107,-1,0.71,109/1
72,1444,力麗,5.81,107,-1,0.68,109/1
83,1457,宜進,8.44,108,-1,0.65,109/1
88,1465,偉全,9.80,108,-1,0.83,109/1
106,1514,亞力,5.70,108,13.67,1.38,109/1
112,1522,堤維西,6.02,108,13.21,1.09,109/1
113,1524,耿鼎,4.56,108,11.11,0.69,109/1
119,1530,亞崴,4.75,108,7.78,0.96,109/1
130,1558,伸興,6.64,108,11.26,1.65,109/1
133,1582,信錦,5.52,108,11.27,1.81,109/1
134,1583,程泰,4.99,108,13.45,1.40,109/1
141,1604,聲寶,7.65,108,9.61,1.13,109/1
143,1608,華榮,7.17,108,-1,0.67,109/1
145,1611,中電,9.23,108,6.34,0.97,109/1
148,1615,大山,8.99,108,10.45,1.39,109/1
164,1718,中纖,11.98,107,-1,0.38,109/1
195,1817,凱撒衛,5.63,108,12.64,1.28,109/1
198,1904,正隆,5.12,108,9.38,1.07,109/1
199,1905,華紙,4.48,107,-1,0.59,109/1
201,1907,永豐餘,5.38,108,7.69,0.60,109/1
204,2006,東和鋼鐵,5.65,108,14.06,0.98,109/1
213,2017,官田鋼,5.99,107,-1,0.62,109/1
