,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.49,109,11.04,1.36,109/4
1,1102,亞泥,7.60,109,10.66,1.06,109/4
2,1103,嘉泥,6.47,109,7.90,0.58,109/4
3,1104,環泥,4.71,109,12.23,0.82,109/4
4,1108,幸福,5.26,109,13.71,1.16,109/4
5,1109,信大,6.24,109,8.18,1.10,109/4
16,1220,台榮,6.87,109,14.26,1.09,109/4
32,1308,亞聚,5.44,109,13.55,1.24,109/4
36,1313,聯成,4.40,109,13.79,1.18,109/4
38,1315,達新,10.60,109,1.86,0.83,109/4
42,1323,永裕,4.53,109,10.94,1.44,109/4
53,1409,新纖,6.01,109,10.22,0.93,109/4
57,1416,廣豐,4.48,109,-1,0.58,109/4
61,1423,利華,8.22,109,8.55,1.01,109/4
62,1432,大魯閣,26.23,108,-1,1.43,109/4
68,1439,中和,20.12,108,-1,1.02,109/4
84,1457,宜進,8.15,109,6.37,0.89,109/4
88,1464,得力,8.50,108,-1,1.44,109/4
120,1530,亞崴,6.59,109,9.68,1.17,109/4
135,1583,程泰,4.63,109,14.76,1.47,109/4
136,1587,吉茂,5.94,109,12.65,1.70,109/4
143,1604,聲寶,8.28,109,6.23,1.44,109/4
144,1605,華新,4.64,109,9.37,0.74,109/4
155,1701,中化,4.28,109,12.42,1.05,109/4
156,1702,南僑,4.21,109,12.42,1.78,109/4
159,1709,和益,6.92,109,14.96,1.15,109/4
162,1712,興農,5.92,109,12.91,1.31,109/4
166,1718,中纖,5.01,109,13.68,0.56,109/4
168,1721,三晃,4.65,109,3.79,0.80,109/4
173,1726,永記,4.76,109,14.35,1.36,109/4
176,1731,美吾華,5.32,109,14.57,1.33,109/4
197,1817,凱撒衛,5.57,109,11.77,1.52,109/4
199,1904,正隆,4.86,109,11.01,1.61,109/4
202,1907,永豐餘,4.76,109,10.03,1.16,109/4
211,2013,中鋼構,6.24,109,13.76,1.80,109/4
215,2020,美亞,8.13,108,12.93,1.61,109/4
239,2107,厚生,5.96,109,9.56,0.77,109/4
243,2115,六暉-1KY,4.87,109,7.80,1.70,109/4
245,2204,中華,10.51,109,11.25,0.88,109/4
246,2206,三陽工業,4.23,109,12.65,1.66,109/4
266,2316,楠梓電,4.64,109,14.17,0.80,109/4
270,2324,仁寶,5.88,109,12.65,1.11,109/4
283,2347,聯強,6.00,109,11.25,1.68,109/4
291,2356,英業達,6.72,109,13.12,1.70,109/4
292,2357,華碩,7.00,109,10.39,1.37,109/4
297,2363,矽統,7.98,109,-1,0.72,109/4
317,2392,正崴,5.23,109,11.77,0.98,109/4
331,2414,精技,6.32,109,12.67,1.66,109/4
335,2420,新巨,6.64,109,13.24,1.82,109/4
344,2430,燦坤,5.88,109,14.24,0.92,109/4
346,2433,互盛電,6.62,109,13.84,1.88,109/4
356,2449,京元電子,4.54,109,14.83,1.84,109/4
365,2459,敦吉,5.60,109,13.86,1.38,109/4
374,2471,資通,4.85,109,14.93,1.90,109/4
376,2474,可成,4.85,108,7.43,0.99,109/4
397,2504,國產,5.58,109,12.81,1.57,109/4
405,2520,冠德,8.34,109,5.99,1.32,109/4
407,2527,宏璟,6.44,109,14.60,0.72,109/4
411,2535,達欣工,7.47,109,9.28,1.32,109/4
412,2536,宏普,5.29,108,12.34,0.62,109/4
414,2538,基泰,4.95,108,-1,0.70,109/4
419,2545,皇翔,10.20,109,8.27,1.27,109/4
420,2546,根基,6.98,109,8.73,1.78,109/4
422,2548,華固,7.49,109,9.29,1.49,109/4
424,2601,益航,12.50,108,-1,0.83,109/4
437,2616,山隆,6.32,109,12.75,0.93,109/4
460,2809,京城銀,4.51,109,8.13,0.96,109/4
461,2812,台中銀,6.05,109,11.75,0.83,109/4
463,2820,華票,5.54,109,13.31,0.83,109/4
464,2823,中壽,4.78,108,7.63,0.66,109/4
465,2832,台產,4.76,109,12.16,0.87,109/4
467,2836,高雄銀,4.59,109,14.72,0.70,109/4
468,2838,聯邦銀,5.63,109,10.67,0.61,109/4
470,2845,遠東銀,4.91,109,14.52,0.75,109/4
471,2849,安泰銀,4.83,108,13.60,0.86,109/4
472,2850,新產,4.92,109,7.67,0.95,109/4
473,2851,中再保,5.50,109,9.20,1.04,109/4
475,2855,統一證,7.72,109,9.53,1.17,109/4
479,2882,國泰金,4.23,108,9.32,0.78,109/4
480,2883,開發金,5.77,108,12.24,0.76,109/4
482,2885,元大金,5.22,109,11.56,1.10,109/4
484,2887,台新金,6.02,108,10.73,0.84,109/4
485,2888,新光金,4.40,109,8.42,0.50,109/4
487,2890,永豐金,5.58,109,11.51,0.91,109/4
488,2891,中信金,4.63,108,10.09,1.07,109/4
493,2904,匯僑,6.68,109,12.97,1.99,109/4
494,2905,三商,9.32,108,13.16,0.94,109/4
501,2915,潤泰全,6.36,109,5.34,0.40,109/4
511,3010,華立,4.81,109,10.35,1.49,109/4
515,3015,全漢,5.69,109,14.76,0.88,109/4
527,3028,增你強,6.57,109,13.08,1.29,109/4
532,3033,威健,6.22,109,11.34,1.30,109/4
535,3036,文曄,4.50,108,11.29,0.93,109/4
537,3038,全台,5.35,109,14.30,1.72,109/4
538,3040,遠見,11.18,109,8.04,1.92,109/4
550,3052,夆典,5.88,109,8.55,0.88,109/4
553,3056,總太,7.76,109,7.92,1.56,109/4
567,3209,全科,6.88,109,11.91,1.72,109/4
569,3231,緯創,6.53,109,10.80,1.31,109/4
576,3312,弘憶股,4.71,109,13.45,1.79,109/4
599,3528,安馳,6.35,109,14.36,1.98,109/4
631,3702,大聯大,5.11,108,10.87,1.35,109/4
632,3703,欣陸,5.45,109,13.74,0.89,109/4
634,3705,永信,4.54,109,14.83,1.83,109/4
640,4104,佳醫,5.96,109,14.49,1.09,109/4
652,4306,炎洲,6.36,109,10.59,0.91,109/4
654,4426,利勤,4.72,108,-1,1.41,109/4
675,4722,國精化,5.72,109,12.14,1.35,109/4
685,4906,正文,5.59,109,9.33,1.36,109/4
690,4927,泰鼎-1KY,4.51,109,10.54,1.66,109/4
693,4935,茂林-1KY,5.12,109,10.39,1.94,109/4
694,4938,和碩,6.14,109,9.66,1.20,109/4
695,4942,嘉彰,5.38,109,9.77,0.88,109/4
708,4999,鑫禾,5.15,109,10.30,1.23,109/4
726,5515,建國,5.69,109,9.69,0.82,109/4
727,5519,隆大,6.65,108,9.81,1.02,109/4
729,5522,遠雄,8.01,109,11.45,1.05,109/4
733,5534,長虹,6.02,109,9.21,1.32,109/4
734,5538,東明-1KY,4.31,109,14.22,1.69,109/4
736,5607,遠雄港,4.05,109,14.80,1.20,109/4
740,5876,上海商銀,4.12,109,13.70,1.19,109/4
743,5907,大洋-1KY,10.26,108,-1,0.49,109/4
744,6005,群益證,6.85,109,9.79,0.97,109/4
745,6024,群益期,6.86,109,14.14,1.38,109/4
747,6112,聚碩,5.73,109,14.93,1.92,109/4
768,6184,大豐電,6.67,109,13.30,1.56,109/4
769,6189,豐藝,6.80,109,13.76,1.90,109/4
771,6192,巨路,4.26,109,11.45,1.63,109/4
780,6214,精誠,5.75,108,12.93,1.60,109/4
788,6239,力成,4.48,109,12.94,1.87,109/4
791,6257,矽格,5.53,109,12.69,1.78,109/4
837,6641,基士德-1KY,6.03,109,11.39,1.95,109/4
843,6671,三能-1KY,6.12,109,13.39,1.78,109/4
850,6754,匯僑設計,5.93,109,14.63,1.59,109/4
859,8039,台虹,4.59,109,14.73,1.53,109/4
871,8131,福懋科,5.46,109,13.28,1.58,109/4
872,8150,南茂,4.70,109,14.42,1.64,109/4
