,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.82,109,12.27,1.48,110/1
1,1102,亞泥,7.02,109,9.90,1.13,110/1
2,1103,嘉泥,6.39,109,7.63,0.56,110/1
3,1104,環泥,4.85,109,10.37,0.79,110/1
5,1109,信大,5.75,109,7.46,1.15,110/1
15,1219,福壽,4.11,109,13.45,1.69,110/1
16,1220,台榮,5.78,109,13.41,1.26,110/1
19,1229,聯華,5.64,109,14.78,1.89,110/1
30,1305,華夏,6.30,109,9.41,1.91,110/1
32,1308,亞聚,4.31,109,12.50,1.45,110/1
38,1315,達新,10.54,109,1.86,0.84,110/1
42,1323,永裕,4.69,109,11.02,1.46,110/1
47,1338,廣華-1KY,5.47,109,12.70,0.83,110/1
53,1409,新纖,5.06,109,9.98,1.14,110/1
57,1416,廣豐,4.46,109,-1,0.59,110/1
61,1423,利華,8.45,109,7.03,0.97,110/1
68,1439,中和,20.00,108,-1,1.00,110/1
84,1457,宜進,7.81,109,5.66,0.91,110/1
128,1539,巨庭,4.41,108,-1,0.94,110/1
131,1558,伸興,5.85,109,9.43,1.85,110/1
134,1582,信錦,6.00,109,10.75,1.72,110/1
136,1587,吉茂,7.08,109,9.64,1.52,110/1
143,1604,聲寶,8.45,109,5.91,1.38,110/1
148,1612,宏泰,4.53,109,11.23,1.51,110/1
155,1701,中化,4.25,109,12.20,1.00,110/1
159,1709,和益,5.84,109,13.70,1.32,110/1
162,1712,興農,5.88,109,9.82,1.38,110/1
164,1714,和桐,5.93,109,6.24,0.94,110/1
166,1718,中纖,4.57,109,9.20,0.61,110/1
167,1720,生達,4.66,109,11.27,1.63,110/1
168,1721,三晃,5.06,109,3.67,0.75,110/1
172,1725,元禎,4.44,109,13.50,1.14,110/1
173,1726,永記,4.77,109,12.74,1.31,110/1
197,1817,凱撒衛,5.33,109,11.30,1.52,110/1
211,2013,中鋼構,6.71,109,12.54,1.61,110/1
239,2107,厚生,6.13,109,9.70,0.72,110/1
243,2115,六暉-1KY,5.41,109,6.36,1.49,110/1
245,2204,中華,9.82,109,9.99,0.91,110/1
246,2206,三陽工業,4.52,109,11.98,1.49,110/1
258,2247,汎德永業,4.98,109,14.18,1.53,110/1
268,2316,楠梓電,5.23,109,11.81,0.69,110/1
271,2323,中環,6.90,109,9.67,0.63,110/1
272,2324,仁寶,6.97,109,8.79,0.97,110/1
281,2340,台亞,5.13,109,14.34,1.38,110/1
285,2347,聯強,6.10,109,10.15,1.74,110/1
289,2352,佳世達,5.02,109,8.57,1.51,110/1
290,2353,宏碁,4.83,109,11.33,1.59,110/1
294,2357,華碩,6.74,109,8.09,1.32,110/1
299,2363,矽統,7.29,109,-1,0.75,110/1
319,2392,正崴,6.25,109,9.83,0.82,110/1
320,2393,億光,4.65,109,13.15,1.19,110/1
333,2414,精技,6.22,109,11.58,1.61,110/1
335,2417,圓剛,4.79,109,5.89,1.91,110/1
337,2420,新巨,6.81,109,12.65,1.72,110/1
346,2430,燦坤,4.70,109,14.47,1.11,110/1
348,2433,互盛電,6.74,109,13.73,1.76,110/1
358,2449,京元電子,4.79,109,13.13,1.66,110/1
361,2453,凌群,5.80,109,13.75,1.34,110/1
367,2459,敦吉,6.10,109,11.61,1.34,110/1
369,2461,光群雷,4.60,109,12.34,1.24,110/1
376,2471,資通,5.77,109,11.56,1.57,110/1
377,2472,立隆電,4.74,109,12.79,1.76,110/1
378,2474,可成,6.74,109,6.88,0.84,110/1
380,2477,美隆電,4.53,109,3.86,1.41,110/1
381,2478,大毅,4.39,109,14.49,1.62,110/1
389,2488,漢平,5.09,109,10.12,1.13,110/1
398,2501,國建,5.06,109,13.91,0.93,110/1
399,2504,國產,5.95,109,10.86,1.42,110/1
400,2505,國揚,8.18,109,2.19,1.22,110/1
407,2520,冠德,9.37,109,4.99,1.13,110/1
409,2527,宏璟,6.13,109,10.73,0.64,110/1
413,2535,達欣工,7.40,109,8.83,1.45,110/1
414,2536,宏普,5.49,109,14.47,0.60,110/1
416,2538,基泰,5.08,109,-1,0.68,110/1
419,2542,興富發,4.79,109,9.62,1.62,110/1
421,2545,皇翔,10.83,109,7.41,1.17,110/1
422,2546,根基,7.52,109,7.72,1.56,110/1
424,2548,華固,8.06,109,8.52,1.53,110/1
426,2601,益航,9.52,108,-1,1.11,110/1
439,2616,山隆,6.04,109,12.53,0.95,110/1
459,2739,寒舍,4.26,108,-1,1.83,110/1
462,2809,京城銀,4.49,109,6.40,0.93,110/1
463,2812,台中銀,6.05,109,11.07,0.81,110/1
465,2820,華票,5.44,109,12.31,0.84,110/1
467,2832,台產,5.05,109,14.73,0.83,110/1
470,2838,聯邦銀,5.43,109,9.51,0.63,110/1
472,2845,遠東銀,4.95,109,12.35,0.73,110/1
473,2849,安泰銀,5.02,109,13.99,0.82,110/1
474,2850,新產,4.92,109,6.62,0.90,110/1
475,2851,中再保,5.11,109,8.11,1.06,110/1
477,2855,統一證,7.20,109,6.75,1.21,110/1
480,2881,富邦金,4.12,109,7.10,1.03,110/1
481,2882,國泰金,4.60,109,7.35,0.94,110/1
482,2883,開發金,4.42,109,8.08,0.86,110/1
484,2885,元大金,4.71,109,10.54,1.19,110/1
486,2887,台新金,6.67,109,10.82,0.94,110/1
487,2888,新光金,4.11,109,7.54,0.56,110/1
488,2889,國票金,6.13,109,11.32,1.23,110/1
489,2890,永豐金,5.15,109,10.71,0.97,110/1
490,2891,中信金,4.68,109,8.91,1.10,110/1
494,2903,遠百,4.88,109,12.39,0.98,110/1
495,2904,匯僑,6.71,109,11.97,1.91,110/1
496,2905,三商,4.42,109,10.18,0.96,110/1
503,2915,潤泰全,6.03,109,3.79,0.53,110/1
505,2929,淘帝-1KY,9.24,108,-1,0.59,110/1
507,2939,凱羿-1KY,5.63,109,-1,1.53,110/1
511,3005,神基,7.30,109,10.38,1.98,110/1
514,3010,華立,5.08,109,8.63,1.31,110/1
518,3015,全漢,6.82,109,10.05,0.73,110/1
524,3022,威強電,4.04,109,8.33,1.11,110/1
530,3028,增你強,6.81,109,9.72,1.30,110/1
534,3032,偉訓,7.50,109,10.13,1.78,110/1
535,3033,威健,5.59,109,9.98,1.50,110/1
538,3036,文曄,5.95,109,10.63,1.05,110/1
540,3038,全台,5.70,109,12.99,1.70,110/1
541,3040,遠見,11.45,109,8.03,1.69,110/1
545,3044,健鼎,5.76,109,10.22,1.77,110/1
549,3048,益登,8.57,109,8.66,1.89,110/1
551,3050,鈺德,4.15,109,14.17,0.91,110/1
553,3052,夆典,6.35,109,6.74,0.81,110/1
556,3056,總太,7.72,109,5.33,1.37,110/1
571,3209,全科,7.10,109,9.71,1.72,110/1
573,3231,緯創,7.28,109,10.63,1.20,110/1
580,3312,弘憶股,4.93,109,10.68,1.64,110/1
585,3376,新日興,6.33,109,12.43,1.33,110/1
599,3501,維熹,4.99,109,13.92,1.04,110/1
609,3543,州巧,4.40,109,-1,0.82,110/1
619,3596,智易,6.63,109,10.71,1.90,110/1
622,3617,碩天,6.49,109,13.62,1.61,110/1
630,3679,新至陞,7.14,109,9.73,1.88,110/1
635,3702,大聯大,6.15,109,10.66,1.39,110/1
636,3703,欣陸,5.69,109,12.18,0.86,110/1
644,4104,佳醫,6.08,109,14.40,1.13,110/1
654,4164,承業醫,5.35,109,14.67,0.99,110/1
656,4306,炎洲,6.61,109,5.12,0.98,110/1
658,4426,利勤,4.92,108,-1,1.38,110/1
660,4439,冠星-1KY,4.18,109,10.93,1.92,110/1
679,4722,國精化,5.96,109,10.32,1.25,110/1
686,4766,南寶,4.64,109,14.18,1.60,110/1
689,4906,正文,6.67,109,6.62,0.99,110/1
