,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.03,108,9.98,1.25,108/4
1,1102,亞泥,6.88,108,8.40,1.00,108/4
2,1103,嘉泥,5.97,108,8.33,0.47,108/4
3,1104,環泥,5.65,108,10.17,0.64,108/4
5,1109,信大,6.36,108,6.13,0.87,108/4
7,1201,味全,6.09,108,8.18,1.59,108/4
9,1210,大成,5.21,108,14.47,1.81,108/4
27,1301,台塑,5.16,108,14.56,1.56,108/4
29,1304,台聚,4.08,108,10.29,0.70,108/4
32,1308,亞聚,6.23,108,11.93,0.96,108/4
33,1309,台達化,5.94,108,8.49,0.78,108/4
34,1310,台苯,6.01,108,9.97,1.25,108/4
38,1315,達新,7.46,108,13.40,1.11,108/4
39,1316,上曜,16.22,107,-1,1.15,108/4
40,1319,東陽,5.25,108,10.21,0.92,108/4
42,1323,永裕,4.82,108,10.00,1.55,109/1
45,1326,台化,5.22,108,14.33,1.19,108/4
47,1338,廣華-1KY,6.60,108,11.09,0.70,108/4
48,1339,昭輝,5.00,108,7.87,0.85,108/4
49,1340,勝悅-1KY,11.76,107,-1,0.27,108/4
51,1402,遠東新,5.48,108,13.61,0.72,108/4
52,1409,新纖,4.64,108,10.68,0.64,108/4
56,1416,廣豐,10.76,107,-1,0.53,108/4
57,1417,嘉裕,6.20,108,5.07,0.53,109/1
62,1434,福懋,7.52,108,10.80,0.87,108/4
65,1437,勤益控,5.28,108,4.82,0.65,108/4
67,1439,中和,13.76,108,3.48,1.19,108/4
69,1441,大東,45.27,107,-1,0.67,108/4
83,1457,宜進,8.55,108,11.36,0.63,108/4
87,1464,得力,7.25,108,14.18,1.45,108/4
88,1465,偉全,9.40,108,4.98,0.86,108/4
106,1514,亞力,6.06,108,13.75,1.34,108/4
112,1522,堤維西,5.89,108,10.65,1.11,108/4
113,1524,耿鼎,4.54,108,11.15,0.69,109/1
114,1525,江申,4.52,108,11.20,0.79,108/4
115,1526,日馳,4.11,108,12.39,1.14,109/1
116,1527,鑽全,9.31,107,10.37,1.53,108/4
119,1530,亞崴,4.75,108,7.77,0.96,109/1
127,1539,巨庭,5.32,108,14.07,0.75,108/4
128,1540,喬福,6.37,108,11.63,0.93,108/4
130,1558,伸興,6.59,108,11.96,1.70,108/4
133,1582,信錦,5.65,108,10.47,1.80,108/4
141,1604,聲寶,7.59,108,9.88,1.12,108/4
143,1608,華榮,6.60,108,5.35,0.62,108/4
145,1611,中電,8.82,108,6.38,1.00,108/4
148,1615,大山,9.28,108,9.89,1.33,108/4
154,1702,南僑,4.46,108,11.49,1.82,108/4
163,1717,長興,4.91,108,14.32,1.65,108/4
164,1718,中纖,11.74,107,-1,0.37,108/4
170,1725,元禎,5.68,108,13.32,0.73,108/4
195,1817,凱撒衛,5.77,108,12.32,1.24,109/1
198,1904,正隆,5.69,108,10.14,0.99,108/4
199,1905,華紙,4.70,107,-1,0.54,108/4
201,1907,永豐餘,5.53,108,9.17,0.54,108/4
204,2006,東和鋼鐵,5.86,108,14.78,0.96,108/4
209,2012,春雨,6.84,108,10.97,1.26,108/4
213,2017,官田鋼,6.25,107,-1,0.57,108/4
214,2020,美亞,10.25,108,9.21,1.28,108/4
222,2030,彰源,4.83,108,11.01,0.74,108/4
238,2107,厚生,4.44,108,11.69,0.58,108/4
242,2115,六暉-1KY,7.08,108,13.58,1.43,108/4
243,2201,裕隆,4.07,107,-1,0.56,108/4
244,2204,中華,5.49,107,-1,0.44,108/4
245,2206,三陽工業,5.09,108,7.25,1.15,108/4
249,2228,劍麟,5.55,108,10.40,1.73,108/4
251,2233,宇隆,6.62,107,11.91,1.39,108/4
253,2239,英利-1KY,4.17,108,10.97,0.65,108/4
255,2301,光寶科,6.89,108,11.38,1.64,109/1
264,2317,鴻海,5.32,107,9.04,0.84,108/4
267,2324,仁寶,6.42,108,11.69,0.77,108/4
269,2328,廣宇,5.28,108,9.52,0.90,108/4
276,2340,光磊,4.56,108,13.55,1.19,109/1
280,2347,聯強,6.64,108,9.57,1.31,108/4
284,2352,佳世達,4.99,107,9.37,0.99,108/4
286,2354,鴻準,5.71,107,11.11,0.73,108/4
288,2356,英業達,5.65,108,14.94,1.49,108/4
289,2357,華碩,7.11,108,12.06,0.83,108/4
291,2359,所羅門,4.19,108,10.27,0.72,108/4
294,2363,矽統,15.52,108,-1,0.80,108/4
296,2365,昆盈,4.94,108,12.46,0.59,108/4
302,2374,佳能,4.12,107,-1,0.53,108/4
314,2392,正崴,6.64,108,9.18,0.81,108/4
325,2409,友達,6.83,107,-1,0.39,108/4
328,2414,精技,6.40,108,12.88,1.43,108/4
332,2420,新巨,5.80,108,10.82,1.71,108/4
334,2423,固緯,6.26,108,11.14,1.48,108/4
339,2428,興勤,5.04,108,9.58,1.68,108/4
341,2430,燦坤,6.08,108,11.92,0.58,109/1
343,2433,互盛電,7.24,108,12.38,1.82,108/4
349,2441,超豐,5.03,108,12.38,1.52,109/1
350,2442,新美齊,18.71,107,11.37,0.62,108/4
354,2449,京元電子,4.95,108,14.60,1.70,108/4
357,2453,凌群,5.92,108,13.10,0.94,108/4
363,2459,敦吉,7.39,108,9.67,0.98,108/4
367,2464,盟立,7.16,108,10.00,1.68,108/4
370,2467,志聖,8.85,108,13.52,1.68,108/4
372,2471,資通,5.61,108,14.97,1.61,108/4
374,2474,可成,5.11,107,13.35,1.19,109/1
