,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.21,108,9.90,1.28,109/3
1,1102,亞泥,7.17,108,9.80,0.99,109/3
3,1104,環泥,4.51,108,11.08,0.81,109/3
5,1109,信大,5.80,108,7.10,0.93,109/3
16,1220,台榮,4.98,108,12.55,0.92,109/3
23,1234,黑松,5.18,108,14.98,0.74,109/3
32,1308,亞聚,5.64,108,13.64,1.06,109/3
34,1310,台苯,5.92,108,-1,1.43,109/3
38,1315,達新,5.13,108,1.78,0.79,109/3
42,1323,永裕,4.89,108,10.09,1.41,109/3
53,1409,新纖,4.23,108,8.61,0.69,109/3
62,1432,大魯閣,29.30,108,-1,0.93,109/3
63,1434,福懋,8.29,108,13.64,0.95,109/3
65,1436,華友聯,6.57,108,8.29,1.34,109/3
84,1457,宜進,6.94,108,5.11,0.71,109/3
89,1465,偉全,11.63,108,-1,0.78,109/3
120,1530,亞崴,4.66,108,9.02,1.01,109/3
128,1539,巨庭,4.28,108,-1,0.96,109/3
129,1540,喬福,6.60,108,-1,0.98,109/3
131,1558,伸興,6.29,108,11.55,1.77,109/3
134,1582,信錦,5.22,108,10.72,1.91,109/3
143,1604,聲寶,5.88,108,5.53,1.26,109/3
145,1608,華榮,5.50,108,12.63,0.80,109/3
147,1611,中電,9.38,108,5.12,0.99,109/3
150,1615,大山,8.42,108,9.42,1.54,109/3
156,1702,南僑,4.39,108,11.49,1.88,109/3
162,1712,興農,6.25,108,11.43,1.23,109/3
167,1720,生達,4.10,108,14.19,1.72,109/3
173,1726,永記,4.53,108,13.89,1.35,109/3
197,1817,凱撒衛,5.22,108,11.06,1.42,109/3
215,2020,美亞,9.87,108,11.30,1.40,109/3
220,2027,大成鋼,4.37,108,-1,1.54,109/3
243,2115,六暉-1KY,6.20,108,7.13,1.55,109/3
258,2301,光寶科,5.99,108,11.92,1.73,109/3
270,2324,仁寶,5.57,108,13.81,0.91,109/3
283,2347,聯強,5.54,108,10.27,1.56,109/3
291,2356,英業達,5.53,108,10.54,1.47,109/3
292,2357,華碩,4.95,108,10.86,1.14,109/3
297,2363,矽統,10.39,108,-1,0.91,109/3
317,2392,正崴,5.42,108,10.56,0.98,109/3
331,2414,精技,5.87,108,12.05,1.53,109/3
335,2420,新巨,5.98,108,11.26,1.65,109/3
344,2430,燦坤,5.08,108,12.63,0.70,109/3
346,2433,互盛電,7.52,108,12.85,1.87,109/3
356,2449,京元電子,4.86,108,11.46,1.64,109/3
359,2453,凌群,5.83,108,12.25,0.94,109/3
365,2459,敦吉,6.59,108,10.19,1.11,109/3
374,2471,資通,5.41,108,12.74,1.68,109/3
376,2474,可成,4.81,108,14.79,1.10,109/3
387,2488,漢平,7.71,108,12.49,1.19,109/3
391,2493,揚博,7.10,108,14.02,1.75,109/3
392,2495,普安,5.00,108,-1,0.84,109/3
405,2520,冠德,4.52,108,8.24,1.25,109/3
411,2535,達欣工,5.28,108,8.96,1.08,109/3
412,2536,宏普,5.41,108,10.57,0.61,109/3
414,2538,基泰,4.93,108,-1,0.70,109/3
420,2546,根基,6.24,108,10.63,1.73,109/3
422,2548,華固,8.52,108,10.71,1.45,109/3
424,2601,益航,13.12,108,-1,0.80,109/3
435,2614,東森,6.10,108,12.52,1.49,109/3
437,2616,山隆,5.64,108,12.04,0.91,109/3
457,2739,寒舍,4.35,108,-1,1.67,109/3
461,2812,台中銀,7.37,108,10.24,0.79,109/3
462,2816,旺旺保,6.72,108,6.80,0.80,109/3
463,2820,華票,4.86,108,13.33,0.81,109/3
464,2823,中壽,5.32,108,6.50,0.66,109/3
465,2832,台產,4.98,108,10.69,0.79,109/3
466,2834,臺企銀,7.39,108,14.80,0.73,109/3
467,2836,高雄銀,5.13,108,13.81,0.67,109/3
468,2838,聯邦銀,7.55,108,10.39,0.60,109/3
470,2845,遠東銀,7.01,108,12.41,0.75,109/3
471,2849,安泰銀,4.83,108,14.80,0.87,109/3
472,2850,新產,4.79,108,7.03,0.97,109/3
473,2851,中再保,4.03,108,8.80,1.05,109/3
474,2852,第一保,7.38,108,12.04,0.59,109/3
475,2855,統一證,5.70,108,11.38,1.07,109/3
478,2881,富邦金,4.26,108,7.39,0.82,109/3
479,2882,國泰金,4.85,108,8.08,0.74,109/3
480,2883,開發金,6.49,108,12.33,0.73,109/3
482,2885,元大金,5.00,108,11.17,1.03,109/3
484,2887,台新金,6.13,108,10.70,0.84,109/3
485,2888,新光金,4.60,108,7.44,0.46,109/3
486,2889,國票金,6.28,108,12.67,1.02,109/3
487,2890,永豐金,6.17,108,10.51,0.85,109/3
488,2891,中信金,5.08,108,9.66,1.06,109/3
493,2904,匯僑,6.21,108,11.75,1.83,109/3
494,2905,三商,9.71,108,11.57,0.97,109/3
501,2915,潤泰全,7.28,108,5.63,0.43,109/3
502,2923,鼎固-1KY,7.66,108,-1,0.98,109/3
503,2929,淘帝-1KY,10.82,108,-1,0.35,109/3
505,2939,凱羿-1KY,14.75,108,-1,1.42,109/3
509,3005,神基,5.79,108,11.28,1.86,109/3
512,3010,華立,4.47,108,9.89,1.43,109/3
528,3028,增你強,4.43,108,13.58,1.02,109/3
532,3032,偉訓,4.96,108,10.29,1.99,109/3
536,3036,文曄,5.02,108,10.33,0.87,109/3
538,3038,全台,6.59,108,11.38,1.43,109/3
543,3044,健鼎,5.60,108,11.43,1.98,109/3
547,3048,益登,4.22,108,9.83,1.49,109/3
551,3052,夆典,4.18,108,4.64,0.80,109/3
568,3209,全科,5.66,108,9.74,1.37,109/3
570,3231,緯創,6.66,108,9.29,1.21,109/3
577,3312,弘憶股,8.33,108,12.41,1.27,109/3
596,3501,維熹,5.74,108,13.48,1.06,109/3
600,3528,安馳,6.02,108,12.48,1.88,109/3
616,3596,智易,5.02,108,13.42,1.76,109/3
632,3702,大聯大,5.52,108,10.50,1.28,109/3
635,3705,永信,5.07,108,13.78,1.84,109/3
636,3706,神達,7.36,108,12.06,0.87,109/3
641,4104,佳醫,5.94,108,14.40,1.04,109/3
651,4164,承業醫,5.38,108,14.13,1.00,109/3
655,4426,利勤,4.52,108,-1,1.45,109/3
657,4439,冠星-1KY,5.43,108,12.70,1.97,109/3
664,4552,力達-1KY,4.76,108,14.81,0.83,109/3
676,4722,國精化,6.01,108,11.84,1.20,109/3
680,4755,三福化,4.08,108,14.26,1.73,109/3
688,4915,致伸,4.43,108,11.34,1.93,109/3
689,4916,事欣科,8.97,108,-1,1.40,109/3
691,4927,泰鼎-1KY,4.39,108,12.53,1.82,109/3
695,4938,和碩,5.70,108,8.72,1.30,109/3
696,4942,嘉彰,6.69,108,8.47,0.75,109/3
709,4999,鑫禾,4.86,108,11.63,1.14,109/3
728,5519,隆大,9.06,108,9.55,0.78,109/3
730,5522,遠雄,6.69,108,13.24,1.06,109/3
734,5534,長虹,7.86,108,9.44,1.36,109/3
741,5876,上海商銀,4.98,108,13.46,1.21,109/3
745,6005,群益證,5.65,108,10.25,0.89,109/3
