,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.32,108,9.67,1.27,109/2
1,1102,亞泥,7.24,108,10.13,1.02,109/2
3,1104,環泥,4.90,108,11.53,0.77,109/2
5,1109,信大,5.73,108,7.11,0.98,109/2
16,1220,台榮,5.04,108,13.08,0.93,109/2
32,1308,亞聚,5.95,108,12.09,1.03,109/2
41,1323,永裕,4.84,108,9.58,1.49,109/2
51,1409,新纖,4.93,108,7.38,0.60,109/2
56,1417,嘉裕,4.48,108,7.80,0.74,109/2
61,1434,福懋,7.94,108,12.70,0.94,109/2
63,1436,華友聯,6.68,108,14.55,1.40,109/2
82,1457,宜進,7.17,108,6.23,0.69,109/2
87,1465,偉全,11.58,108,-1,0.77,109/2
117,1530,亞崴,5.00,108,8.38,0.95,109/2
126,1540,喬福,6.80,108,-1,0.94,109/2
128,1558,伸興,6.64,108,11.62,1.79,109/2
132,1583,程泰,5.04,108,13.19,1.38,109/2
143,1611,中電,10.91,108,5.21,0.88,109/2
146,1615,大山,9.20,108,9.46,1.35,109/2
152,1702,南僑,4.69,108,12.14,1.88,109/2
158,1712,興農,6.62,108,12.68,1.20,109/2
168,1725,元禎,5.81,108,14.84,0.79,109/2
169,1726,永記,4.58,108,14.84,1.38,109/2
193,1817,凱撒衛,5.61,108,11.69,1.36,109/2
201,2006,東和鋼鐵,4.62,108,14.41,1.23,109/2
206,2012,春雨,7.32,108,14.39,1.32,109/2
211,2020,美亞,11.46,108,12.62,1.27,109/2
216,2027,大成鋼,5.81,108,-1,1.10,109/2
235,2107,厚生,4.11,108,8.95,0.65,109/2
239,2115,六暉-1KY,6.44,108,6.66,1.48,109/2
254,2301,光寶科,7.05,108,10.02,1.54,109/2
263,2317,鴻海,5.20,108,10.83,0.96,109/2
266,2324,仁寶,6.49,108,12.59,0.79,109/2
268,2328,廣宇,5.67,108,12.01,0.89,109/2
279,2347,聯強,6.10,108,9.96,1.51,109/2
285,2354,鴻準,4.87,108,11.30,0.76,109/2
287,2356,英業達,6.02,108,10.85,1.40,109/2
288,2357,華碩,5.80,108,12.39,1.04,109/2
293,2363,矽統,13.59,108,-1,0.96,109/2
313,2392,正崴,5.94,108,9.57,0.97,109/2
327,2414,精技,5.99,108,12.46,1.56,109/2
331,2420,新巨,6.18,108,11.12,1.67,109/2
333,2423,固緯,6.76,108,13.14,1.48,109/2
