,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.32,108,9.67,1.27,109/2
1,1102,亞泥,7.36,108,8.98,0.96,109/1
2,1103,嘉泥,6.10,108,11.01,0.50,109/1
3,1104,環泥,5.65,108,10.00,0.67,109/2
5,1109,信大,6.40,108,6.35,0.86,109/1
16,1220,台榮,5.36,108,14.93,0.86,109/1
29,1304,台聚,4.10,108,10.52,0.71,109/1
30,1305,華夏,5.59,108,12.26,1.10,109/1
32,1308,亞聚,6.40,108,11.47,0.98,109/1
40,1319,東陽,4.83,108,11.86,1.00,109/1
42,1323,永裕,4.80,108,9.65,1.50,109/2
48,1339,昭輝,4.58,108,9.57,0.92,109/1
51,1402,遠東新,5.70,108,13.77,0.69,109/1
52,1409,新纖,4.76,108,11.91,0.67,109/1
57,1417,嘉裕,5.43,108,5.79,0.61,109/1
62,1434,福懋,8.26,108,12.20,0.90,109/2
64,1436,華友聯,6.85,108,14.20,1.37,109/2
67,1439,中和,12.85,108,3.72,1.28,109/1
83,1457,宜進,7.63,108,-1,0.72,109/1
88,1465,偉全,9.93,108,-1,0.82,109/1
119,1530,亞崴,4.85,108,8.65,0.98,109/2
128,1540,喬福,6.78,108,-1,0.94,109/2
130,1558,伸興,6.59,108,11.71,1.80,109/2
133,1582,信錦,5.42,108,9.96,1.95,109/2
134,1583,程泰,4.93,108,13.60,1.42,109/1
145,1611,中電,10.81,108,5.41,0.83,109/1
148,1615,大山,9.30,108,10.09,1.34,109/1
154,1702,南僑,4.78,108,12.27,1.91,109/1
160,1712,興農,6.39,108,13.13,1.25,109/2
170,1725,元禎,5.89,108,14.63,0.77,109/2
195,1817,凱撒衛,5.66,108,11.57,1.35,109/2
197,1904,正隆,4.72,108,10.16,1.16,109/1
200,1907,永豐餘,4.91,108,8.43,0.65,109/1
203,2006,東和鋼鐵,5.49,108,14.47,1.01,109/1
208,2012,春雨,7.52,108,13.99,1.29,109/2
237,2107,厚生,4.63,108,7.94,0.58,109/2
241,2115,六暉-1KY,5.73,108,7.49,1.66,109/2
250,2233,宇隆,4.92,108,14.56,1.61,109/2
254,2301,光寶科,6.72,108,10.51,1.62,109/2
263,2317,鴻海,5.16,108,11.56,0.93,109/1
266,2324,仁寶,6.43,108,13.04,0.81,109/1
268,2328,廣宇,5.49,108,12.38,0.92,109/2
279,2347,聯強,5.83,108,10.42,1.58,109/2
283,2352,佳世達,4.17,108,12.50,1.08,109/2
285,2354,鴻準,4.66,108,11.10,0.77,109/1
287,2356,英業達,5.44,108,12.01,1.55,109/2
293,2363,矽統,14.34,108,-1,0.94,109/2
295,2365,昆盈,4.96,108,11.28,0.65,109/2
312,2392,正崴,6.14,108,10.33,0.89,109/1
326,2414,精技,5.75,108,12.99,1.62,109/2
330,2420,新巨,5.78,108,11.89,1.78,109/2
332,2423,固緯,6.61,108,10.86,1.52,109/1
339,2430,燦坤,5.45,108,12.57,0.66,109/2
341,2433,互盛電,7.68,108,12.09,1.75,109/1
347,2441,超豐,4.41,108,13.03,1.78,109/2
352,2449,京元電子,5.03,108,10.85,1.70,109/2
355,2453,凌群,5.87,108,13.98,0.94,109/1
361,2459,敦吉,7.49,108,9.31,1.03,109/2
368,2467,志聖,8.98,108,13.45,1.71,109/1
372,2474,可成,4.57,108,12.44,1.11,109/1
374,2477,美隆電,7.34,108,12.39,1.35,109/1
383,2488,漢平,7.44,108,12.31,1.28,109/2
387,2493,揚博,7.70,108,12.98,1.65,109/2
388,2495,普安,4.84,108,-1,0.87,109/2
401,2520,冠德,4.34,108,11.67,1.32,109/1
403,2527,宏璟,8.43,108,7.29,0.79,109/1
407,2535,達欣工,5.80,108,7.56,0.99,109/2
408,2536,宏普,4.89,108,9.06,0.69,109/2
410,2538,基泰,5.09,108,-1,0.67,109/2
416,2546,根基,7.00,108,12.14,1.66,109/1
418,2548,華固,8.62,108,5.51,1.47,109/2
420,2601,益航,13.05,108,5.96,0.69,109/1
433,2616,山隆,6.06,108,13.03,0.98,109/2
434,2617,台航,4.95,108,11.06,0.67,109/2
439,2636,台驊投控,4.28,108,10.82,1.51,109/2
456,2809,京城銀,4.10,108,8.85,1.01,109/2
457,2812,台中銀,6.67,108,10.62,0.85,109/1
458,2816,旺旺保,7.69,108,9.11,0.73,109/1
460,2823,中壽,5.85,108,5.99,0.93,109/1
461,2832,台產,5.04,108,11.47,0.84,109/1
462,2834,臺企銀,6.93,108,12.32,0.75,109/1
463,2836,高雄銀,5.12,108,13.29,0.71,109/1
464,2838,聯邦銀,7.73,108,10.56,0.59,109/1
466,2845,遠東銀,6.58,108,13.24,0.80,109/1
467,2849,安泰銀,5.27,108,12.15,0.79,109/1
468,2850,新產,5.24,108,7.53,0.96,109/1
469,2851,中再保,4.74,108,9.60,0.92,109/1
474,2881,富邦金,4.78,108,6.98,0.96,109/1
475,2882,國泰金,4.94,108,8.17,0.90,109/1
476,2883,開發金,6.91,108,14.47,0.77,109/1
478,2885,元大金,5.51,108,11.62,0.97,109/1
480,2887,台新金,6.04,108,12.05,0.85,109/1
481,2888,新光金,4.62,108,6.03,0.71,109/1
482,2889,國票金,6.95,108,13.72,0.97,109/1
483,2890,永豐金,6.39,108,11.17,0.85,109/1
484,2891,中信金,5.15,108,8.82,1.13,109/1
489,2904,匯僑,6.88,108,12.70,1.62,109/1
490,2905,三商,8.10,108,5.14,1.19,109/1
497,2915,潤泰全,7.46,108,3.71,0.68,109/1
498,2923,鼎固-1KY,8.92,108,-1,0.89,109/2
499,2929,淘帝-1KY,4.49,108,4.15,0.65,109/1
504,3004,豐達科,4.98,108,10.43,1.51,109/2
505,3005,神基,6.49,108,12.15,1.86,109/1
508,3010,華立,5.63,108,9.39,1.17,109/1
512,3015,全漢,4.85,108,14.17,0.65,109/2
527,3031,佰鴻,6.19,108,12.27,0.91,109/2
528,3032,偉訓,5.62,108,13.65,1.80,109/1
532,3036,文曄,4.95,108,9.04,1.11,109/1
534,3038,全台,6.63,108,10.84,1.40,109/1
535,3040,遠見,4.17,108,9.07,1.64,109/2
539,3044,健鼎,6.02,108,10.63,1.99,109/2
543,3048,益登,5.62,108,8.64,1.18,109/2
550,3056,總太,8.40,108,9.86,1.69,109/2
563,3209,全科,6.48,108,9.10,1.26,109/2
572,3312,弘憶股,7.69,108,11.91,1.28,109/1
591,3501,維熹,6.55,108,12.58,0.98,109/2
595,3528,安馳,6.44,108,12.78,1.83,109/2
611,3596,智易,5.54,108,14.52,1.67,109/2
614,3617,碩天,6.76,108,13.24,1.55,109/1
622,3679,新至陞,4.47,108,9.80,1.44,109/2
628,3702,大聯大,5.91,108,11.22,1.17,109/1
631,3705,永信,4.86,108,14.43,1.86,109/1
632,3706,神達,7.65,108,10.20,0.78,109/2
646,4155,訊映,5.30,108,14.75,1.71,109/1
647,4164,承業醫,4.92,108,14.57,1.14,109/2
653,4439,冠星-1KY,5.87,108,11.12,1.77,109/1
660,4552,力達-1KY,5.26,108,13.86,0.75,109/1
662,4557,永新-1KY,8.20,108,13.68,1.80,109/2
663,4560,強信-1KY,9.68,108,10.70,1.62,109/1
666,4566,時碩工業,4.37,108,11.24,1.13,109/1
667,4571,鈞興-1KY,5.32,108,13.36,1.74,109/1
670,4581,光隆精密-1KY,8.23,108,13.30,1.34,109/1
672,4722,國精化,6.82,108,11.05,1.09,109/2
680,4766,南寶,4.48,108,12.32,1.67,109/1
685,4915,致伸,5.82,108,8.63,1.58,109/2
686,4916,事欣科,9.48,108,10.05,1.27,109/2
689,4930,燦星網,4.59,108,10.09,0.41,109/2
692,4938,和碩,7.25,108,8.30,1.10,109/1
693,4942,嘉彰,6.62,108,7.86,0.78,109/2
706,4999,鑫禾,5.21,108,11.81,1.09,109/2
712,5243,乙盛-1KY,5.09,108,13.75,1.09,109/2
726,5515,建國,4.37,108,13.08,0.72,109/1
727,5519,隆大,8.33,108,13.06,0.88,109/2
729,5522,遠雄,8.22,108,13.76,0.91,109/1
733,5534,長虹,6.99,108,8.30,1.42,109/1
734,5538,東明-1KY,5.02,108,11.91,1.31,109/1
738,5706,鳳凰,4.41,108,10.12,1.70,109/1
740,5876,上海商銀,4.72,108,13.23,1.26,109/1
745,6024,群益期,4.94,108,13.46,1.27,109/1
770,6184,大豐電,7.39,108,12.45,1.52,109/2
771,6189,豐藝,6.85,108,11.98,1.56,109/1
773,6192,巨路,4.92,108,11.47,1.50,109/2
775,6197,佳必琪,8.36,108,13.97,1.57,109/2
782,6214,精誠,6.08,108,13.75,1.53,109/1
787,6226,光鼎,5.13,108,7.88,0.77,109/2
790,6239,力成,4.90,108,11.07,1.59,109/1
793,6257,矽格,5.17,108,11.11,1.62,109/2
799,6282,康舒,4.48,108,6.26,1.31,109/2
815,6452,康友-1KY,5.17,108,8.98,1.01,109/1
837,6641,基士德-1KY,7.52,108,9.97,1.87,109/2
843,6671,三能-1KY,8.12,108,12.15,1.39,109/1
845,6674,鋐寶科技,4.61,108,-1,1.26,109/2
863,8112,至上,8.96,108,8.49,1.61,109/1
865,8131,福懋科,6.12,108,11.41,1.48,109/2
866,8150,南茂,5.60,108,9.86,1.20,109/2
867,8163,達方,5.92,108,13.30,1.34,109/2
870,8213,志超,6.14,108,6.18,0.97,109/2
875,8271,宇瞻,6.15,108,9.36,1.52,109/2
877,8367,建新國際,4.23,108,10.57,1.04,109/2
890,8466,美吉吉-1KY,6.49,108,12.92,1.73,109/2
905,9904,寶成,4.48,108,8.13,0.81,109/1
906,9905,大華,4.69,108,12.68,0.96,109/2
918,9924,福興,6.35,108,9.66,1.45,109/2
931,9939,宏全,5.59,108,12.05,1.39,109/1
937,9945,潤泰新,11.32,108,5.37,0.86,109/1
938,9946,三發地產,8.91,108,4.49,0.79,109/1
