,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,6.81,109,12.30,1.48,110/1
1,1102,亞泥,6.97,109,9.96,1.13,110/1
2,1103,嘉泥,6.29,109,7.75,0.57,110/1
3,1104,環泥,4.79,109,10.48,0.79,110/1
5,1109,信大,5.70,109,7.51,1.16,110/1
15,1219,福壽,4.03,109,13.70,1.72,110/1
16,1220,台榮,5.65,109,13.72,1.29,110/1
19,1229,聯華,5.63,109,14.80,1.90,110/1
30,1305,華夏,6.21,109,9.55,1.94,110/1
32,1308,亞聚,4.26,109,12.65,1.47,110/1
38,1315,達新,10.58,109,1.85,0.84,110/1
42,1323,永裕,4.65,109,11.10,1.47,110/1
47,1338,廣華-1KY,5.45,109,12.74,0.83,110/1
53,1409,新纖,4.94,109,10.21,1.17,110/1
57,1416,廣豐,4.41,109,-1,0.60,110/1
61,1423,利華,8.41,109,7.06,0.98,110/1
68,1439,中和,19.72,108,-1,1.01,110/1
84,1457,宜進,7.50,109,5.90,0.95,110/1
128,1539,巨庭,4.42,108,-1,0.94,110/1
131,1558,伸興,5.76,109,9.58,1.88,110/1
134,1582,信錦,5.95,109,10.84,1.73,110/1
136,1587,吉茂,7.04,109,9.69,1.53,110/1
143,1604,聲寶,8.45,109,5.91,1.38,110/1
148,1612,宏泰,4.41,109,11.53,1.55,110/1
155,1701,中化,4.18,109,12.38,1.01,110/1
159,1709,和益,5.54,109,14.43,1.39,110/1
162,1712,興農,5.86,109,9.87,1.38,110/1
164,1714,和桐,5.76,109,6.43,0.97,110/1
166,1718,中纖,4.42,109,9.50,0.63,110/1
167,1720,生達,4.65,109,11.28,1.63,110/1
168,1721,三晃,5.01,109,3.71,0.76,110/1
172,1725,元禎,4.39,109,13.66,1.15,110/1
173,1726,永記,4.74,109,12.81,1.32,110/1
197,1817,凱撒衛,5.49,109,10.98,1.48,110/1
211,2013,中鋼構,6.59,109,12.76,1.64,110/1
239,2107,厚生,6.07,109,9.80,0.73,110/1
243,2115,六暉-1KY,5.32,109,6.46,1.51,110/1
245,2204,中華,9.72,109,10.08,0.92,110/1
246,2206,三陽工業,4.51,109,12.00,1.49,110/1
258,2247,汎德永業,4.97,109,14.22,1.54,110/1
268,2316,楠梓電,5.14,109,12.02,0.70,110/1
271,2323,中環,6.70,109,9.95,0.65,110/1
272,2324,仁寶,6.91,109,8.87,0.98,110/1
281,2340,台亞,5.14,109,14.31,1.38,110/1
285,2347,聯強,6.04,109,10.24,1.76,110/1
289,2352,佳世達,4.97,109,8.65,1.52,110/1
290,2353,宏碁,4.74,109,11.55,1.62,110/1
294,2357,華碩,6.67,109,8.17,1.34,110/1
299,2363,矽統,7.39,109,-1,0.74,110/1
319,2392,正崴,6.25,109,9.83,0.82,110/1
320,2393,億光,4.61,109,13.26,1.20,110/1
333,2414,精技,6.20,109,11.62,1.61,110/1
335,2417,圓剛,4.71,109,5.99,1.94,110/1
337,2420,新巨,6.83,109,12.62,1.72,110/1
346,2430,燦坤,4.95,109,13.73,1.05,110/1
348,2433,互盛電,6.73,109,13.75,1.76,110/1
358,2449,京元電子,4.74,109,13.25,1.67,110/1
361,2453,凌群,5.77,109,13.83,1.35,110/1
367,2459,敦吉,6.10,109,11.61,1.34,110/1
369,2461,光群雷,4.50,109,12.63,1.27,110/1
376,2471,資通,5.69,109,11.71,1.59,110/1
377,2472,立隆電,4.69,109,12.93,1.78,110/1
378,2474,可成,6.70,109,6.91,0.85,110/1
380,2477,美隆電,4.51,109,3.88,1.42,110/1
381,2478,大毅,4.41,109,14.41,1.61,110/1
389,2488,漢平,5.08,109,10.15,1.13,110/1
398,2501,國建,5.06,109,13.91,0.93,110/1
399,2504,國產,5.92,109,10.93,1.43,110/1
400,2505,國揚,8.17,109,2.19,1.22,110/1
407,2520,冠德,9.24,109,5.06,1.15,110/1
409,2527,宏璟,6.13,109,10.73,0.64,110/1
413,2535,達欣工,7.43,109,8.80,1.44,110/1
414,2536,宏普,5.48,109,14.50,0.60,110/1
416,2538,基泰,5.07,109,-1,0.69,110/1
419,2542,興富發,4.83,109,9.54,1.61,110/1
421,2545,皇翔,10.84,109,7.40,1.17,110/1
422,2546,根基,7.52,109,7.73,1.56,110/1
424,2548,華固,7.53,109,9.12,1.64,110/1
426,2601,益航,9.39,108,-1,1.13,110/1
439,2616,山隆,6.01,109,12.58,0.95,110/1
459,2739,寒舍,4.21,108,-1,1.86,110/1
462,2809,京城銀,4.50,109,6.39,0.93,110/1
463,2812,台中銀,6.00,109,11.17,0.81,110/1
465,2820,華票,5.42,109,12.35,0.84,110/1
467,2832,台產,5.07,109,14.66,0.83,110/1
470,2838,聯邦銀,5.41,109,9.55,0.63,110/1
472,2845,遠東銀,4.93,109,12.41,0.74,110/1
473,2849,安泰銀,5.02,109,13.99,0.82,110/1
474,2850,新產,4.92,109,6.62,0.90,110/1
475,2851,中再保,5.08,109,8.15,1.07,110/1
477,2855,統一證,7.10,109,6.84,1.23,110/1
480,2881,富邦金,4.07,109,7.18,1.04,110/1
481,2882,國泰金,4.56,109,7.42,0.94,110/1
482,2883,開發金,4.38,109,8.15,0.87,110/1
484,2885,元大金,4.64,109,10.68,1.20,110/1
486,2887,台新金,6.60,109,10.93,0.95,110/1
487,2888,新光金,4.04,109,7.67,0.57,110/1
488,2889,國票金,6.01,109,11.56,1.25,110/1
489,2890,永豐金,5.13,109,10.75,0.97,110/1
490,2891,中信金,4.66,109,8.95,1.10,110/1
494,2903,遠百,4.84,109,12.50,0.99,110/1
495,2904,匯僑,6.69,109,12.01,1.92,110/1
496,2905,三商,4.33,109,10.41,0.98,110/1
503,2915,潤泰全,6.02,109,3.80,0.53,110/1
505,2929,淘帝-1KY,9.69,108,-1,0.57,110/1
507,2939,凱羿-1KY,5.56,109,-1,1.55,110/1
511,3005,神基,7.26,109,10.43,1.99,110/1
514,3010,華立,5.15,109,8.51,1.29,110/1
518,3015,全漢,6.83,109,10.03,0.73,110/1
530,3028,增你強,6.80,109,9.74,1.30,110/1
534,3032,偉訓,7.52,109,10.11,1.78,110/1
535,3033,威健,5.59,109,9.98,1.50,110/1
538,3036,文曄,5.90,109,10.71,1.06,110/1
540,3038,全台,5.65,109,13.12,1.72,110/1
541,3040,遠見,11.42,109,8.05,1.70,110/1
545,3044,健鼎,5.79,109,10.18,1.76,110/1
549,3048,益登,8.44,109,8.79,1.92,110/1
551,3050,鈺德,4.08,109,14.41,0.92,110/1
553,3052,夆典,6.32,109,6.76,0.81,110/1
556,3056,總太,7.72,109,5.33,1.37,110/1
571,3209,全科,7.09,109,9.72,1.72,110/1
573,3231,緯創,7.18,109,10.79,1.21,110/1
