,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.14,108,9.81,1.23,108/4
1,1102,亞泥,7.10,108,8.14,0.97,108/4
2,1103,嘉泥,6.08,108,8.18,0.46,108/4
3,1104,環泥,5.81,108,9.89,0.63,108/4
5,1109,信大,4.71,107,6.03,0.85,108/4
7,1201,味全,6.35,108,7.85,1.53,108/4
9,1210,大成,5.51,108,13.66,1.71,108/4
16,1220,台榮,5.74,108,14.72,0.81,108/4
20,1231,聯華食,5.12,108,13.67,1.97,108/4
23,1234,黑松,5.48,108,14.69,0.70,108/4
27,1301,台塑,5.37,108,13.99,1.49,108/4
29,1304,台聚,4.15,108,10.13,0.69,108/4
30,1305,華夏,6.08,108,13.48,1.05,108/4
32,1308,亞聚,6.79,108,10.95,0.88,108/4
33,1309,台達化,6.36,108,7.92,0.73,108/4
34,1310,台苯,4.69,108,9.58,1.20,108/4
38,1315,達新,7.54,108,13.26,1.10,108/4
39,1316,上曜,18.53,107,-1,1.00,108/4
40,1319,東陽,5.24,108,10.22,0.92,108/4
42,1323,永裕,5.04,108,9.89,1.41,108/4
45,1326,台化,5.41,108,13.82,1.15,108/4
47,1338,廣華-1KY,7.16,108,10.23,0.64,108/4
48,1339,昭輝,4.97,108,7.92,0.86,108/4
49,1340,勝悅-1KY,12.85,107,-1,0.23,108/3
51,1402,遠東新,6.06,108,12.31,0.65,108/4
52,1409,新纖,5.16,108,9.59,0.58,108/4
56,1416,廣豐,11.59,107,-1,0.49,108/4
57,1417,嘉裕,6.37,108,4.70,0.48,108/4
62,1434,福懋,7.74,108,10.49,0.85,108/4
65,1437,勤益控,5.41,108,4.70,0.64,108/4
67,1439,中和,13.55,108,3.53,1.21,108/4
69,1441,大東,45.90,107,-1,0.66,108/4
78,1452,宏益,7.10,108,12.71,0.90,108/4
83,1457,宜進,8.70,108,11.17,0.62,108/4
87,1464,得力,7.58,107,13.56,1.39,108/4
88,1465,偉全,9.32,108,5.03,0.87,108/4
106,1514,亞力,6.47,108,12.88,1.25,108/4
112,1522,堤維西,5.89,108,10.65,1.11,108/4
113,1524,耿鼎,4.77,108,9.98,0.64,108/4
114,1525,江申,4.81,108,10.52,0.74,108/4
115,1526,日馳,4.36,108,13.69,1.10,108/4
116,1527,鑽全,9.76,107,9.90,1.46,108/4
127,1539,巨庭,5.42,108,13.79,0.73,108/4
128,1540,喬福,6.39,108,11.59,0.93,108/4
130,1558,伸興,6.88,108,11.47,1.63,108/4
131,1560,中砂,6.16,107,14.91,1.87,108/4
133,1582,信錦,5.85,108,10.11,1.73,108/4
141,1604,聲寶,8.09,108,9.28,1.06,108/4
143,1608,華榮,7.01,108,5.03,0.58,108/4
144,1609,大亞,7.32,107,11.12,0.79,108/4
145,1611,中電,9.38,108,6.01,0.94,108/4
148,1615,大山,6.73,107,9.20,1.24,108/4
154,1702,南僑,4.68,108,10.96,1.73,108/4
160,1712,興農,6.99,108,11.55,1.11,108/4
163,1717,長興,5.14,108,13.69,1.58,108/4
164,1718,中纖,11.94,107,-1,0.37,108/4
