,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
0,1101,台泥,7.33,108,9.75,1.26,109/3
1,1102,亞泥,7.24,108,9.71,0.98,109/3
3,1104,環泥,4.71,108,10.63,0.78,109/3
5,1109,信大,5.99,108,6.87,0.90,109/3
9,1210,大成,4.62,108,13.46,1.98,109/3
16,1220,台榮,5.19,108,12.03,0.88,109/3
23,1234,黑松,5.27,108,14.73,0.72,109/3
32,1308,亞聚,5.87,108,13.11,1.01,109/3
34,1310,台苯,6.08,108,-1,1.39,109/3
38,1315,達新,5.18,108,1.76,0.78,109/3
42,1323,永裕,4.95,108,9.98,1.40,109/3
53,1409,新纖,4.37,108,8.34,0.67,109/3
62,1432,大魯閣,28.57,108,-1,0.95,109/3
63,1434,福懋,8.38,108,13.51,0.94,109/3
65,1436,華友聯,6.63,108,8.21,1.32,109/3
84,1457,宜進,7.12,108,4.98,0.69,109/3
89,1465,偉全,11.81,108,-1,0.77,109/3
120,1530,亞崴,4.72,108,8.91,1.00,109/3
128,1539,巨庭,4.43,108,-1,0.93,109/3
129,1540,喬福,6.69,108,-1,0.97,109/3
131,1558,伸興,6.33,108,11.47,1.76,109/3
134,1582,信錦,5.36,108,10.44,1.85,109/3
143,1604,聲寶,5.88,108,5.53,1.26,109/3
145,1608,華榮,5.81,108,11.95,0.76,109/3
147,1611,中電,9.23,108,5.20,1.01,109/3
150,1615,大山,8.58,108,9.25,1.51,109/3
156,1702,南僑,4.55,108,11.07,1.81,109/3
162,1712,興農,6.31,108,11.32,1.22,109/3
167,1720,生達,4.18,108,13.90,1.68,109/3
173,1726,永記,4.55,108,13.81,1.35,109/3
197,1817,凱撒衛,5.33,108,10.84,1.39,109/3
199,1904,正隆,4.02,108,9.75,1.36,109/3
205,2006,東和鋼鐵,4.19,108,13.36,1.31,109/3
215,2020,美亞,10.11,108,11.02,1.37,109/3
220,2027,大成鋼,4.64,108,-1,1.45,109/3
243,2115,六暉-1KY,6.28,108,7.04,1.53,109/3
258,2301,光寶科,6.17,108,11.58,1.68,109/3
270,2324,仁寶,5.77,108,13.33,0.88,109/3
283,2347,聯強,5.63,108,10.10,1.54,109/3
291,2356,英業達,5.68,108,10.27,1.43,109/3
292,2357,華碩,5.07,108,10.60,1.12,109/3
297,2363,矽統,10.48,108,-1,0.90,109/3
317,2392,正崴,5.61,108,10.21,0.95,109/3
331,2414,精技,5.91,108,11.98,1.52,109/3
335,2420,新巨,6.07,108,11.09,1.62,109/3
344,2430,燦坤,5.19,108,12.34,0.68,109/3
346,2433,互盛電,7.62,108,12.68,1.85,109/3
356,2449,京元電子,4.62,108,12.07,1.73,109/3
359,2453,凌群,5.93,108,12.04,0.92,109/3
365,2459,敦吉,6.70,108,10.02,1.09,109/3
374,2471,資通,4.72,108,14.61,1.93,109/3
376,2474,可成,5.00,108,14.22,1.06,109/3
387,2488,漢平,7.80,108,12.34,1.18,109/3
391,2493,揚博,7.32,108,13.61,1.70,109/3
392,2495,普安,5.04,108,-1,0.84,109/3
405,2520,冠德,4.66,108,7.99,1.21,109/3
407,2527,宏璟,9.63,108,14.96,0.72,109/3
411,2535,達欣工,5.40,108,8.76,1.06,109/3
412,2536,宏普,5.52,108,10.36,0.60,109/3
414,2538,基泰,5.05,108,-1,0.69,109/3
420,2546,根基,6.36,108,10.43,1.70,109/3
422,2548,華固,8.62,108,10.58,1.43,109/3
424,2601,益航,13.95,108,-1,0.75,109/3
435,2614,東森,6.27,108,12.18,1.45,109/3
437,2616,山隆,5.75,108,11.81,0.89,109/3
457,2739,寒舍,4.49,108,-1,1.62,109/3
461,2812,台中銀,7.48,108,10.09,0.78,109/3
462,2816,旺旺保,6.97,108,6.56,0.77,109/3
463,2820,華票,4.90,108,13.24,0.80,109/3
464,2823,中壽,5.37,108,6.44,0.66,109/3
465,2832,台產,5.00,108,10.64,0.78,109/3
466,2834,臺企銀,7.49,108,14.61,0.72,109/3
467,2836,高雄銀,5.27,108,13.43,0.65,109/3
468,2838,聯邦銀,7.69,108,10.20,0.59,109/3
470,2845,遠東銀,7.15,108,12.18,0.74,109/3
471,2849,安泰銀,5.23,108,13.68,0.81,109/3
472,2850,新產,4.91,108,6.85,0.94,109/3
473,2851,中再保,4.12,108,8.60,1.02,109/3
474,2852,第一保,7.47,108,11.90,0.58,109/3
475,2855,統一證,5.91,108,10.97,1.03,109/3
478,2881,富邦金,4.33,108,7.28,0.81,109/3
479,2882,國泰金,4.92,108,7.97,0.73,109/3
480,2883,開發金,6.62,108,12.08,0.71,109/3
482,2885,元大金,5.08,108,10.98,1.02,109/3
484,2887,台新金,6.25,108,10.49,0.82,109/3
485,2888,新光金,4.70,108,7.28,0.45,109/3
486,2889,國票金,6.41,108,12.43,1.00,109/3
487,2890,永豐金,6.31,108,10.28,0.83,109/3
488,2891,中信金,5.21,108,9.41,1.03,109/3
493,2904,匯僑,6.37,108,11.46,1.79,109/3
494,2905,三商,10.00,108,11.24,0.94,109/3
501,2915,潤泰全,7.33,108,5.59,0.42,109/3
502,2923,鼎固-1KY,7.77,108,-1,0.97,109/3
503,2929,淘帝-1KY,13.31,108,-1,0.29,109/3
505,2939,凱羿-1KY,15.82,108,-1,1.32,109/3
509,3005,神基,5.89,108,11.07,1.83,109/3
512,3010,華立,4.51,108,9.80,1.41,109/3
516,3015,全漢,4.06,108,12.23,0.68,109/3
528,3028,增你強,4.54,108,13.28,1.00,109/3
529,3029,零壹,5.19,108,10.43,1.91,109/3
532,3032,偉訓,5.09,108,10.01,1.94,109/3
536,3036,文曄,5.17,108,10.02,0.85,109/3
538,3038,全台,6.80,108,11.03,1.39,109/3
543,3044,健鼎,5.71,108,11.21,1.94,109/3
547,3048,益登,4.35,108,9.54,1.45,109/3
