,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,38.700001,38.900002,38.599998,38.900002,35.293285,93502
1,2020-01-03,38.900002,39.000000,38.700001,38.849998,35.247917,84638
2,2020-01-06,38.849998,38.849998,38.599998,38.650002,35.066463,105821
3,2020-01-07,38.650002,38.700001,38.450001,38.599998,35.021095,186500
4,2020-01-08,38.599998,38.599998,38.450001,38.450001,34.885006,125283
5,2020-01-09,38.450001,38.650002,38.400002,38.400002,34.839642,111769
6,2020-01-10,38.450001,38.500000,38.250000,38.500000,34.930370,101306
7,2020-01-13,39.299999,39.299999,38.849998,38.900002,35.293285,129932
8,2020-01-14,38.900002,38.950001,38.650002,38.750000,35.157188,82005
9,2020-01-15,38.750000,38.849998,38.650002,38.750000,35.157188,71000
10,2020-01-16,39.000000,39.000000,38.700001,38.849998,35.247917,154005
11,2020-01-17,38.950001,38.950001,38.849998,38.900002,35.293285,57749
12,2020-01-20,39.000000,39.299999,39.000000,39.250000,35.610832,303000
13,2020-01-30,38.599998,38.650002,38.200001,38.549999,34.975731,626490
14,2020-01-31,38.549999,39.000000,38.400002,39.000000,35.384010,290538
15,2020-02-03,38.549999,38.700001,38.000000,38.700001,35.111828,441169
16,2020-02-04,38.650002,38.700001,38.549999,38.700001,35.111828,239788
17,2020-02-05,38.700001,39.049999,38.700001,39.000000,35.384010,309699
18,2020-02-06,39.000000,39.599998,39.000000,39.549999,35.883015,335234
19,2020-02-07,39.500000,39.500000,39.049999,39.299999,35.656193,175937
20,2020-02-10,39.299999,39.299999,38.950001,39.299999,35.656193,246216
21,2020-02-11,39.299999,39.500000,39.250000,39.450001,35.792290,229510
22,2020-02-12,39.450001,39.450001,39.299999,39.349998,35.701557,131682
23,2020-02-13,39.349998,39.349998,39.150002,39.150002,35.520103,79531
24,2020-02-14,39.150002,39.200001,39.099998,39.150002,35.520103,105897
25,2020-02-17,39.200001,39.450001,39.200001,39.299999,35.656193,120284
