,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,19.600000,19.700001,19.549999,19.650000,17.679625,867516
1,2020-01-03,19.650000,19.700001,19.450001,19.450001,17.499681,939897
2,2020-01-06,19.500000,19.500000,19.250000,19.250000,17.319733,505536
3,2020-01-07,19.250000,19.299999,19.100000,19.200001,17.274748,337906
4,2020-01-08,19.200001,19.200001,19.000000,19.049999,17.139788,522336
5,2020-01-09,19.049999,19.100000,19.000000,19.049999,17.139788,397761
6,2020-01-10,19.150000,19.150000,19.000000,19.100000,17.184774,333352
7,2020-01-13,19.049999,19.150000,19.000000,19.100000,17.184774,338179
8,2020-01-14,19.150000,19.200001,19.049999,19.100000,17.184774,382853
9,2020-01-15,19.100000,19.100000,18.950001,18.950001,17.049816,591767
10,2020-01-16,19.000000,19.100000,19.000000,19.049999,17.139788,258286
11,2020-01-17,19.100000,19.100000,19.000000,19.049999,17.139788,332926
12,2020-01-20,19.049999,19.150000,19.000000,19.049999,17.139788,311450
13,2020-01-30,18.500000,18.650000,18.299999,18.350000,16.509981,2356223
14,2020-01-31,18.350000,18.500000,18.250000,18.400000,16.554966,535879
15,2020-02-03,18.200001,18.200001,17.850000,18.049999,16.240061,992502
16,2020-02-04,19.400000,19.500000,18.250000,18.250000,16.420008,246988
17,2020-02-05,18.250000,18.250000,18.000000,18.150000,16.330036,374875
18,2020-02-06,18.150000,18.299999,18.100000,18.250000,16.420008,233787
19,2020-02-07,18.200001,18.200001,18.000000,18.150000,16.330036,408335
20,2020-02-10,18.000000,18.100000,17.850000,18.000000,16.195076,490369
21,2020-02-11,18.100000,18.100000,18.000000,18.049999,16.240061,319139
22,2020-02-12,18.100000,18.100000,18.000000,18.049999,16.240061,662027
23,2020-02-13,18.049999,18.150000,18.049999,18.100000,16.285049,285597
24,2020-02-14,18.100000,18.150000,18.000000,18.100000,16.285049,314261
25,2020-02-17,18.100000,18.100000,18.000000,18.049999,16.240061,219451
26,2020-02-18,18.049999,18.100000,18.000000,18.100000,16.285049,215053
27,2020-02-19,18.100000,18.150000,18.049999,18.100000,16.285049,188807
28,2020-02-20,18.150000,18.200001,18.100000,18.100000,16.285049,236954
29,2020-02-21,18.100000,18.150000,18.049999,18.100000,16.285049,224168
30,2020-02-24,18.100000,18.100000,17.950001,18.000000,16.195076,531800
31,2020-02-25,17.900000,18.000000,17.850000,17.900000,16.105103,267521
32,2020-02-26,17.850000,18.000000,17.850000,17.900000,16.105103,204390
33,2020-02-27,17.900000,17.900000,17.750000,17.750000,15.970144,879141
34,2020-03-02,17.500000,17.650000,17.450001,17.500000,15.745214,923863
35,2020-03-03,17.650000,17.700001,17.549999,17.600000,15.835185,362575
36,2020-03-04,17.600000,17.650000,17.450001,17.600000,15.835185,408232
37,2020-03-05,17.700001,17.750000,17.600000,17.650000,15.880172,430521
38,2020-03-06,17.650000,17.650000,17.500000,17.600000,15.835185,348078
39,2020-03-09,17.500000,17.500000,17.250000,17.250000,15.520281,690329
40,2020-03-10,17.150000,17.200001,16.950001,17.100000,15.385323,745293
41,2020-03-11,17.150000,17.299999,17.100000,17.100000,15.385323,355190
42,2020-03-12,16.950001,17.000000,16.500000,16.650000,14.980445,750882
43,2020-03-13,15.600000,16.000000,15.350000,16.000000,14.395623,1513275
44,2020-03-16,16.000000,16.000000,15.500000,15.700000,14.125705,785184
45,2020-03-17,15.400000,15.400000,15.100000,15.350000,13.810802,713820
46,2020-03-18,15.400000,15.400000,15.000000,15.050000,13.540883,551863
47,2020-03-19,14.800000,14.800000,13.850000,13.950000,12.551184,1096789
48,2020-03-20,14.100000,14.850000,14.100000,14.550000,13.091020,552262
49,2020-03-23,13.650000,14.250000,13.650000,14.250000,12.821102,424358
50,2020-03-24,14.250000,14.650000,14.250000,14.500000,13.046034,400326
51,2020-03-25,15.000000,15.150000,14.850000,15.100000,13.585870,512145
52,2020-03-26,15.250000,15.250000,15.000000,15.200000,13.675841,274186
53,2020-03-27,15.800000,15.850000,15.600000,15.650000,14.080719,945215
54,2020-03-30,15.650000,15.800000,15.300000,15.650000,14.080719,515015
55,2020-03-31,15.900000,15.900000,15.700000,15.800000,14.215678,440847
56,2020-04-01,15.750000,15.800000,15.550000,15.750000,14.170691,283864
57,2020-04-06,15.850000,15.950000,15.700000,15.800000,14.215678,322077
58,2020-04-07,15.900000,16.150000,15.900000,16.100000,14.485596,487475
59,2020-04-08,16.150000,16.700001,16.100000,16.650000,14.980445,654160
60,2020-04-09,16.650000,16.799999,16.600000,16.799999,15.115404,458801
61,2020-04-10,16.799999,16.850000,16.700001,16.799999,15.115404,321647
62,2020-04-13,16.900000,17.000000,16.750000,16.950001,15.250363,476573
63,2020-04-14,16.950001,17.299999,16.900000,17.299999,15.565266,555078
64,2020-04-15,17.299999,17.400000,17.200001,17.350000,15.610254,417534
65,2020-04-16,17.299999,17.299999,17.000000,17.200001,15.475296,407638
66,2020-04-17,17.400000,17.500000,17.200001,17.200001,15.475296,623284
67,2020-04-20,17.250000,17.250000,17.049999,17.150000,15.430309,241012
68,2020-04-21,17.000000,17.100000,16.650000,16.650000,14.980445,649779
69,2020-04-22,16.500000,16.799999,16.500000,16.750000,15.070417,222046
70,2020-04-23,16.750000,16.900000,16.700001,16.900000,15.205377,218085
71,2020-04-24,16.850000,16.900000,16.750000,16.850000,15.160391,192096
72,2020-04-27,16.850000,17.400000,16.850000,17.200001,15.475296,456968
73,2020-04-28,17.250000,17.299999,17.100000,17.250000,15.520281,113732
74,2020-04-29,17.299999,17.500000,17.250000,17.400000,15.655240,369921
75,2020-04-30,17.450001,17.650000,17.450001,17.600000,15.835185,604759
76,2020-05-04,17.450001,17.450001,17.250000,17.350000,15.610254,425587
