,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,14.488636,14.569805,14.488636,14.569805,13.499160,65296
1,2020-01-03,14.610389,14.610389,14.448051,14.529220,13.461556,142843
2,2020-01-06,14.488636,14.488636,14.204545,14.204545,13.160741,72688
3,2020-01-07,14.245129,14.366883,14.204545,14.285714,13.235945,39424
4,2020-01-08,14.204545,14.529220,14.204545,14.366883,13.311149,92400
5,2020-01-09,15.625000,15.787337,15.584415,15.787337,14.627223,1589749
6,2020-01-10,15.787337,16.193180,15.056818,15.056818,13.950384,1981081
7,2020-01-13,15.219155,16.558441,15.219155,16.558441,15.341662,1775570
8,2020-01-14,16.883116,17.045454,16.233767,16.477272,15.266458,2624841
9,2020-01-15,16.396103,16.599026,16.152597,16.314936,15.116052,625240
10,2020-01-16,16.396103,16.396103,16.071428,16.193180,15.003242,496496
11,2020-01-17,16.193180,16.355518,15.909090,15.909090,14.740028,596411
12,2020-01-20,15.909090,16.193180,15.868506,16.071428,14.890438,311817
13,2020-01-30,14.610389,15.219155,14.610389,14.853896,13.762374,676822
14,2020-01-31,14.610389,15.381493,14.610389,15.178571,14.063190,327724
15,2020-02-03,14.813311,15.340909,14.610389,15.340909,14.213600,293339
16,2020-02-04,15.665584,15.665584,15.340909,15.422077,14.288803,231616
17,2020-02-05,15.462662,15.625000,15.300324,15.422077,14.288803,224538
18,2020-02-06,15.503246,15.990259,15.503246,15.827922,14.664824,316008
19,2020-02-07,15.827922,15.827922,15.462662,15.503246,14.364007,285885
20,2020-02-10,15.340909,15.381493,15.097402,15.259740,14.138395,259089
21,2020-02-11,15.259740,15.381493,15.219155,15.259740,14.138395,137984
22,2020-02-12,15.259740,15.462662,15.219155,15.462662,14.326406,119504
23,2020-02-13,15.543831,15.543831,15.300324,15.381493,14.251201,117040
24,2020-02-14,15.381493,15.503246,15.340909,15.340909,14.213600,73920
25,2020-02-17,15.340909,15.462662,15.178571,15.462662,14.326406,84084
