,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,2,750,919,129,435,791,46.60,47.40
1,110/01/05,4,397,451,208,212,663,46.80,47.70
2,110/01/06,4,837,940,228,337,084,47.80,47.80
3,110/01/07,3,915,889,185,892,907,47.20,47.80
4,110/01/08,3,979,824,188,454,385,47.35,47.80
5,110/01/11,2,826,464,133,924,553,47.80,47.80
6,110/01/12,3,594,071,168,597,509,47.10,47.35
7,110/01/13,2,859,408,134,931,990,47.00,47.50
8,110/01/14,4,146,520,194,560,209,47.30,47.45
9,110/01/15,5,441,484,258,906,915,46.90,48.00
10,110/01/18,2,429,092,114,192,974,47.15,47.45
11,110/01/19,2,650,028,124,587,789,46.90,47.35
12,110/01/20,4,147,881,191,730,110,46.65,46.85
