,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,44,430,828,1,203,786,659,27.00
1,110/04/06,38,791,517,1,054,507,919,27.50
2,110/04/07,28,773,124,778,614,120,27.00,27.20
3,110/04/08,29,169,029,793,610,942,27.10,27.40
4,110/04/09,24,697,072,671,951,629,27.15,27.30
5,110/04/12,23,758,828,648,494,949,27.50,27.50
6,110/04/13,40,506,037,1,096,069,115,27.20
7,110/04/14,25,226,523,674,993,796,26.80,27.05
8,110/04/15,20,377,244,544,220,879,26.65,26.90
9,110/04/16,23,608,968,638,774,850,26.90,27.15
10,110/04/19,34,146,839,941,696,031,27.20,27.95
11,110/04/20,32,835,071,909,404,570,27.55,27.95
