,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,243,231,40,016,284,162.50,167.00,162.50
1,110/04/06,229,040,38,445,470,167.50,169.00,166.50
2,110/04/07,143,077,24,094,258,169.50,169.50,167.50
3,110/04/08,91,224,15,402,077,169.00,169.50,168.00
4,110/04/09,1,350,558,240,113,362,175.50,181.50
5,110/04/12,955,322,172,408,823,179.00,186.50,175.00
6,110/04/13,378,818,67,035,658,179.00,179.50,174.50
7,110/04/14,447,408,77,385,539,176.00,177.00,170.00
8,110/04/15,301,151,52,714,195,175.00,177.00,173.00
9,110/04/16,195,603,34,189,673,175.00,176.00,173.50
10,110/04/19,160,997,28,039,557,176.00,176.00,173.00
11,110/04/20,152,713,26,554,856,174.00,174.50,173.50
