,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,949,190,32,729,164,34.30,34.85,34.00
1,110/01/05,528,160,18,247,150,34.95,34.95,34.30
2,110/01/06,547,511,18,639,283,34.40,34.50,33.65
3,110/01/07,296,925,10,079,149,33.80,34.15,33.70
4,110/01/08,344,711,11,671,201,33.95,34.00,33.75
5,110/01/11,277,658,9,422,590,33.90,34.10,33.80
6,110/01/12,411,172,13,906,995,34.15,34.15,33.65
7,110/01/13,301,444,10,175,109,33.70,33.90,33.65
8,110/01/14,477,176,16,278,179,33.90,34.30,33.80
9,110/01/15,366,363,12,437,786,34.30,34.30,33.70
10,110/01/18,267,456,8,932,019,33.55,33.80,33.10
11,110/01/19,335,105,11,205,611,33.40,33.65,33.30
12,110/01/20,510,598,16,903,235,33.40,33.45,32.90
