,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,10,606,861,745,148,333,71.50,71.50
1,110/03/03,10,313,310,723,871,528,69.60,71.00
2,110/03/04,16,131,117,1,146,070,488,71.40
3,110/03/05,9,904,090,697,704,669,70.20,71.20
4,110/03/08,8,889,266,620,238,352,70.90,71.00
5,110/03/09,11,204,312,765,726,814,69.00,69.50
6,110/03/10,6,232,562,435,050,889,69.90,70.50
7,110/03/11,14,541,775,1,034,117,372,70.10
8,110/03/12,30,673,246,2,236,956,024,72.50
9,110/03/15,13,176,107,957,446,235,73.40,73.40
10,110/03/16,11,887,853,865,746,993,73.20,73.50
11,110/03/17,43,072,403,3,202,340,950,73.00
12,110/03/18,26,708,939,2,000,192,072,74.70
13,110/03/19,18,438,065,1,352,949,098,74.20
14,110/03/22,14,195,960,1,041,367,259,72.60
