,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,160,797,6,393,810,40.00,40.00,39.65
1,110/04/06,98,874,3,932,473,39.70,39.90,39.70
2,110/04/07,178,864,7,106,334,39.75,39.80,39.65
3,110/04/08,129,930,5,147,420,39.65,39.70,39.55
4,110/04/09,165,781,6,561,377,39.60,39.70,39.50
5,110/04/12,266,277,10,561,600,39.55,39.90,39.55
6,110/04/13,480,539,19,231,823,39.80,40.25,39.80
7,110/04/14,183,638,7,309,071,40.00,40.00,39.60
8,110/04/15,127,349,5,061,688,39.90,39.90,39.60
9,110/04/16,223,012,8,882,922,39.90,40.00,39.60
10,110/04/19,448,180,18,152,254,40.10,40.80,40.00
11,110/04/20,235,487,9,546,636,40.75,40.80,40.20
