,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,73,482,1,971,871,26.85,26.95,26.75
1,110/01/05,72,227,1,930,315,26.80,26.80,26.70
2,110/01/06,111,498,2,981,025,26.70,26.80,26.65
3,110/01/07,86,949,2,333,533,26.70,26.80,26.70
4,110/01/08,116,670,3,117,529,26.70,26.75,26.65
5,110/01/11,133,974,3,626,849,26.85,27.35,26.85
6,110/01/12,87,537,2,359,100,27.05,27.10,26.85
7,110/01/13,84,042,2,262,105,26.85,27.00,26.80
8,110/01/14,69,751,1,882,672,27.00,27.00,26.90
9,110/01/15,74,384,1,995,185,26.90,27.00,26.70
10,110/01/18,145,143,3,850,181,26.70,26.70,26.30
11,110/01/19,36,345,964,702,26.60,26.60,26.50,26.55
12,110/01/20,221,577,5,781,843,26.50,26.50,25.85
