,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,862,270,20,381,763,10.95,11.00
1,110/04/06,4,274,425,47,227,460,11.05,11.10
2,110/04/07,1,853,912,20,426,998,11.10,11.10
3,110/04/08,3,116,096,34,653,367,11.10,11.20
4,110/04/09,1,360,827,15,156,667,11.15,11.20
5,110/04/12,1,583,492,17,697,032,11.20,11.20
6,110/04/13,2,134,632,23,993,020,11.20,11.30
7,110/04/14,1,547,564,17,299,262,11.20,11.30
8,110/04/15,1,822,236,20,394,264,11.20,11.25
9,110/04/16,1,782,991,20,000,039,11.20,11.25
10,110/04/19,12,549,366,148,453,778,11.25,12.35
11,110/04/20,6,980,161,82,929,521,12.15,12.20
