,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,182,599,5,884,460,32.45,32.45,32.15
1,110/01/05,147,472,4,743,835,32.20,32.25,32.05
2,110/01/06,154,058,4,955,026,32.30,32.30,31.95
3,110/01/07,92,606,2,969,820,32.10,32.15,32.00
4,110/01/08,114,164,3,657,060,32.10,32.15,31.95
5,110/01/11,229,715,7,359,316,32.05,32.10,31.95
6,110/01/12,230,068,7,340,407,31.90,32.10,31.80
7,110/01/13,196,577,6,274,727,31.70,32.20,31.70
8,110/01/14,61,049,1,948,108,31.90,31.95,31.85
9,110/01/15,191,228,6,111,692,31.95,32.05,31.90
10,110/01/18,128,278,4,077,804,31.95,31.95,31.55
11,110/01/19,93,330,2,971,244,31.85,31.90,31.75
12,110/01/20,299,009,9,400,568,31.80,31.80,31.15
