,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,3,618,879,164,955,608,46.60,46.60
1,110/03/03,2,336,124,105,676,955,45.60,45.70
2,110/03/04,3,669,341,168,083,720,46.00,46.30
3,110/03/05,2,046,954,92,320,126,44.70,45.45
4,110/03/08,1,968,772,89,917,627,45.95,46.15
5,110/03/09,2,559,392,116,920,772,45.85,46.00
6,110/03/10,6,375,472,297,880,822,46.00,47.40
7,110/03/11,7,080,600,330,707,739,47.40,47.80
8,110/03/12,4,630,606,213,380,821,46.65,46.75
9,110/03/15,2,419,764,111,225,629,46.10,46.50
10,110/03/16,10,568,705,502,464,600,46.50,48.70
11,110/03/17,3,201,826,152,140,614,47.55,48.00
12,110/03/18,3,105,807,147,698,294,47.85,47.90
13,110/03/19,2,226,060,104,533,782,47.15,47.20
14,110/03/22,1,784,216,83,836,159,47.15,47.30
