,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,997,808,15,587,701,15.80,15.80,15.50
1,110/03/03,641,274,9,994,298,15.70,15.70,15.50
2,110/03/04,1,137,971,17,845,973,15.55,15.85
3,110/03/05,949,354,14,911,087,15.60,15.80,15.60
4,110/03/08,1,277,440,20,413,271,15.80,16.10
5,110/03/09,3,392,046,54,937,397,16.05,16.45
6,110/03/10,1,528,475,24,600,185,16.10,16.25
7,110/03/11,1,720,375,27,748,149,15.90,16.25
8,110/03/12,3,179,020,51,488,192,16.30,16.35
9,110/03/15,3,200,549,52,401,793,16.35,16.45
10,110/03/16,2,247,373,37,080,528,16.40,16.60
11,110/03/17,1,448,734,24,083,901,16.65,16.70
12,110/03/18,872,986,14,488,953,16.60,16.70,16.55
13,110/03/19,1,143,048,18,870,988,16.60,16.65
14,110/03/22,1,251,179,20,606,614,16.55,16.60
