,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,826,546,25,039,455,30.25,30.80,30.15
1,110/03/03,293,386,8,812,587,30.20,30.30,29.80
2,110/03/04,293,830,8,793,155,30.00,30.15,29.75
3,110/03/05,212,215,6,313,083,29.80,29.90,29.70
4,110/03/08,206,475,6,155,874,29.90,29.90,29.75
5,110/03/09,115,079,3,438,126,29.80,30.10,29.75
6,110/03/10,147,446,4,453,376,30.00,30.30,30.00
7,110/03/11,417,777,12,967,861,30.65,31.30,30.65
8,110/03/12,740,171,23,059,367,31.10,31.50,30.95
9,110/03/15,676,212,21,517,974,31.50,32.00,31.30
10,110/03/16,414,480,13,200,200,31.90,32.00,31.70
11,110/03/17,454,355,14,589,193,31.80,32.25,31.80
12,110/03/18,1,261,295,41,080,799,32.10,33.10
13,110/03/19,2,514,632,84,070,999,33.30,34.00
14,110/03/22,740,203,24,361,660,33.40,33.50,32.70
