,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,18,482,582,1,372,747,279,75.50
1,110/03/03,14,976,155,1,121,645,229,74.50
2,110/03/04,13,034,873,971,672,478,75.00,75.20
3,110/03/05,16,264,538,1,198,806,046,73.80
4,110/03/08,14,686,433,1,082,228,286,74.00
5,110/03/09,14,252,479,1,040,291,690,73.10
6,110/03/10,9,461,920,701,503,557,73.70,74.80
7,110/03/11,39,798,139,2,845,854,793,71.80
8,110/03/12,23,957,562,1,706,439,059,72.00
9,110/03/15,13,421,933,955,852,487,71.20,71.90
10,110/03/16,14,844,029,1,065,598,701,71.70
11,110/03/17,15,558,930,1,126,800,850,72.00
12,110/03/18,28,006,359,2,076,403,976,73.00
13,110/03/19,22,777,106,1,699,153,833,74.00
14,110/03/22,16,066,908,1,191,275,567,75.00
