,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,163,590,4,368,266,26.85,26.90,26.50
1,110/03/03,45,590,1,216,939,26.55,26.80,26.55
2,110/03/04,70,889,1,897,243,26.75,26.85,26.70
3,110/03/05,67,724,1,824,372,26.75,27.00,26.70
4,110/03/08,196,690,5,313,627,27.00,27.10,26.85
5,110/03/09,86,424,2,337,144,27.10,27.15,27.00
6,110/03/10,121,115,3,284,707,27.10,27.25,27.05
7,110/03/11,111,790,3,045,251,27.20,27.30,27.15
8,110/03/12,79,644,2,160,086,27.25,27.25,27.05
9,110/03/15,82,116,2,239,164,27.20,27.40,27.10
10,110/03/16,139,746,3,844,348,27.65,27.65,27.35
11,110/03/17,273,783,7,640,380,27.80,28.05,27.75
12,110/03/18,206,842,5,811,838,28.20,28.20,28.00
13,110/03/19,114,978,3,219,305,28.10,28.10,27.90
14,110/03/22,173,378,4,891,411,28.10,28.30,28.10
