,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,609,831,48,956,390,80.10,80.60,80.10
1,110/01/05,259,184,20,850,198,80.40,80.90,80.30
2,110/01/06,666,050,53,888,151,80.40,81.30,80.40
3,110/01/07,270,889,21,879,109,81.10,81.10,80.60
4,110/01/08,488,765,39,550,936,81.00,81.20,80.60
5,110/01/11,292,587,23,699,428,81.00,81.30,80.80
6,110/01/12,409,387,32,922,928,80.60,80.90,80.10
7,110/01/13,360,903,29,015,530,80.10,80.60,80.10
8,110/01/14,264,687,21,246,627,80.40,80.50,80.20
9,110/01/15,488,872,39,224,498,80.20,80.40,80.10
10,110/01/18,289,702,23,247,080,80.40,80.50,80.00
11,110/01/19,655,040,52,441,486,80.20,80.60,79.80
12,110/01/20,663,667,52,725,377,79.80,79.80,79.10
