,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,629,271,30,029,463,47.15,48.90,47.00
1,110/03/03,672,619,32,784,579,49.30,49.35,48.10
2,110/03/04,370,615,18,041,357,48.50,49.10,48.45
3,110/03/05,167,716,8,186,944,48.10,49.35,48.10
4,110/03/08,333,751,16,401,096,49.15,49.45,49.00
5,110/03/09,472,626,23,698,563,49.45,50.50,49.45
6,110/03/10,270,644,13,769,981,50.90,51.10,50.60
7,110/03/11,221,437,11,363,128,51.00,51.50,50.90
8,110/03/12,215,497,11,214,167,51.60,52.40,51.50
9,110/03/15,339,032,18,132,859,52.50,54.10,52.50
10,110/03/16,581,737,30,542,221,54.50,54.60,52.00
11,110/03/17,416,864,21,594,982,52.30,52.40,51.30
12,110/03/18,124,582,6,473,940,52.00,52.40,51.40
13,110/03/19,340,036,17,910,194,52.10,53.50,51.70
14,110/03/22,256,418,13,633,678,53.60,53.70,52.70
