,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,96,364,3,182,196,33.15,33.15,32.95
1,110/03/03,285,205,9,450,779,33.10,33.30,33.00
2,110/03/04,300,420,10,077,175,33.25,34.00,33.20
3,110/03/05,369,572,12,441,140,33.75,33.85,33.55
4,110/03/08,197,171,6,678,430,33.85,34.00,33.75
5,110/03/09,187,450,6,341,893,33.95,34.00,33.70
6,110/03/10,384,164,13,062,330,33.90,34.40,33.75
7,110/03/11,303,509,10,425,626,34.40,34.55,34.15
8,110/03/12,165,244,5,653,652,34.15,34.35,34.10
9,110/03/15,194,884,6,730,618,34.35,34.80,34.10
10,110/03/16,182,593,6,298,542,34.70,34.70,34.35
11,110/03/17,117,120,4,031,027,34.55,34.55,34.30
12,110/03/18,197,918,6,798,408,34.50,34.60,34.25
13,110/03/19,303,653,10,380,846,34.50,34.55,34.00
14,110/03/22,119,957,4,091,498,34.00,34.30,33.85
