,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,5,401,325,62,057,457,11.50,11.55
1,110/04/06,7,207,008,82,797,203,11.50,11.55
2,110/04/07,5,292,074,60,664,891,11.50,11.50
3,110/04/08,5,288,976,60,626,150,11.45,11.50
4,110/04/09,11,216,563,128,372,119,11.50,11.50
5,110/04/12,10,301,214,118,143,000,11.45,11.50
6,110/04/13,9,497,005,109,706,843,11.50,11.60
7,110/04/14,6,454,508,74,428,899,11.55,11.55
8,110/04/15,8,959,959,104,227,969,11.55,11.70
9,110/04/16,6,899,542,80,656,513,11.70,11.70
10,110/04/19,20,949,442,248,273,364,11.70,11.95
11,110/04/20,10,405,345,123,869,804,11.95,12.00
