,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,2,883,817,241,121,261,84.00,84.80
1,110/04/06,1,567,807,130,663,478,84.60,84.60
2,110/04/07,1,064,320,88,241,688,82.70,83.30
3,110/04/08,1,755,688,147,457,494,84.50,84.50
4,110/04/09,1,392,199,116,108,614,84.00,84.40
5,110/04/12,1,236,021,102,073,310,83.20,83.40
6,110/04/13,1,985,820,163,473,703,83.00,83.90
7,110/04/14,2,059,901,165,517,085,81.30,81.70
8,110/04/15,1,310,250,105,749,645,80.30,81.40
9,110/04/16,1,616,001,130,243,433,81.50,81.50
10,110/04/19,1,616,051,130,387,397,81.10,81.50
11,110/04/20,1,224,310,99,456,684,81.30,81.90
