,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,421,375,48,832,676,34.20,34.45
1,110/04/06,2,925,753,102,171,479,34.90,36.20
2,110/04/07,1,820,658,65,539,421,35.75,36.55
3,110/04/08,3,920,595,142,971,254,36.30,37.35
4,110/04/09,1,724,647,61,492,934,36.15,36.60
5,110/04/12,666,592,23,263,134,35.50,35.50,34.60
6,110/04/13,1,578,387,55,360,915,35.30,35.70
7,110/04/14,2,004,175,70,332,486,35.15,35.65
8,110/04/15,2,482,065,90,992,294,35.60,37.75
9,110/04/16,1,048,874,38,785,690,37.50,37.50
10,110/04/19,1,955,452,73,193,563,37.20,38.00
11,110/04/20,624,823,23,527,098,38.00,38.10,37.25
