,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/03/02,277,055,8,819,242,31.80,32.05,31.60
1,110/03/03,874,004,27,889,026,31.80,32.15,31.55
2,110/03/04,329,295,10,463,155,31.80,32.00,31.55
3,110/03/05,716,244,22,599,540,31.90,31.90,31.40
4,110/03/08,1,901,522,59,869,734,31.50,32.00
5,110/03/09,2,675,900,82,444,630,31.10,31.50
6,110/03/10,1,225,939,38,068,017,31.15,31.75
7,110/03/11,2,307,767,74,695,786,31.80,33.00
8,110/03/12,3,430,982,115,772,806,33.00,34.20
9,110/03/15,716,016,23,957,381,33.60,33.85,33.20
10,110/03/16,1,507,487,50,584,515,33.40,34.10
11,110/03/17,2,863,379,93,517,448,33.05,33.30
12,110/03/18,764,729,25,557,024,33.35,33.60,33.05
13,110/03/19,712,053,24,045,860,33.60,34.00,33.50
14,110/03/22,644,947,21,854,000,33.80,34.20,33.50
