,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,26,493,965,579,668,803,22.05,22.10
1,110/04/06,22,921,805,501,527,084,21.95,21.95
2,110/04/07,26,429,315,580,557,290,22.00,22.00
3,110/04/08,21,321,849,465,332,337,21.90,21.95
4,110/04/09,27,440,454,592,880,527,21.80,21.80
5,110/04/12,24,450,346,533,495,767,21.65,21.90
6,110/04/13,41,651,149,919,411,236,22.00,22.15
7,110/04/14,32,901,511,725,508,205,22.10,22.15
8,110/04/15,35,867,533,795,553,825,22.15,22.25
9,110/04/16,24,785,860,550,830,555,22.25,22.30
10,110/04/19,64,180,690,1,449,625,090,22.25
11,110/04/20,46,536,582,1,064,288,959,23.00
