,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,301,210,6,749,765,22.45,22.45,22.35
1,110/04/06,383,444,8,583,526,22.40,22.45,22.30
2,110/04/07,916,150,20,685,701,22.40,22.80,22.40
3,110/04/08,688,152,16,092,729,22.85,23.60,22.85
4,110/04/09,817,005,18,918,102,23.40,23.40,22.90
5,110/04/12,836,528,19,219,626,23.00,23.05,22.90
6,110/04/13,554,238,12,773,207,22.95,23.10,22.95
7,110/04/14,846,818,19,656,186,23.05,23.50,22.95
8,110/04/15,370,368,8,670,596,23.20,23.55,23.20
9,110/04/16,330,878,7,768,273,23.45,23.55,23.40
10,110/04/19,803,565,19,171,943,23.55,24.15,23.50
11,110/04/20,1,819,709,42,986,856,23.90,24.05
