,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/04/01,1,278,537,60,563,834,47.80,47.80
1,110/04/06,1,985,595,94,228,859,47.80,47.80
2,110/04/07,1,791,282,84,622,636,47.60,47.65
3,110/04/08,6,828,751,331,432,098,47.40,49.40
4,110/04/09,5,679,301,273,517,544,49.05,49.05
5,110/04/12,3,467,350,169,052,808,48.30,49.25
6,110/04/13,4,292,909,209,869,716,49.20,49.80
7,110/04/14,3,769,341,177,857,157,48.20,48.45
8,110/04/15,1,104,805,52,206,014,47.65,47.65
9,110/04/16,2,285,812,109,959,560,47.60,48.50
10,110/04/19,3,509,111,172,352,983,48.70,49.40
11,110/04/20,6,241,276,312,408,844,49.15,51.00
