,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0,110/01/04,233,726,746,22,587,972,258,93.40
1,110/01/05,234,178,116,24,176,652,664,101.00
2,110/01/06,222,119,287,23,465,513,766,107.50
3,110/01/07,114,653,734,12,242,829,524,108.00
4,110/01/08,115,547,259,12,431,474,200,109.00
5,110/01/11,70,525,408,7,582,606,654,108.00
6,110/01/12,106,622,057,11,119,079,660,106.50
7,110/01/13,83,561,136,8,856,217,204,105.00
8,110/01/14,321,271,715,36,391,347,707,109.00
9,110/01/15,171,273,151,19,817,867,014,118.00
10,110/01/18,95,824,657,10,843,315,189,115.50
11,110/01/19,95,320,325,10,971,429,720,115.00
12,110/01/20,133,839,555,15,534,875,651,116.50
